"","Pop","Theta","Growth","samplingSize","n.haplotypes","hap.diversity","Max.Gamma.value"
"1224",2,"two","no",64,6,0.3377538,7
"1225",2,"two","no",64,7,0.3377538,9
"1226",2,"two","no",64,7,0.3377538,9
"1227",2,"two","no",64,6,0.3377538,7
"1228",2,"two","no",64,7,0.3377538,9
"1229",2,"two","no",64,8,0.3377538,10
"1230",2,"two","no",64,5,0.3377538,6
"1231",2,"two","no",64,6,0.3377538,7
"1232",2,"two","no",64,7,0.3377538,9
"1233",2,"two","no",64,10,0.3377538,13
"1234",2,"two","no",64,8,0.3377538,10
"1235",2,"two","no",64,7,0.3377538,9
"1236",2,"two","no",64,6,0.3377538,7
"1237",2,"two","no",64,5,0.3377538,6
"1238",2,"two","no",64,6,0.3377538,7
"1239",2,"two","no",64,6,0.3377538,7
"1240",2,"two","no",64,8,0.3377538,10
"1241",2,"two","no",64,9,0.3377538,11
"1242",2,"two","no",64,5,0.3377538,6
"1243",2,"two","no",64,4,0.3377538,5
"1244",2,"two","no",64,7,0.3377538,9
"1245",2,"two","no",64,9,0.3377538,11
"1246",2,"two","no",64,7,0.3377538,9
"1247",2,"two","no",64,5,0.3377538,6
"1248",2,"two","no",64,6,0.3377538,7
"1249",2,"two","no",64,6,0.3377538,7
"1250",2,"two","no",64,7,0.3377538,9
"1251",2,"two","no",64,6,0.3377538,7
"1252",2,"two","no",64,7,0.3377538,9
"1253",2,"two","no",64,5,0.3377538,6
"1254",2,"two","no",64,8,0.3377538,10
"1255",2,"two","no",64,3,0.3377538,3
"1256",2,"two","no",64,5,0.3377538,6
"1257",2,"two","no",64,7,0.3377538,9
"1258",2,"two","no",64,6,0.3377538,7
"1259",2,"two","no",64,8,0.3377538,10
"1260",2,"two","no",64,5,0.3377538,6
"1261",2,"two","no",64,7,0.3377538,9
"1262",2,"two","no",64,7,0.3377538,9
"1263",2,"two","no",64,5,0.3377538,6
"1264",2,"two","no",64,6,0.3377538,7
"1265",2,"two","no",64,7,0.3377538,9
"1266",2,"two","no",64,7,0.3377538,9
"1267",2,"two","no",64,8,0.3377538,10
"1268",2,"two","no",64,5,0.3377538,6
"1269",2,"two","no",64,7,0.3377538,9
"1270",2,"two","no",64,7,0.3377538,9
"1271",2,"two","no",64,8,0.3377538,10
"1272",2,"two","no",64,9,0.3377538,11
"1273",2,"two","no",64,7,0.3377538,9
"1274",2,"two","no",64,7,0.3377538,9
"1275",2,"two","no",64,6,0.3377538,7
"1276",2,"two","no",64,9,0.3377538,11
"1277",2,"two","no",64,5,0.3377538,6
"1278",2,"two","no",64,5,0.3377538,6
"1279",2,"two","no",64,8,0.3377538,10
"1280",2,"two","no",64,6,0.3377538,7
"1281",2,"two","no",64,7,0.3377538,9
"1282",2,"two","no",64,7,0.3377538,9
"1283",2,"two","no",64,8,0.3377538,10
"1284",2,"two","no",64,6,0.3377538,7
"1285",2,"two","no",64,4,0.3377538,5
"1286",2,"two","no",64,8,0.3377538,10
"1287",2,"two","no",64,7,0.3377538,9
"1288",2,"two","no",64,6,0.3377538,7
"1289",2,"two","no",64,6,0.3377538,7
"1290",2,"two","no",64,8,0.3377538,10
"1291",2,"two","no",64,6,0.3377538,7
"1292",2,"two","no",64,7,0.3377538,9
"1293",2,"two","no",64,6,0.3377538,7
"1294",2,"two","no",64,7,0.3377538,9
"1295",2,"two","no",64,4,0.3377538,5
"1296",2,"two","no",64,5,0.3377538,6
"1297",2,"two","no",64,9,0.3377538,11
"1298",2,"two","no",64,7,0.3377538,9
"1299",2,"two","no",64,6,0.3377538,7
"1300",2,"two","no",64,6,0.3377538,7
"1301",2,"two","no",128,7,0.3377538,9
"1302",2,"two","no",128,4,0.3377538,5
"1303",2,"two","no",128,8,0.3377538,10
"1304",2,"two","no",128,11,0.3377538,14
"1305",2,"two","no",128,9,0.3377538,11
"1306",2,"two","no",128,10,0.3377538,13
"1307",2,"two","no",128,9,0.3377538,11
"1308",2,"two","no",128,8,0.3377538,10
"1309",2,"two","no",128,10,0.3377538,13
"1310",2,"two","no",128,10,0.3377538,13
"1311",2,"two","no",128,7,0.3377538,9
"1312",2,"two","no",128,6,0.3377538,7
"1313",2,"two","no",128,10,0.3377538,13
"1314",2,"two","no",128,9,0.3377538,11
"1315",2,"two","no",128,9,0.3377538,11
"1316",2,"two","no",128,9,0.3377538,11
"1317",2,"two","no",128,10,0.3377538,13
"1318",2,"two","no",128,10,0.3377538,13
"1319",2,"two","no",128,10,0.3377538,13
"1320",2,"two","no",128,9,0.3377538,11
"1321",2,"two","no",128,10,0.3377538,13
"1322",2,"two","no",128,9,0.3377538,11
"1323",2,"two","no",128,8,0.3377538,10
"1324",2,"two","no",128,7,0.3377538,9
"1325",2,"two","no",128,9,0.3377538,11
"1326",2,"two","no",128,11,0.3377538,14
"1327",2,"two","no",128,8,0.3377538,10
"1328",2,"two","no",128,9,0.3377538,11
"1329",2,"two","no",128,8,0.3377538,10
"1330",2,"two","no",128,7,0.3377538,9
"1331",2,"two","no",128,8,0.3377538,10
"1332",2,"two","no",128,8,0.3377538,10
"1333",2,"two","no",128,8,0.3377538,10
"1334",2,"two","no",128,11,0.3377538,14
"1335",2,"two","no",128,9,0.3377538,11
"1336",2,"two","no",128,9,0.3377538,11
"1337",2,"two","no",128,9,0.3377538,11
"1338",2,"two","no",128,9,0.3377538,11
"1339",2,"two","no",128,9,0.3377538,11
"1340",2,"two","no",128,10,0.3377538,13
"1341",2,"two","no",128,9,0.3377538,11
"1342",2,"two","no",128,9,0.3377538,11
"1343",2,"two","no",128,8,0.3377538,10
"1344",2,"two","no",128,8,0.3377538,10
"1345",2,"two","no",128,9,0.3377538,11
"1346",2,"two","no",128,9,0.3377538,11
"1347",2,"two","no",128,8,0.3377538,10
"1348",2,"two","no",128,8,0.3377538,10
"1349",2,"two","no",128,9,0.3377538,11
"1350",2,"two","no",128,8,0.3377538,10
"1351",2,"two","no",128,10,0.3377538,13
"1352",2,"two","no",128,7,0.3377538,9
"1353",2,"two","no",128,7,0.3377538,9
"1354",2,"two","no",128,9,0.3377538,11
"1355",2,"two","no",128,7,0.3377538,9
"1356",2,"two","no",128,10,0.3377538,13
"1357",2,"two","no",128,10,0.3377538,13
"1358",2,"two","no",128,5,0.3377538,6
"1359",2,"two","no",128,8,0.3377538,10
"1360",2,"two","no",128,8,0.3377538,10
"1361",2,"two","no",128,9,0.3377538,11
"1362",2,"two","no",128,10,0.3377538,13
"1363",2,"two","no",128,9,0.3377538,11
"1364",2,"two","no",128,8,0.3377538,10
"1365",2,"two","no",128,9,0.3377538,11
"1366",2,"two","no",128,9,0.3377538,11
"1367",2,"two","no",128,10,0.3377538,13
"1368",2,"two","no",128,9,0.3377538,11
"1369",2,"two","no",128,8,0.3377538,10
"1370",2,"two","no",128,9,0.3377538,11
"1371",2,"two","no",128,10,0.3377538,13
"1372",2,"two","no",128,8,0.3377538,10
"1373",2,"two","no",128,10,0.3377538,13
"1374",2,"two","no",128,8,0.3377538,10
"1375",2,"two","no",128,7,0.3377538,9
"1376",2,"two","no",128,8,0.3377538,10
"1377",2,"two","no",128,8,0.3377538,10
"1378",2,"two","no",128,10,0.3377538,13
"1379",2,"two","no",128,7,0.3377538,9
"1380",2,"two","no",128,8,0.3377538,10
"1381",2,"two","no",128,6,0.3377538,7
"1382",2,"two","no",128,9,0.3377538,11
"1383",2,"two","no",128,8,0.3377538,10
"1384",2,"two","no",128,8,0.3377538,10
"1385",2,"two","no",128,7,0.3377538,9
"1386",2,"two","no",128,8,0.3377538,10
"1387",2,"two","no",128,9,0.3377538,11
"1388",2,"two","no",128,8,0.3377538,10
"1389",2,"two","no",128,8,0.3377538,10
"1390",2,"two","no",128,8,0.3377538,10
"1391",2,"two","no",128,8,0.3377538,10
"1392",2,"two","no",128,7,0.3377538,9
"1393",2,"two","no",128,9,0.3377538,11
"1394",2,"two","no",128,8,0.3377538,10
"1395",2,"two","no",128,6,0.3377538,7
"1396",2,"two","no",128,11,0.3377538,14
"1397",2,"two","no",128,9,0.3377538,11
"1398",2,"two","no",128,6,0.3377538,7
"1399",2,"two","no",128,9,0.3377538,11
"1400",2,"two","no",128,9,0.3377538,11
"1401",3,"ten","yes",2,2,0.8915536,3
"1402",3,"ten","yes",2,2,0.8915536,3
"1403",3,"ten","yes",2,2,0.8915536,3
"1404",3,"ten","yes",2,2,0.8915536,3
"1405",3,"ten","yes",2,2,0.8915536,3
"1406",3,"ten","yes",2,2,0.8915536,3
"1407",3,"ten","yes",2,2,0.8915536,3
"1408",3,"ten","yes",2,2,0.8915536,3
"1409",3,"ten","yes",2,1,0.8915536,1
"1410",3,"ten","yes",2,2,0.8915536,3
"1411",3,"ten","yes",2,2,0.8915536,3
"1412",3,"ten","yes",2,2,0.8915536,3
"1413",3,"ten","yes",2,2,0.8915536,3
"1414",3,"ten","yes",2,2,0.8915536,3
"1415",3,"ten","yes",2,1,0.8915536,1
"1416",3,"ten","yes",2,2,0.8915536,3
"1417",3,"ten","yes",2,2,0.8915536,3
"1418",3,"ten","yes",2,2,0.8915536,3
"1419",3,"ten","yes",2,2,0.8915536,3
"1420",3,"ten","yes",2,2,0.8915536,3
"1421",3,"ten","yes",2,2,0.8915536,3
"1422",3,"ten","yes",2,2,0.8915536,3
"1423",3,"ten","yes",2,2,0.8915536,3
"1424",3,"ten","yes",2,2,0.8915536,3
"1425",3,"ten","yes",2,2,0.8915536,3
"1426",3,"ten","yes",2,2,0.8915536,3
"1427",3,"ten","yes",2,2,0.8915536,3
"1428",3,"ten","yes",2,2,0.8915536,3
"1429",3,"ten","yes",2,1,0.8915536,1
"1430",3,"ten","yes",2,2,0.8915536,3
"1431",3,"ten","yes",2,1,0.8915536,1
"1432",3,"ten","yes",2,2,0.8915536,3
"1433",3,"ten","yes",2,2,0.8915536,3
"1434",3,"ten","yes",2,2,0.8915536,3
"1435",3,"ten","yes",2,2,0.8915536,3
"1436",3,"ten","yes",2,2,0.8915536,3
"1437",3,"ten","yes",2,2,0.8915536,3
"1438",3,"ten","yes",2,2,0.8915536,3
"1439",3,"ten","yes",2,2,0.8915536,3
"1440",3,"ten","yes",2,2,0.8915536,3
"1441",3,"ten","yes",2,2,0.8915536,3
"1442",3,"ten","yes",2,1,0.8915536,1
"1443",3,"ten","yes",2,2,0.8915536,3
"1444",3,"ten","yes",2,2,0.8915536,3
"1445",3,"ten","yes",2,2,0.8915536,3
"1446",3,"ten","yes",2,2,0.8915536,3
"1447",3,"ten","yes",2,2,0.8915536,3
"1448",3,"ten","yes",2,2,0.8915536,3
"1449",3,"ten","yes",2,1,0.8915536,1
"1450",3,"ten","yes",2,2,0.8915536,3
"1451",3,"ten","yes",2,2,0.8915536,3
"1452",3,"ten","yes",2,2,0.8915536,3
"1453",3,"ten","yes",2,2,0.8915536,3
"1454",3,"ten","yes",2,2,0.8915536,3
"1455",3,"ten","yes",2,2,0.8915536,3
"1456",3,"ten","yes",2,2,0.8915536,3
"1457",3,"ten","yes",2,2,0.8915536,3
"1458",3,"ten","yes",2,2,0.8915536,3
"1459",3,"ten","yes",2,2,0.8915536,3
"1460",3,"ten","yes",2,2,0.8915536,3
"1461",3,"ten","yes",2,1,0.8915536,1
"1462",3,"ten","yes",2,2,0.8915536,3
"1463",3,"ten","yes",2,2,0.8915536,3
"1464",3,"ten","yes",2,2,0.8915536,3
"1465",3,"ten","yes",2,2,0.8915536,3
"1466",3,"ten","yes",2,2,0.8915536,3
"1467",3,"ten","yes",2,2,0.8915536,3
"1468",3,"ten","yes",2,2,0.8915536,3
"1469",3,"ten","yes",2,2,0.8915536,3
"1470",3,"ten","yes",2,2,0.8915536,3
"1471",3,"ten","yes",2,2,0.8915536,3
"1472",3,"ten","yes",2,2,0.8915536,3
"1473",3,"ten","yes",2,2,0.8915536,3
"1474",3,"ten","yes",2,1,0.8915536,1
"1475",3,"ten","yes",2,2,0.8915536,3
"1476",3,"ten","yes",2,2,0.8915536,3
"1477",3,"ten","yes",2,2,0.8915536,3
"1478",3,"ten","yes",2,2,0.8915536,3
"1479",3,"ten","yes",2,2,0.8915536,3
"1480",3,"ten","yes",2,1,0.8915536,1
"1481",3,"ten","yes",2,2,0.8915536,3
"1482",3,"ten","yes",2,2,0.8915536,3
"1483",3,"ten","yes",2,2,0.8915536,3
"1484",3,"ten","yes",2,1,0.8915536,1
"1485",3,"ten","yes",2,2,0.8915536,3
"1486",3,"ten","yes",2,2,0.8915536,3
"1487",3,"ten","yes",2,2,0.8915536,3
"1488",3,"ten","yes",2,2,0.8915536,3
"1489",3,"ten","yes",2,2,0.8915536,3
"1490",3,"ten","yes",2,2,0.8915536,3
"1491",3,"ten","yes",2,2,0.8915536,3
"1492",3,"ten","yes",2,2,0.8915536,3
"1493",3,"ten","yes",2,2,0.8915536,3
"1494",3,"ten","yes",2,2,0.8915536,3
"1495",3,"ten","yes",2,2,0.8915536,3
"1496",3,"ten","yes",2,2,0.8915536,3
"1497",3,"ten","yes",2,2,0.8915536,3
"1498",3,"ten","yes",2,2,0.8915536,3
"1499",3,"ten","yes",2,1,0.8915536,1
"1500",3,"ten","yes",2,2,0.8915536,3
"1501",3,"ten","yes",4,4,0.8915536,6
"1502",3,"ten","yes",4,4,0.8915536,6
"1503",3,"ten","yes",4,4,0.8915536,6
"1504",3,"ten","yes",4,4,0.8915536,6
"1505",3,"ten","yes",4,3,0.8915536,4
"1506",3,"ten","yes",4,3,0.8915536,4
"1507",3,"ten","yes",4,4,0.8915536,6
"1508",3,"ten","yes",4,3,0.8915536,4
"1509",3,"ten","yes",4,4,0.8915536,6
"1510",3,"ten","yes",4,3,0.8915536,4
"1511",3,"ten","yes",4,4,0.8915536,6
"1512",3,"ten","yes",4,4,0.8915536,6
"1513",3,"ten","yes",4,3,0.8915536,4
"1514",3,"ten","yes",4,4,0.8915536,6
"1515",3,"ten","yes",4,4,0.8915536,6
"1516",3,"ten","yes",4,3,0.8915536,4
"1517",3,"ten","yes",4,4,0.8915536,6
"1518",3,"ten","yes",4,2,0.8915536,3
"1519",3,"ten","yes",4,3,0.8915536,4
"1520",3,"ten","yes",4,4,0.8915536,6
"1521",3,"ten","yes",4,3,0.8915536,4
"1522",3,"ten","yes",4,3,0.8915536,4
"1523",3,"ten","yes",4,2,0.8915536,3
"1524",3,"ten","yes",4,4,0.8915536,6
"1525",3,"ten","yes",4,3,0.8915536,4
"1526",3,"ten","yes",4,3,0.8915536,4
"1527",3,"ten","yes",4,4,0.8915536,6
"1528",3,"ten","yes",4,4,0.8915536,6
"1529",3,"ten","yes",4,3,0.8915536,4
"1530",3,"ten","yes",4,2,0.8915536,3
"1531",3,"ten","yes",4,4,0.8915536,6
"1532",3,"ten","yes",4,4,0.8915536,6
"1533",3,"ten","yes",4,3,0.8915536,4
"1534",3,"ten","yes",4,4,0.8915536,6
"1535",3,"ten","yes",4,4,0.8915536,6
"1536",3,"ten","yes",4,4,0.8915536,6
"1537",3,"ten","yes",4,4,0.8915536,6
"1538",3,"ten","yes",4,3,0.8915536,4
"1539",3,"ten","yes",4,3,0.8915536,4
"1540",3,"ten","yes",4,2,0.8915536,3
"1541",3,"ten","yes",4,2,0.8915536,3
"1542",3,"ten","yes",4,3,0.8915536,4
"1543",3,"ten","yes",4,4,0.8915536,6
"1544",3,"ten","yes",4,3,0.8915536,4
"1545",3,"ten","yes",4,4,0.8915536,6
"1546",3,"ten","yes",4,3,0.8915536,4
"1547",3,"ten","yes",4,3,0.8915536,4
"1548",3,"ten","yes",4,4,0.8915536,6
"1549",3,"ten","yes",4,4,0.8915536,6
"1550",3,"ten","yes",4,4,0.8915536,6
"1551",3,"ten","yes",4,4,0.8915536,6
"1552",3,"ten","yes",4,4,0.8915536,6
"1553",3,"ten","yes",4,3,0.8915536,4
"1554",3,"ten","yes",4,3,0.8915536,4
"1555",3,"ten","yes",4,4,0.8915536,6
"1556",3,"ten","yes",4,3,0.8915536,4
"1557",3,"ten","yes",4,3,0.8915536,4
"1558",3,"ten","yes",4,3,0.8915536,4
"1559",3,"ten","yes",4,4,0.8915536,6
"1560",3,"ten","yes",4,4,0.8915536,6
"1561",3,"ten","yes",4,4,0.8915536,6
"1562",3,"ten","yes",4,3,0.8915536,4
"1563",3,"ten","yes",4,4,0.8915536,6
"1564",3,"ten","yes",4,4,0.8915536,6
"1565",3,"ten","yes",4,3,0.8915536,4
"1566",3,"ten","yes",4,3,0.8915536,4
"1567",3,"ten","yes",4,4,0.8915536,6
"1568",3,"ten","yes",4,4,0.8915536,6
"1569",3,"ten","yes",4,4,0.8915536,6
"1570",3,"ten","yes",4,4,0.8915536,6
"1571",3,"ten","yes",4,4,0.8915536,6
"1572",3,"ten","yes",4,4,0.8915536,6
"1573",3,"ten","yes",4,4,0.8915536,6
"1574",3,"ten","yes",4,3,0.8915536,4
"1575",3,"ten","yes",4,3,0.8915536,4
"1576",3,"ten","yes",4,2,0.8915536,3
"1577",3,"ten","yes",4,4,0.8915536,6
"1578",3,"ten","yes",4,3,0.8915536,4
"1579",3,"ten","yes",4,3,0.8915536,4
"1580",3,"ten","yes",4,3,0.8915536,4
"1581",3,"ten","yes",4,4,0.8915536,6
"1582",3,"ten","yes",4,3,0.8915536,4
"1583",3,"ten","yes",4,3,0.8915536,4
"1584",3,"ten","yes",4,4,0.8915536,6
"1585",3,"ten","yes",4,4,0.8915536,6
"1586",3,"ten","yes",4,3,0.8915536,4
"1587",3,"ten","yes",4,4,0.8915536,6
"1588",3,"ten","yes",4,3,0.8915536,4
"1589",3,"ten","yes",4,4,0.8915536,6
"1590",3,"ten","yes",4,3,0.8915536,4
"1591",3,"ten","yes",4,3,0.8915536,4
"1592",3,"ten","yes",4,4,0.8915536,6
"1593",3,"ten","yes",4,3,0.8915536,4
"1594",3,"ten","yes",4,3,0.8915536,4
"1595",3,"ten","yes",4,4,0.8915536,6
"1596",3,"ten","yes",4,2,0.8915536,3
"1597",3,"ten","yes",4,3,0.8915536,4
"1598",3,"ten","yes",4,4,0.8915536,6
"1599",3,"ten","yes",4,3,0.8915536,4
"1600",3,"ten","yes",4,4,0.8915536,6
"1601",3,"ten","yes",8,6,0.8915536,10
"1602",3,"ten","yes",8,4,0.8915536,6
"1603",3,"ten","yes",8,6,0.8915536,10
"1604",3,"ten","yes",8,5,0.8915536,8
"1605",3,"ten","yes",8,6,0.8915536,10
"1606",3,"ten","yes",8,5,0.8915536,8
"1607",3,"ten","yes",8,6,0.8915536,10
"1608",3,"ten","yes",8,6,0.8915536,10
"1609",3,"ten","yes",8,6,0.8915536,10
"1610",3,"ten","yes",8,5,0.8915536,8
"1611",3,"ten","yes",8,6,0.8915536,10
"1612",3,"ten","yes",8,7,0.8915536,12
"1613",3,"ten","yes",8,7,0.8915536,12
"1614",3,"ten","yes",8,5,0.8915536,8
"1615",3,"ten","yes",8,5,0.8915536,8
"1616",3,"ten","yes",8,6,0.8915536,10
"1617",3,"ten","yes",8,7,0.8915536,12
"1618",3,"ten","yes",8,7,0.8915536,12
"1619",3,"ten","yes",8,5,0.8915536,8
"1620",3,"ten","yes",8,7,0.8915536,12
"1621",3,"ten","yes",8,5,0.8915536,8
"1622",3,"ten","yes",8,6,0.8915536,10
"1623",3,"ten","yes",8,6,0.8915536,10
"1624",3,"ten","yes",8,6,0.8915536,10
"1625",3,"ten","yes",8,5,0.8915536,8
"1626",3,"ten","yes",8,7,0.8915536,12
"1627",3,"ten","yes",8,5,0.8915536,8
"1628",3,"ten","yes",8,6,0.8915536,10
"1629",3,"ten","yes",8,6,0.8915536,10
"1630",3,"ten","yes",8,6,0.8915536,10
"1631",3,"ten","yes",8,5,0.8915536,8
"1632",3,"ten","yes",8,6,0.8915536,10
"1633",3,"ten","yes",8,5,0.8915536,8
"1634",3,"ten","yes",8,6,0.8915536,10
"1635",3,"ten","yes",8,6,0.8915536,10
"1636",3,"ten","yes",8,5,0.8915536,8
"1637",3,"ten","yes",8,8,0.8915536,14
"1638",3,"ten","yes",8,6,0.8915536,10
"1639",3,"ten","yes",8,6,0.8915536,10
"1640",3,"ten","yes",8,5,0.8915536,8
"1641",3,"ten","yes",8,6,0.8915536,10
"1642",3,"ten","yes",8,6,0.8915536,10
"1643",3,"ten","yes",8,6,0.8915536,10
"1644",3,"ten","yes",8,5,0.8915536,8
"1645",3,"ten","yes",8,5,0.8915536,8
"1646",3,"ten","yes",8,5,0.8915536,8
"1647",3,"ten","yes",8,5,0.8915536,8
"1648",3,"ten","yes",8,5,0.8915536,8
"1649",3,"ten","yes",8,7,0.8915536,12
"1650",3,"ten","yes",8,4,0.8915536,6
"1651",3,"ten","yes",8,7,0.8915536,12
"1652",3,"ten","yes",8,4,0.8915536,6
"1653",3,"ten","yes",8,5,0.8915536,8
"1654",3,"ten","yes",8,6,0.8915536,10
"1655",3,"ten","yes",8,7,0.8915536,12
"1656",3,"ten","yes",8,6,0.8915536,10
"1657",3,"ten","yes",8,6,0.8915536,10
"1658",3,"ten","yes",8,6,0.8915536,10
"1659",3,"ten","yes",8,5,0.8915536,8
"1660",3,"ten","yes",8,5,0.8915536,8
"1661",3,"ten","yes",8,7,0.8915536,12
"1662",3,"ten","yes",8,6,0.8915536,10
"1663",3,"ten","yes",8,4,0.8915536,6
"1664",3,"ten","yes",8,4,0.8915536,6
"1665",3,"ten","yes",8,7,0.8915536,12
"1666",3,"ten","yes",8,4,0.8915536,6
"1667",3,"ten","yes",8,5,0.8915536,8
"1668",3,"ten","yes",8,6,0.8915536,10
"1669",3,"ten","yes",8,5,0.8915536,8
"1670",3,"ten","yes",8,6,0.8915536,10
"1671",3,"ten","yes",8,5,0.8915536,8
"1672",3,"ten","yes",8,8,0.8915536,14
"1673",3,"ten","yes",8,6,0.8915536,10
"1674",3,"ten","yes",8,5,0.8915536,8
"1675",3,"ten","yes",8,6,0.8915536,10
"1676",3,"ten","yes",8,7,0.8915536,12
"1677",3,"ten","yes",8,6,0.8915536,10
"1678",3,"ten","yes",8,5,0.8915536,8
"1679",3,"ten","yes",8,6,0.8915536,10
"1680",3,"ten","yes",8,5,0.8915536,8
"1681",3,"ten","yes",8,6,0.8915536,10
"1682",3,"ten","yes",8,7,0.8915536,12
"1683",3,"ten","yes",8,7,0.8915536,12
"1684",3,"ten","yes",8,6,0.8915536,10
"1685",3,"ten","yes",8,5,0.8915536,8
"1686",3,"ten","yes",8,7,0.8915536,12
"1687",3,"ten","yes",8,7,0.8915536,12
"1688",3,"ten","yes",8,5,0.8915536,8
"1689",3,"ten","yes",8,5,0.8915536,8
"1690",3,"ten","yes",8,7,0.8915536,12
"1691",3,"ten","yes",8,7,0.8915536,12
"1692",3,"ten","yes",8,6,0.8915536,10
"1693",3,"ten","yes",8,4,0.8915536,6
"1694",3,"ten","yes",8,6,0.8915536,10
"1695",3,"ten","yes",8,6,0.8915536,10
"1696",3,"ten","yes",8,6,0.8915536,10
"1697",3,"ten","yes",8,5,0.8915536,8
"1698",3,"ten","yes",8,6,0.8915536,10
"1699",3,"ten","yes",8,5,0.8915536,8
"1700",3,"ten","yes",8,6,0.8915536,10
"1701",3,"ten","yes",16,11,0.8915536,19
"1702",3,"ten","yes",16,8,0.8915536,14
"1703",3,"ten","yes",16,9,0.8915536,16
"1704",3,"ten","yes",16,10,0.8915536,18
"1705",3,"ten","yes",16,11,0.8915536,19
"1706",3,"ten","yes",16,9,0.8915536,16
"1707",3,"ten","yes",16,10,0.8915536,18
"1708",3,"ten","yes",16,6,0.8915536,10
"1709",3,"ten","yes",16,11,0.8915536,19
"1710",3,"ten","yes",16,9,0.8915536,16
"1711",3,"ten","yes",16,8,0.8915536,14
"1712",3,"ten","yes",16,9,0.8915536,16
"1713",3,"ten","yes",16,9,0.8915536,16
"1714",3,"ten","yes",16,10,0.8915536,18
"1715",3,"ten","yes",16,10,0.8915536,18
"1716",3,"ten","yes",16,9,0.8915536,16
"1717",3,"ten","yes",16,9,0.8915536,16
"1718",3,"ten","yes",16,8,0.8915536,14
"1719",3,"ten","yes",16,7,0.8915536,12
"1720",3,"ten","yes",16,9,0.8915536,16
"1721",3,"ten","yes",16,10,0.8915536,18
"1722",3,"ten","yes",16,9,0.8915536,16
"1723",3,"ten","yes",16,7,0.8915536,12
"1724",3,"ten","yes",16,6,0.8915536,10
"1725",3,"ten","yes",16,5,0.8915536,8
"1726",3,"ten","yes",16,9,0.8915536,16
"1727",3,"ten","yes",16,10,0.8915536,18
"1728",3,"ten","yes",16,7,0.8915536,12
"1729",3,"ten","yes",16,10,0.8915536,18
"1730",3,"ten","yes",16,7,0.8915536,12
"1731",3,"ten","yes",16,7,0.8915536,12
"1732",3,"ten","yes",16,7,0.8915536,12
"1733",3,"ten","yes",16,7,0.8915536,12
"1734",3,"ten","yes",16,6,0.8915536,10
"1735",3,"ten","yes",16,10,0.8915536,18
"1736",3,"ten","yes",16,8,0.8915536,14
"1737",3,"ten","yes",16,8,0.8915536,14
"1738",3,"ten","yes",16,12,0.8915536,21
"1739",3,"ten","yes",16,9,0.8915536,16
"1740",3,"ten","yes",16,10,0.8915536,18
"1741",3,"ten","yes",16,12,0.8915536,21
"1742",3,"ten","yes",16,8,0.8915536,14
"1743",3,"ten","yes",16,7,0.8915536,12
"1744",3,"ten","yes",16,7,0.8915536,12
"1745",3,"ten","yes",16,6,0.8915536,10
"1746",3,"ten","yes",16,9,0.8915536,16
"1747",3,"ten","yes",16,8,0.8915536,14
"1748",3,"ten","yes",16,9,0.8915536,16
"1749",3,"ten","yes",16,10,0.8915536,18
"1750",3,"ten","yes",16,9,0.8915536,16
"1751",3,"ten","yes",16,11,0.8915536,19
"1752",3,"ten","yes",16,9,0.8915536,16
"1753",3,"ten","yes",16,13,0.8915536,23
"1754",3,"ten","yes",16,9,0.8915536,16
"1755",3,"ten","yes",16,5,0.8915536,8
"1756",3,"ten","yes",16,7,0.8915536,12
"1757",3,"ten","yes",16,8,0.8915536,14
"1758",3,"ten","yes",16,9,0.8915536,16
"1759",3,"ten","yes",16,9,0.8915536,16
"1760",3,"ten","yes",16,7,0.8915536,12
"1761",3,"ten","yes",16,10,0.8915536,18
"1762",3,"ten","yes",16,9,0.8915536,16
"1763",3,"ten","yes",16,12,0.8915536,21
"1764",3,"ten","yes",16,9,0.8915536,16
"1765",3,"ten","yes",16,9,0.8915536,16
"1766",3,"ten","yes",16,11,0.8915536,19
"1767",3,"ten","yes",16,6,0.8915536,10
"1768",3,"ten","yes",16,8,0.8915536,14
"1769",3,"ten","yes",16,9,0.8915536,16
"1770",3,"ten","yes",16,10,0.8915536,18
"1771",3,"ten","yes",16,12,0.8915536,21
"1772",3,"ten","yes",16,9,0.8915536,16
"1773",3,"ten","yes",16,10,0.8915536,18
"1774",3,"ten","yes",16,8,0.8915536,14
"1775",3,"ten","yes",16,8,0.8915536,14
"1776",3,"ten","yes",16,8,0.8915536,14
"1777",3,"ten","yes",16,8,0.8915536,14
"1778",3,"ten","yes",16,9,0.8915536,16
"1779",3,"ten","yes",16,9,0.8915536,16
"1780",3,"ten","yes",16,12,0.8915536,21
"1781",3,"ten","yes",16,11,0.8915536,19
"1782",3,"ten","yes",16,10,0.8915536,18
"1783",3,"ten","yes",16,10,0.8915536,18
"1784",3,"ten","yes",16,8,0.8915536,14
"1785",3,"ten","yes",16,9,0.8915536,16
"1786",3,"ten","yes",16,10,0.8915536,18
"1787",3,"ten","yes",16,7,0.8915536,12
"1788",3,"ten","yes",16,9,0.8915536,16
"1789",3,"ten","yes",16,11,0.8915536,19
"1790",3,"ten","yes",16,9,0.8915536,16
"1791",3,"ten","yes",16,7,0.8915536,12
"1792",3,"ten","yes",16,10,0.8915536,18
"1793",3,"ten","yes",16,5,0.8915536,8
"1794",3,"ten","yes",16,9,0.8915536,16
"1795",3,"ten","yes",16,10,0.8915536,18
