"","Pop","Theta","Growth","samplingSize","n.haplotypes","hap.diversity","Max.Gamma.value"
"605",1,"two","yes",128,5,0.5504204,7
"606",1,"two","yes",128,6,0.5504204,8
"607",1,"two","yes",128,6,0.5504204,8
"608",1,"two","yes",128,6,0.5504204,8
"609",1,"two","yes",128,6,0.5504204,8
"610",1,"two","yes",128,6,0.5504204,8
"611",1,"two","yes",128,7,0.5504204,10
"612",1,"two","yes",128,7,0.5504204,10
"613",1,"two","yes",128,6,0.5504204,8
"614",1,"two","yes",128,7,0.5504204,10
"615",1,"two","yes",128,6,0.5504204,8
"616",1,"two","yes",128,5,0.5504204,7
"617",1,"two","yes",128,6,0.5504204,8
"618",1,"two","yes",128,7,0.5504204,10
"619",1,"two","yes",128,7,0.5504204,10
"620",1,"two","yes",128,7,0.5504204,10
"621",1,"two","yes",128,8,0.5504204,11
"622",1,"two","yes",128,7,0.5504204,10
"623",1,"two","yes",128,9,0.5504204,13
"624",1,"two","yes",128,6,0.5504204,8
"625",1,"two","yes",128,5,0.5504204,7
"626",1,"two","yes",128,6,0.5504204,8
"627",1,"two","yes",128,8,0.5504204,11
"628",1,"two","yes",128,6,0.5504204,8
"629",1,"two","yes",128,7,0.5504204,10
"630",1,"two","yes",128,7,0.5504204,10
"631",1,"two","yes",128,7,0.5504204,10
"632",1,"two","yes",128,7,0.5504204,10
"633",1,"two","yes",128,7,0.5504204,10
"634",1,"two","yes",128,6,0.5504204,8
"635",1,"two","yes",128,7,0.5504204,10
"636",1,"two","yes",128,8,0.5504204,11
"637",1,"two","yes",128,6,0.5504204,8
"638",1,"two","yes",128,7,0.5504204,10
"639",1,"two","yes",128,7,0.5504204,10
"640",1,"two","yes",128,5,0.5504204,7
"641",1,"two","yes",128,6,0.5504204,8
"642",1,"two","yes",128,7,0.5504204,10
"643",1,"two","yes",128,6,0.5504204,8
"644",1,"two","yes",128,6,0.5504204,8
"645",1,"two","yes",128,7,0.5504204,10
"646",1,"two","yes",128,6,0.5504204,8
"647",1,"two","yes",128,8,0.5504204,11
"648",1,"two","yes",128,5,0.5504204,7
"649",1,"two","yes",128,9,0.5504204,13
"650",1,"two","yes",128,7,0.5504204,10
"651",1,"two","yes",128,6,0.5504204,8
"652",1,"two","yes",128,6,0.5504204,8
"653",1,"two","yes",128,8,0.5504204,11
"654",1,"two","yes",128,6,0.5504204,8
"655",1,"two","yes",128,6,0.5504204,8
"656",1,"two","yes",128,6,0.5504204,8
"657",1,"two","yes",128,5,0.5504204,7
"658",1,"two","yes",128,7,0.5504204,10
"659",1,"two","yes",128,7,0.5504204,10
"660",1,"two","yes",128,7,0.5504204,10
"661",1,"two","yes",128,5,0.5504204,7
"662",1,"two","yes",128,6,0.5504204,8
"663",1,"two","yes",128,6,0.5504204,8
"664",1,"two","yes",128,9,0.5504204,13
"665",1,"two","yes",128,6,0.5504204,8
"666",1,"two","yes",128,7,0.5504204,10
"667",1,"two","yes",128,6,0.5504204,8
"668",1,"two","yes",128,8,0.5504204,11
"669",1,"two","yes",128,5,0.5504204,7
"670",1,"two","yes",128,8,0.5504204,11
"671",1,"two","yes",128,8,0.5504204,11
"672",1,"two","yes",128,7,0.5504204,10
"673",1,"two","yes",128,10,0.5504204,14
"674",1,"two","yes",128,7,0.5504204,10
"675",1,"two","yes",128,6,0.5504204,8
"676",1,"two","yes",128,6,0.5504204,8
"677",1,"two","yes",128,5,0.5504204,7
"678",1,"two","yes",128,8,0.5504204,11
"679",1,"two","yes",128,7,0.5504204,10
"680",1,"two","yes",128,9,0.5504204,13
"681",1,"two","yes",128,7,0.5504204,10
"682",1,"two","yes",128,7,0.5504204,10
"683",1,"two","yes",128,6,0.5504204,8
"684",1,"two","yes",128,6,0.5504204,8
"685",1,"two","yes",128,7,0.5504204,10
"686",1,"two","yes",128,5,0.5504204,7
"687",1,"two","yes",128,8,0.5504204,11
"688",1,"two","yes",128,8,0.5504204,11
"689",1,"two","yes",128,6,0.5504204,8
"690",1,"two","yes",128,6,0.5504204,8
"691",1,"two","yes",128,7,0.5504204,10
"692",1,"two","yes",128,7,0.5504204,10
"693",1,"two","yes",128,7,0.5504204,10
"694",1,"two","yes",128,7,0.5504204,10
"695",1,"two","yes",128,7,0.5504204,10
"696",1,"two","yes",128,6,0.5504204,8
"697",1,"two","yes",128,8,0.5504204,11
"698",1,"two","yes",128,8,0.5504204,11
"699",1,"two","yes",128,8,0.5504204,11
"700",1,"two","yes",128,7,0.5504204,10
"701",2,"two","no",2,2,0.3377538,2
"702",2,"two","no",2,1,0.3377538,1
"703",2,"two","no",2,1,0.3377538,1
"704",2,"two","no",2,1,0.3377538,1
"705",2,"two","no",2,1,0.3377538,1
"706",2,"two","no",2,1,0.3377538,1
"707",2,"two","no",2,1,0.3377538,1
"708",2,"two","no",2,1,0.3377538,1
"709",2,"two","no",2,1,0.3377538,1
"710",2,"two","no",2,1,0.3377538,1
"711",2,"two","no",2,1,0.3377538,1
"712",2,"two","no",2,1,0.3377538,1
"713",2,"two","no",2,1,0.3377538,1
"714",2,"two","no",2,2,0.3377538,2
"715",2,"two","no",2,1,0.3377538,1
"716",2,"two","no",2,1,0.3377538,1
"717",2,"two","no",2,1,0.3377538,1
"718",2,"two","no",2,1,0.3377538,1
"719",2,"two","no",2,1,0.3377538,1
"720",2,"two","no",2,2,0.3377538,2
"721",2,"two","no",2,1,0.3377538,1
"722",2,"two","no",2,1,0.3377538,1
"723",2,"two","no",2,1,0.3377538,1
"724",2,"two","no",2,1,0.3377538,1
"725",2,"two","no",2,1,0.3377538,1
"726",2,"two","no",2,2,0.3377538,2
"727",2,"two","no",2,2,0.3377538,2
"728",2,"two","no",2,1,0.3377538,1
"729",2,"two","no",2,1,0.3377538,1
"730",2,"two","no",2,1,0.3377538,1
"731",2,"two","no",2,2,0.3377538,2
"732",2,"two","no",2,1,0.3377538,1
"733",2,"two","no",2,1,0.3377538,1
"734",2,"two","no",2,1,0.3377538,1
"735",2,"two","no",2,2,0.3377538,2
"736",2,"two","no",2,1,0.3377538,1
"737",2,"two","no",2,2,0.3377538,2
"738",2,"two","no",2,2,0.3377538,2
"739",2,"two","no",2,2,0.3377538,2
"740",2,"two","no",2,1,0.3377538,1
"741",2,"two","no",2,1,0.3377538,1
"742",2,"two","no",2,2,0.3377538,2
"743",2,"two","no",2,2,0.3377538,2
"744",2,"two","no",2,1,0.3377538,1
"745",2,"two","no",2,1,0.3377538,1
"746",2,"two","no",2,1,0.3377538,1
"747",2,"two","no",2,1,0.3377538,1
"748",2,"two","no",2,1,0.3377538,1
"749",2,"two","no",2,1,0.3377538,1
"750",2,"two","no",2,1,0.3377538,1
"751",2,"two","no",2,1,0.3377538,1
"752",2,"two","no",2,1,0.3377538,1
"753",2,"two","no",2,1,0.3377538,1
"754",2,"two","no",2,1,0.3377538,1
"755",2,"two","no",2,1,0.3377538,1
"756",2,"two","no",2,1,0.3377538,1
"757",2,"two","no",2,1,0.3377538,1
"758",2,"two","no",2,1,0.3377538,1
"759",2,"two","no",2,2,0.3377538,2
"760",2,"two","no",2,1,0.3377538,1
"761",2,"two","no",2,2,0.3377538,2
"762",2,"two","no",2,1,0.3377538,1
"763",2,"two","no",2,1,0.3377538,1
"764",2,"two","no",2,1,0.3377538,1
"765",2,"two","no",2,2,0.3377538,2
"766",2,"two","no",2,2,0.3377538,2
"767",2,"two","no",2,1,0.3377538,1
"768",2,"two","no",2,1,0.3377538,1
"769",2,"two","no",2,1,0.3377538,1
"770",2,"two","no",2,1,0.3377538,1
"771",2,"two","no",2,1,0.3377538,1
"772",2,"two","no",2,2,0.3377538,2
"773",2,"two","no",2,1,0.3377538,1
"774",2,"two","no",2,1,0.3377538,1
"775",2,"two","no",2,2,0.3377538,2
"776",2,"two","no",2,1,0.3377538,1
"777",2,"two","no",2,2,0.3377538,2
"778",2,"two","no",2,1,0.3377538,1
"779",2,"two","no",2,2,0.3377538,2
"780",2,"two","no",2,1,0.3377538,1
"781",2,"two","no",2,1,0.3377538,1
"782",2,"two","no",2,1,0.3377538,1
"783",2,"two","no",2,1,0.3377538,1
"784",2,"two","no",2,1,0.3377538,1
"785",2,"two","no",2,1,0.3377538,1
"786",2,"two","no",2,1,0.3377538,1
"787",2,"two","no",2,2,0.3377538,2
"788",2,"two","no",2,1,0.3377538,1
"789",2,"two","no",2,2,0.3377538,2
"790",2,"two","no",2,1,0.3377538,1
"791",2,"two","no",2,1,0.3377538,1
"792",2,"two","no",2,1,0.3377538,1
"793",2,"two","no",2,1,0.3377538,1
"794",2,"two","no",2,1,0.3377538,1
"795",2,"two","no",2,1,0.3377538,1
"796",2,"two","no",2,2,0.3377538,2
"797",2,"two","no",2,1,0.3377538,1
"798",2,"two","no",2,1,0.3377538,1
"799",2,"two","no",2,2,0.3377538,2
"800",2,"two","no",2,1,0.3377538,1
"801",2,"two","no",4,2,0.3377538,2
"802",2,"two","no",4,1,0.3377538,1
"803",2,"two","no",4,2,0.3377538,2
"804",2,"two","no",4,1,0.3377538,1
"805",2,"two","no",4,2,0.3377538,2
"806",2,"two","no",4,1,0.3377538,1
"807",2,"two","no",4,2,0.3377538,2
"808",2,"two","no",4,2,0.3377538,2
"809",2,"two","no",4,2,0.3377538,2
"810",2,"two","no",4,3,0.3377538,3
"811",2,"two","no",4,2,0.3377538,2
"812",2,"two","no",4,1,0.3377538,1
"813",2,"two","no",4,4,0.3377538,5
"814",2,"two","no",4,3,0.3377538,3
"815",2,"two","no",4,1,0.3377538,1
"816",2,"two","no",4,2,0.3377538,2
"817",2,"two","no",4,1,0.3377538,1
"818",2,"two","no",4,1,0.3377538,1
"819",2,"two","no",4,1,0.3377538,1
"820",2,"two","no",4,1,0.3377538,1
"821",2,"two","no",4,1,0.3377538,1
"822",2,"two","no",4,2,0.3377538,2
"823",2,"two","no",4,1,0.3377538,1
"824",2,"two","no",4,1,0.3377538,1
"825",2,"two","no",4,2,0.3377538,2
"826",2,"two","no",4,2,0.3377538,2
"827",2,"two","no",4,1,0.3377538,1
"828",2,"two","no",4,2,0.3377538,2
"829",2,"two","no",4,2,0.3377538,2
"830",2,"two","no",4,2,0.3377538,2
"831",2,"two","no",4,1,0.3377538,1
"832",2,"two","no",4,2,0.3377538,2
"833",2,"two","no",4,2,0.3377538,2
"834",2,"two","no",4,2,0.3377538,2
"835",2,"two","no",4,1,0.3377538,1
"836",2,"two","no",4,1,0.3377538,1
"837",2,"two","no",4,1,0.3377538,1
"838",2,"two","no",4,3,0.3377538,3
"839",2,"two","no",4,2,0.3377538,2
"840",2,"two","no",4,2,0.3377538,2
"841",2,"two","no",4,1,0.3377538,1
"842",2,"two","no",4,2,0.3377538,2
"843",2,"two","no",4,3,0.3377538,3
"844",2,"two","no",4,1,0.3377538,1
"845",2,"two","no",4,4,0.3377538,5
"846",2,"two","no",4,2,0.3377538,2
"847",2,"two","no",4,2,0.3377538,2
"848",2,"two","no",4,2,0.3377538,2
"849",2,"two","no",4,1,0.3377538,1
"850",2,"two","no",4,1,0.3377538,1
"851",2,"two","no",4,2,0.3377538,2
"852",2,"two","no",4,1,0.3377538,1
"853",2,"two","no",4,1,0.3377538,1
"854",2,"two","no",4,1,0.3377538,1
"855",2,"two","no",4,1,0.3377538,1
"856",2,"two","no",4,3,0.3377538,3
"857",2,"two","no",4,2,0.3377538,2
"858",2,"two","no",4,1,0.3377538,1
"859",2,"two","no",4,3,0.3377538,3
"860",2,"two","no",4,2,0.3377538,2
"861",2,"two","no",4,1,0.3377538,1
"862",2,"two","no",4,1,0.3377538,1
"863",2,"two","no",4,3,0.3377538,3
"864",2,"two","no",4,2,0.3377538,2
"865",2,"two","no",4,2,0.3377538,2
"866",2,"two","no",4,1,0.3377538,1
"867",2,"two","no",4,1,0.3377538,1
"868",2,"two","no",4,2,0.3377538,2
"869",2,"two","no",4,1,0.3377538,1
"870",2,"two","no",4,2,0.3377538,2
"871",2,"two","no",4,3,0.3377538,3
"872",2,"two","no",4,2,0.3377538,2
"873",2,"two","no",4,2,0.3377538,2
"874",2,"two","no",4,2,0.3377538,2
"875",2,"two","no",4,1,0.3377538,1
"876",2,"two","no",4,2,0.3377538,2
"877",2,"two","no",4,2,0.3377538,2
"878",2,"two","no",4,1,0.3377538,1
"879",2,"two","no",4,3,0.3377538,3
"880",2,"two","no",4,3,0.3377538,3
"881",2,"two","no",4,1,0.3377538,1
"882",2,"two","no",4,3,0.3377538,3
"883",2,"two","no",4,1,0.3377538,1
"884",2,"two","no",4,2,0.3377538,2
"885",2,"two","no",4,1,0.3377538,1
"886",2,"two","no",4,2,0.3377538,2
"887",2,"two","no",4,1,0.3377538,1
"888",2,"two","no",4,3,0.3377538,3
"889",2,"two","no",4,1,0.3377538,1
"890",2,"two","no",4,1,0.3377538,1
"891",2,"two","no",4,2,0.3377538,2
"892",2,"two","no",4,2,0.3377538,2
"893",2,"two","no",4,1,0.3377538,1
"894",2,"two","no",4,1,0.3377538,1
"895",2,"two","no",4,3,0.3377538,3
"896",2,"two","no",4,1,0.3377538,1
"897",2,"two","no",4,1,0.3377538,1
"898",2,"two","no",4,2,0.3377538,2
"899",2,"two","no",4,3,0.3377538,3
"900",2,"two","no",4,1,0.3377538,1
"901",2,"two","no",8,1,0.3377538,1
"902",2,"two","no",8,3,0.3377538,3
"903",2,"two","no",8,3,0.3377538,3
"904",2,"two","no",8,2,0.3377538,2
"905",2,"two","no",8,3,0.3377538,3
"906",2,"two","no",8,3,0.3377538,3
"907",2,"two","no",8,1,0.3377538,1
"908",2,"two","no",8,2,0.3377538,2
"909",2,"two","no",8,5,0.3377538,6
"910",2,"two","no",8,1,0.3377538,1
"911",2,"two","no",8,4,0.3377538,5
"912",2,"two","no",8,2,0.3377538,2
"913",2,"two","no",8,3,0.3377538,3
"914",2,"two","no",8,2,0.3377538,2
"915",2,"two","no",8,2,0.3377538,2
"916",2,"two","no",8,3,0.3377538,3
"917",2,"two","no",8,3,0.3377538,3
"918",2,"two","no",8,3,0.3377538,3
"919",2,"two","no",8,2,0.3377538,2
"920",2,"two","no",8,1,0.3377538,1
"921",2,"two","no",8,2,0.3377538,2
"922",2,"two","no",8,3,0.3377538,3
"923",2,"two","no",8,1,0.3377538,1
"924",2,"two","no",8,2,0.3377538,2
"925",2,"two","no",8,2,0.3377538,2
"926",2,"two","no",8,2,0.3377538,2
"927",2,"two","no",8,3,0.3377538,3
"928",2,"two","no",8,2,0.3377538,2
"929",2,"two","no",8,3,0.3377538,3
"930",2,"two","no",8,2,0.3377538,2
"931",2,"two","no",8,2,0.3377538,2
"932",2,"two","no",8,2,0.3377538,2
"933",2,"two","no",8,2,0.3377538,2
"934",2,"two","no",8,2,0.3377538,2
"935",2,"two","no",8,2,0.3377538,2
"936",2,"two","no",8,2,0.3377538,2
"937",2,"two","no",8,3,0.3377538,3
"938",2,"two","no",8,1,0.3377538,1
"939",2,"two","no",8,2,0.3377538,2
"940",2,"two","no",8,3,0.3377538,3
"941",2,"two","no",8,2,0.3377538,2
"942",2,"two","no",8,4,0.3377538,5
"943",2,"two","no",8,3,0.3377538,3
"944",2,"two","no",8,4,0.3377538,5
"945",2,"two","no",8,2,0.3377538,2
"946",2,"two","no",8,2,0.3377538,2
"947",2,"two","no",8,3,0.3377538,3
"948",2,"two","no",8,4,0.3377538,5
"949",2,"two","no",8,2,0.3377538,2
"950",2,"two","no",8,3,0.3377538,3
"951",2,"two","no",8,2,0.3377538,2
"952",2,"two","no",8,2,0.3377538,2
"953",2,"two","no",8,2,0.3377538,2
"954",2,"two","no",8,2,0.3377538,2
"955",2,"two","no",8,4,0.3377538,5
"956",2,"two","no",8,1,0.3377538,1
"957",2,"two","no",8,2,0.3377538,2
"958",2,"two","no",8,2,0.3377538,2
"959",2,"two","no",8,1,0.3377538,1
"960",2,"two","no",8,2,0.3377538,2
"961",2,"two","no",8,2,0.3377538,2
"962",2,"two","no",8,3,0.3377538,3
"963",2,"two","no",8,1,0.3377538,1
"964",2,"two","no",8,3,0.3377538,3
"965",2,"two","no",8,2,0.3377538,2
"966",2,"two","no",8,2,0.3377538,2
"967",2,"two","no",8,2,0.3377538,2
"968",2,"two","no",8,3,0.3377538,3
"969",2,"two","no",8,2,0.3377538,2
"970",2,"two","no",8,3,0.3377538,3
"971",2,"two","no",8,1,0.3377538,1
"972",2,"two","no",8,3,0.3377538,3
"973",2,"two","no",8,3,0.3377538,3
"974",2,"two","no",8,2,0.3377538,2
"975",2,"two","no",8,2,0.3377538,2
"976",2,"two","no",8,1,0.3377538,1
"977",2,"two","no",8,3,0.3377538,3
"978",2,"two","no",8,2,0.3377538,2
"979",2,"two","no",8,2,0.3377538,2
"980",2,"two","no",8,2,0.3377538,2
"981",2,"two","no",8,4,0.3377538,5
"982",2,"two","no",8,2,0.3377538,2
"983",2,"two","no",8,1,0.3377538,1
"984",2,"two","no",8,3,0.3377538,3
"985",2,"two","no",8,3,0.3377538,3
"986",2,"two","no",8,2,0.3377538,2
"987",2,"two","no",8,4,0.3377538,5
"988",2,"two","no",8,3,0.3377538,3
"989",2,"two","no",8,1,0.3377538,1
"990",2,"two","no",8,3,0.3377538,3
"991",2,"two","no",8,2,0.3377538,2
"992",2,"two","no",8,3,0.3377538,3
"993",2,"two","no",8,2,0.3377538,2
"994",2,"two","no",8,3,0.3377538,3
"995",2,"two","no",8,2,0.3377538,2
"996",2,"two","no",8,3,0.3377538,3
"997",2,"two","no",8,3,0.3377538,3
"998",2,"two","no",8,2,0.3377538,2
"999",2,"two","no",8,2,0.3377538,2
"1000",2,"two","no",8,1,0.3377538,1
"1001",2,"two","no",16,3,0.3377538,3
"1002",2,"two","no",16,4,0.3377538,5
"1003",2,"two","no",16,4,0.3377538,5
"1004",2,"two","no",16,4,0.3377538,5
"1005",2,"two","no",16,3,0.3377538,3
"1006",2,"two","no",16,4,0.3377538,5
"1007",2,"two","no",16,3,0.3377538,3
"1008",2,"two","no",16,5,0.3377538,6
"1009",2,"two","no",16,2,0.3377538,2
"1010",2,"two","no",16,4,0.3377538,5
"1011",2,"two","no",16,4,0.3377538,5
"1012",2,"two","no",16,4,0.3377538,5
"1013",2,"two","no",16,3,0.3377538,3
"1014",2,"two","no",16,3,0.3377538,3
"1015",2,"two","no",16,2,0.3377538,2
"1016",2,"two","no",16,3,0.3377538,3
"1017",2,"two","no",16,2,0.3377538,2
"1018",2,"two","no",16,3,0.3377538,3
"1019",2,"two","no",16,1,0.3377538,1
"1020",2,"two","no",16,3,0.3377538,3
"1021",2,"two","no",16,3,0.3377538,3
"1022",2,"two","no",16,2,0.3377538,2
"1023",2,"two","no",16,3,0.3377538,3
"1024",2,"two","no",16,3,0.3377538,3
"1025",2,"two","no",16,1,0.3377538,1
"1026",2,"two","no",16,3,0.3377538,3
"1027",2,"two","no",16,4,0.3377538,5
"1028",2,"two","no",16,2,0.3377538,2
"1029",2,"two","no",16,2,0.3377538,2
"1030",2,"two","no",16,3,0.3377538,3
"1031",2,"two","no",16,3,0.3377538,3
"1032",2,"two","no",16,6,0.3377538,7
"1033",2,"two","no",16,3,0.3377538,3
"1034",2,"two","no",16,2,0.3377538,2
"1035",2,"two","no",16,4,0.3377538,5
"1036",2,"two","no",16,2,0.3377538,2
"1037",2,"two","no",16,3,0.3377538,3
"1038",2,"two","no",16,4,0.3377538,5
"1039",2,"two","no",16,4,0.3377538,5
"1040",2,"two","no",16,5,0.3377538,6
"1041",2,"two","no",16,2,0.3377538,2
"1042",2,"two","no",16,5,0.3377538,6
"1043",2,"two","no",16,3,0.3377538,3
"1044",2,"two","no",16,6,0.3377538,7
"1045",2,"two","no",16,2,0.3377538,2
"1046",2,"two","no",16,3,0.3377538,3
"1047",2,"two","no",16,3,0.3377538,3
"1048",2,"two","no",16,3,0.3377538,3
"1049",2,"two","no",16,4,0.3377538,5
"1050",2,"two","no",16,2,0.3377538,2
"1051",2,"two","no",16,2,0.3377538,2
"1052",2,"two","no",16,2,0.3377538,2
"1053",2,"two","no",16,3,0.3377538,3
"1054",2,"two","no",16,3,0.3377538,3
"1055",2,"two","no",16,2,0.3377538,2
"1056",2,"two","no",16,3,0.3377538,3
"1057",2,"two","no",16,1,0.3377538,1
"1058",2,"two","no",16,3,0.3377538,3
"1059",2,"two","no",16,2,0.3377538,2
"1060",2,"two","no",16,3,0.3377538,3
"1061",2,"two","no",16,3,0.3377538,3
"1062",2,"two","no",16,3,0.3377538,3
"1063",2,"two","no",16,4,0.3377538,5
"1064",2,"two","no",16,4,0.3377538,5
"1065",2,"two","no",16,2,0.3377538,2
"1066",2,"two","no",16,2,0.3377538,2
"1067",2,"two","no",16,2,0.3377538,2
"1068",2,"two","no",16,4,0.3377538,5
"1069",2,"two","no",16,3,0.3377538,3
"1070",2,"two","no",16,4,0.3377538,5
"1071",2,"two","no",16,3,0.3377538,3
"1072",2,"two","no",16,4,0.3377538,5
"1073",2,"two","no",16,5,0.3377538,6
"1074",2,"two","no",16,3,0.3377538,3
"1075",2,"two","no",16,4,0.3377538,5
"1076",2,"two","no",16,1,0.3377538,1
"1077",2,"two","no",16,2,0.3377538,2
"1078",2,"two","no",16,4,0.3377538,5
"1079",2,"two","no",16,2,0.3377538,2
"1080",2,"two","no",16,5,0.3377538,6
"1081",2,"two","no",16,2,0.3377538,2
"1082",2,"two","no",16,2,0.3377538,2
"1083",2,"two","no",16,4,0.3377538,5
"1084",2,"two","no",16,2,0.3377538,2
"1085",2,"two","no",16,4,0.3377538,5
"1086",2,"two","no",16,4,0.3377538,5
"1087",2,"two","no",16,2,0.3377538,2
"1088",2,"two","no",16,2,0.3377538,2
"1089",2,"two","no",16,2,0.3377538,2
"1090",2,"two","no",16,3,0.3377538,3
"1091",2,"two","no",16,3,0.3377538,3
"1092",2,"two","no",16,4,0.3377538,5
"1093",2,"two","no",16,3,0.3377538,3
"1094",2,"two","no",16,6,0.3377538,7
"1095",2,"two","no",16,3,0.3377538,3
"1096",2,"two","no",16,5,0.3377538,6
"1097",2,"two","no",16,4,0.3377538,5
"1098",2,"two","no",16,4,0.3377538,5
"1099",2,"two","no",16,2,0.3377538,2
"1100",2,"two","no",16,4,0.3377538,5
"1101",2,"two","no",32,4,0.3377538,5
"1102",2,"two","no",32,3,0.3377538,3
"1103",2,"two","no",32,5,0.3377538,6
"1104",2,"two","no",32,3,0.3377538,3
"1105",2,"two","no",32,4,0.3377538,5
"1106",2,"two","no",32,5,0.3377538,6
"1107",2,"two","no",32,3,0.3377538,3
"1108",2,"two","no",32,3,0.3377538,3
"1109",2,"two","no",32,5,0.3377538,6
"1110",2,"two","no",32,3,0.3377538,3
"1111",2,"two","no",32,7,0.3377538,9
"1112",2,"two","no",32,2,0.3377538,2
"1113",2,"two","no",32,5,0.3377538,6
"1114",2,"two","no",32,5,0.3377538,6
"1115",2,"two","no",32,6,0.3377538,7
"1116",2,"two","no",32,3,0.3377538,3
"1117",2,"two","no",32,4,0.3377538,5
"1118",2,"two","no",32,6,0.3377538,7
"1119",2,"two","no",32,5,0.3377538,6
"1120",2,"two","no",32,3,0.3377538,3
"1121",2,"two","no",32,5,0.3377538,6
"1122",2,"two","no",32,4,0.3377538,5
"1123",2,"two","no",32,5,0.3377538,6
"1124",2,"two","no",32,4,0.3377538,5
"1125",2,"two","no",32,7,0.3377538,9
"1126",2,"two","no",32,4,0.3377538,5
"1127",2,"two","no",32,5,0.3377538,6
"1128",2,"two","no",32,4,0.3377538,5
"1129",2,"two","no",32,7,0.3377538,9
"1130",2,"two","no",32,3,0.3377538,3
"1131",2,"two","no",32,5,0.3377538,6
"1132",2,"two","no",32,3,0.3377538,3
"1133",2,"two","no",32,4,0.3377538,5
"1134",2,"two","no",32,5,0.3377538,6
"1135",2,"two","no",32,5,0.3377538,6
"1136",2,"two","no",32,7,0.3377538,9
"1137",2,"two","no",32,5,0.3377538,6
"1138",2,"two","no",32,4,0.3377538,5
"1139",2,"two","no",32,6,0.3377538,7
"1140",2,"two","no",32,4,0.3377538,5
"1141",2,"two","no",32,6,0.3377538,7
"1142",2,"two","no",32,5,0.3377538,6
"1143",2,"two","no",32,3,0.3377538,3
"1144",2,"two","no",32,4,0.3377538,5
"1145",2,"two","no",32,5,0.3377538,6
"1146",2,"two","no",32,6,0.3377538,7
"1147",2,"two","no",32,6,0.3377538,7
"1148",2,"two","no",32,5,0.3377538,6
"1149",2,"two","no",32,2,0.3377538,2
"1150",2,"two","no",32,6,0.3377538,7
"1151",2,"two","no",32,5,0.3377538,6
"1152",2,"two","no",32,6,0.3377538,7
"1153",2,"two","no",32,4,0.3377538,5
"1154",2,"two","no",32,5,0.3377538,6
"1155",2,"two","no",32,5,0.3377538,6
"1156",2,"two","no",32,3,0.3377538,3
"1157",2,"two","no",32,4,0.3377538,5
"1158",2,"two","no",32,5,0.3377538,6
"1159",2,"two","no",32,7,0.3377538,9
"1160",2,"two","no",32,4,0.3377538,5
"1161",2,"two","no",32,6,0.3377538,7
"1162",2,"two","no",32,4,0.3377538,5
"1163",2,"two","no",32,5,0.3377538,6
"1164",2,"two","no",32,6,0.3377538,7
"1165",2,"two","no",32,6,0.3377538,7
"1166",2,"two","no",32,4,0.3377538,5
"1167",2,"two","no",32,5,0.3377538,6
"1168",2,"two","no",32,5,0.3377538,6
"1169",2,"two","no",32,4,0.3377538,5
"1170",2,"two","no",32,5,0.3377538,6
"1171",2,"two","no",32,5,0.3377538,6
"1172",2,"two","no",32,6,0.3377538,7
"1173",2,"two","no",32,4,0.3377538,5
"1174",2,"two","no",32,5,0.3377538,6
"1175",2,"two","no",32,4,0.3377538,5
"1176",2,"two","no",32,5,0.3377538,6
"1177",2,"two","no",32,4,0.3377538,5
"1178",2,"two","no",32,3,0.3377538,3
"1179",2,"two","no",32,6,0.3377538,7
"1180",2,"two","no",32,6,0.3377538,7
"1181",2,"two","no",32,3,0.3377538,3
"1182",2,"two","no",32,4,0.3377538,5
"1183",2,"two","no",32,4,0.3377538,5
"1184",2,"two","no",32,4,0.3377538,5
"1185",2,"two","no",32,5,0.3377538,6
"1186",2,"two","no",32,5,0.3377538,6
"1187",2,"two","no",32,3,0.3377538,3
"1188",2,"two","no",32,5,0.3377538,6
"1189",2,"two","no",32,7,0.3377538,9
"1190",2,"two","no",32,4,0.3377538,5
"1191",2,"two","no",32,6,0.3377538,7
"1192",2,"two","no",32,5,0.3377538,6
"1193",2,"two","no",32,3,0.3377538,3
"1194",2,"two","no",32,3,0.3377538,3
"1195",2,"two","no",32,5,0.3377538,6
"1196",2,"two","no",32,5,0.3377538,6
"1197",2,"two","no",32,5,0.3377538,6
"1198",2,"two","no",32,5,0.3377538,6
"1199",2,"two","no",32,4,0.3377538,5
"1200",2,"two","no",32,5,0.3377538,6
"1201",2,"two","no",64,7,0.3377538,9
"1202",2,"two","no",64,7,0.3377538,9
"1203",2,"two","no",64,7,0.3377538,9
"1204",2,"two","no",64,8,0.3377538,10
"1205",2,"two","no",64,5,0.3377538,6
"1206",2,"two","no",64,5,0.3377538,6
"1207",2,"two","no",64,7,0.3377538,9
"1208",2,"two","no",64,8,0.3377538,10
"1209",2,"two","no",64,6,0.3377538,7
"1210",2,"two","no",64,6,0.3377538,7
"1211",2,"two","no",64,7,0.3377538,9
"1212",2,"two","no",64,9,0.3377538,11
"1213",2,"two","no",64,8,0.3377538,10
"1214",2,"two","no",64,8,0.3377538,10
"1215",2,"two","no",64,8,0.3377538,10
"1216",2,"two","no",64,7,0.3377538,9
"1217",2,"two","no",64,6,0.3377538,7
"1218",2,"two","no",64,8,0.3377538,10
"1219",2,"two","no",64,7,0.3377538,9
"1220",2,"two","no",64,6,0.3377538,7
"1221",2,"two","no",64,10,0.3377538,13
"1222",2,"two","no",64,7,0.3377538,9
"1223",2,"two","no",64,8,0.3377538,10
