Theta,n,segSites,prob
ten,12,112,2.31E-05
ten,13,112,2.52E-05
ten,14,112,2.73E-05
ten,15,112,2.94E-05
ten,16,112,3.15E-05
ten,17,112,3.36E-05
ten,18,112,3.57E-05
ten,19,112,3.78E-05
ten,20,112,3.99E-05
ten,21,112,4.20E-05
ten,22,112,4.41E-05
ten,23,112,4.62E-05
ten,24,112,4.83E-05
ten,25,112,5.04E-05
ten,26,112,5.25E-05
ten,27,112,5.46E-05
ten,28,112,5.67E-05
ten,29,112,5.88E-05
ten,30,112,6.09E-05
ten,31,112,6.30E-05
ten,32,112,6.51E-05
ten,33,112,6.72E-05
twenty,1,112,0
twenty,2,112,0.000201641
twenty,3,112,0.00040118
twenty,4,112,0.000598638
twenty,5,112,0.000794036
twenty,6,112,0.000987393
twenty,7,112,0.001178729
twenty,8,112,0.001368066
twenty,9,112,0.001555421
twenty,10,112,0.001740815
twenty,11,112,0.001924268
twenty,12,112,0.002105797
twenty,13,112,0.002285422
twenty,14,112,0.002463161
twenty,15,112,0.002639033
twenty,16,112,0.002813057
twenty,17,112,0.002985249
twenty,18,112,0.003155629
twenty,19,112,0.003324213
twenty,20,112,0.003491019
twenty,21,112,0.003656064
twenty,22,112,0.003819366
twenty,23,112,0.003980941
twenty,24,112,0.004140807
twenty,25,112,0.004298979
twenty,26,112,0.004455474
twenty,27,112,0.004610308
twenty,28,112,0.004763498
twenty,29,112,0.004915058
twenty,30,112,0.005065006
twenty,31,112,0.005213356
twenty,32,112,0.005360124
twenty,33,112,0.005505325
two,1,113,0
two,2,113,4.21E-21
two,3,113,8.43E-21
two,4,113,1.26E-20
two,5,113,1.69E-20
two,6,113,2.11E-20
two,7,113,2.53E-20
two,8,113,2.95E-20
two,9,113,3.37E-20
two,10,113,3.79E-20
two,11,113,4.21E-20
two,12,113,4.63E-20
two,13,113,5.06E-20
two,14,113,5.48E-20
two,15,113,5.90E-20
two,16,113,6.32E-20
two,17,113,6.74E-20
two,18,113,7.16E-20
two,19,113,7.58E-20
two,20,113,8.00E-20
two,21,113,8.43E-20
two,22,113,8.85E-20
two,23,113,9.27E-20
two,24,113,9.69E-20
two,25,113,1.01E-19
two,26,113,1.05E-19
two,27,113,1.10E-19
two,28,113,1.14E-19
two,29,113,1.18E-19
two,30,113,1.22E-19
two,31,113,1.26E-19
two,32,113,1.31E-19
two,33,113,1.35E-19
ten,1,113,0
ten,2,113,1.91E-06
ten,3,113,3.82E-06
ten,4,113,5.73E-06
ten,5,113,7.64E-06
ten,6,113,9.55E-06
ten,7,113,1.15E-05
ten,8,113,1.34E-05
ten,9,113,1.53E-05
ten,10,113,1.72E-05
ten,11,113,1.91E-05
ten,12,113,2.10E-05
ten,13,113,2.29E-05
ten,14,113,2.48E-05
ten,15,113,2.67E-05
ten,16,113,2.86E-05
ten,17,113,3.06E-05
ten,18,113,3.25E-05
ten,19,113,3.44E-05
ten,20,113,3.63E-05
ten,21,113,3.82E-05
ten,22,113,4.01E-05
ten,23,113,4.20E-05
ten,24,113,4.39E-05
ten,25,113,4.58E-05
ten,26,113,4.77E-05
ten,27,113,4.96E-05
ten,28,113,5.15E-05
ten,29,113,5.34E-05
ten,30,113,5.53E-05
ten,31,113,5.72E-05
ten,32,113,5.92E-05
ten,33,113,6.11E-05
twenty,1,113,0
twenty,2,113,0.000192039
twenty,3,113,0.000382168
twenty,4,113,0.000570403
twenty,5,113,0.000756764
twenty,6,113,0.000941267
twenty,7,113,0.00112393
twenty,8,113,0.001304771
twenty,9,113,0.001483807
twenty,10,113,0.001661054
twenty,11,113,0.00183653
twenty,12,113,0.00201025
twenty,13,113,0.002182232
twenty,14,113,0.002352492
twenty,15,113,0.002521046
twenty,16,113,0.002687909
twenty,17,113,0.002853098
twenty,18,113,0.003016628
twenty,19,113,0.003178515
twenty,20,113,0.003338773
twenty,21,113,0.003497419
twenty,22,113,0.003654466
twenty,23,113,0.003809931
twenty,24,113,0.003963826
twenty,25,113,0.004116168
twenty,26,113,0.004266971
twenty,27,113,0.004416248
twenty,28,113,0.004564014
twenty,29,113,0.004710282
twenty,30,113,0.004855068
twenty,31,113,0.004998383
twenty,32,113,0.005140242
twenty,33,113,0.005280659
two,1,114,0
two,2,114,2.81E-21
two,3,114,5.62E-21
two,4,114,8.43E-21
two,5,114,1.12E-20
two,6,114,1.40E-20
two,7,114,1.69E-20
two,8,114,1.97E-20
two,9,114,2.25E-20
two,10,114,2.53E-20
two,11,114,2.81E-20
two,12,114,3.09E-20
two,13,114,3.37E-20
two,14,114,3.65E-20
two,15,114,3.93E-20
two,16,114,4.21E-20
two,17,114,4.49E-20
two,18,114,4.77E-20
two,19,114,5.06E-20
two,20,114,5.34E-20
two,21,114,5.62E-20
two,22,114,5.90E-20
two,23,114,6.18E-20
two,24,114,6.46E-20
two,25,114,6.74E-20
two,26,114,7.02E-20
two,27,114,7.30E-20
two,28,114,7.58E-20
two,29,114,7.86E-20
two,30,114,8.14E-20
two,31,114,8.43E-20
two,32,114,8.71E-20
two,33,114,8.99E-20
ten,1,114,0
ten,2,114,1.74E-06
ten,3,114,3.47E-06
ten,4,114,5.21E-06
ten,5,114,6.95E-06
ten,6,114,8.68E-06
ten,7,114,1.04E-05
ten,8,114,1.22E-05
ten,9,114,1.39E-05
ten,10,114,1.56E-05
ten,11,114,1.74E-05
ten,12,114,1.91E-05
ten,13,114,2.08E-05
ten,14,114,2.26E-05
ten,15,114,2.43E-05
ten,16,114,2.60E-05
ten,17,114,2.78E-05
ten,18,114,2.95E-05
ten,19,114,3.12E-05
ten,20,114,3.30E-05
ten,21,114,3.47E-05
ten,22,114,3.64E-05
ten,23,114,3.82E-05
ten,24,114,3.99E-05
ten,25,114,4.16E-05
ten,26,114,4.34E-05
ten,27,114,4.51E-05
ten,28,114,4.68E-05
ten,29,114,4.86E-05
ten,30,114,5.03E-05
ten,31,114,5.20E-05
ten,32,114,5.38E-05
ten,33,114,5.55E-05
twenty,1,114,0
twenty,2,114,0.000182894
twenty,3,114,0.000364052
twenty,4,114,0.000543488
twenty,5,114,0.000721218
twenty,6,114,0.000897257
twenty,7,114,0.001071621
twenty,8,114,0.001244325
twenty,9,114,0.001415383
twenty,10,114,0.001584812
twenty,11,114,0.001752624
twenty,12,114,0.001918834
twenty,13,114,0.002083458
twenty,14,114,0.002246509
twenty,15,114,0.002408001
twenty,16,114,0.002567949
twenty,17,114,0.002726365
twenty,18,114,0.002883264
twenty,19,114,0.003038659
twenty,20,114,0.003192564
twenty,21,114,0.003344991
twenty,22,114,0.003495955
twenty,23,114,0.003645467
twenty,24,114,0.003793541
twenty,25,114,0.00394019
twenty,26,114,0.004085426
twenty,27,114,0.004229262
twenty,28,114,0.004371709
twenty,29,114,0.004512781
twenty,30,114,0.00465249
twenty,31,114,0.004790847
twenty,32,114,0.004927865
twenty,33,114,0.005063555
two,1,115,0
two,2,115,1.87E-21
two,3,115,3.74E-21
two,4,115,5.62E-21
two,5,115,7.49E-21
two,6,115,9.36E-21
two,7,115,1.12E-20
two,8,115,1.31E-20
two,9,115,1.50E-20
two,10,115,1.69E-20
two,11,115,1.87E-20
two,12,115,2.06E-20
two,13,115,2.25E-20
two,14,115,2.43E-20
two,15,115,2.62E-20
two,16,115,2.81E-20
two,17,115,3.00E-20
two,18,115,3.18E-20
two,19,115,3.37E-20
two,20,115,3.56E-20
two,21,115,3.74E-20
two,22,115,3.93E-20
two,23,115,4.12E-20
two,24,115,4.31E-20
two,25,115,4.49E-20
two,26,115,4.68E-20
two,27,115,4.87E-20
two,28,115,5.06E-20
two,29,115,5.24E-20
two,30,115,5.43E-20
two,31,115,5.62E-20
two,32,115,5.80E-20
two,33,115,5.99E-20
ten,1,115,0
ten,2,115,1.58E-06
ten,3,115,3.16E-06
ten,4,115,4.74E-06
ten,5,115,6.32E-06
ten,6,115,7.89E-06
ten,7,115,9.47E-06
ten,8,115,1.11E-05
ten,9,115,1.26E-05
ten,10,115,1.42E-05
ten,11,115,1.58E-05
ten,12,115,1.74E-05
ten,13,115,1.89E-05
ten,14,115,2.05E-05
ten,15,115,2.21E-05
ten,16,115,2.37E-05
ten,17,115,2.53E-05
ten,18,115,2.68E-05
ten,19,115,2.84E-05
ten,20,115,3.00E-05
ten,21,115,3.16E-05
ten,22,115,3.31E-05
ten,23,115,3.47E-05
ten,24,115,3.63E-05
ten,25,115,3.79E-05
ten,26,115,3.94E-05
ten,27,115,4.10E-05
ten,28,115,4.26E-05
ten,29,115,4.42E-05
ten,30,115,4.57E-05
ten,31,115,4.73E-05
ten,32,115,4.89E-05
ten,33,115,5.05E-05
twenty,1,115,0
twenty,2,115,0.000174185
twenty,3,115,0.000346791
twenty,4,115,0.000517832
twenty,5,115,0.00068732
twenty,6,115,0.00085527
twenty,7,115,0.001021694
twenty,8,115,0.001186606
twenty,9,115,0.001350018
twenty,10,115,0.001511945
twenty,11,115,0.001672397
twenty,12,115,0.001831389
twenty,13,115,0.001988932
twenty,14,115,0.002145039
twenty,15,115,0.002299723
twenty,16,115,0.002452995
twenty,17,115,0.002604867
twenty,18,115,0.002755352
twenty,19,115,0.002904461
twenty,20,115,0.003052206
twenty,21,115,0.003198599
twenty,22,115,0.00334365
twenty,23,115,0.003487373
twenty,24,115,0.003629777
twenty,25,115,0.003770874
twenty,26,115,0.003910675
twenty,27,115,0.004049191
twenty,28,115,0.004186433
twenty,29,115,0.004322411
twenty,30,115,0.004457137
twenty,31,115,0.004590621
twenty,32,115,0.004722874
twenty,33,115,0.004853905
two,1,116,0
two,2,116,1.25E-21
two,3,116,2.50E-21
two,4,116,3.74E-21
two,5,116,4.99E-21
two,6,116,6.24E-21
two,7,116,7.49E-21
two,8,116,8.74E-21
two,9,116,9.99E-21
two,10,116,1.12E-20
two,11,116,1.25E-20
two,12,116,1.37E-20
two,13,116,1.50E-20
two,14,116,1.62E-20
two,15,116,1.75E-20
two,16,116,1.87E-20
two,17,116,2.00E-20
two,18,116,2.12E-20
two,19,116,2.25E-20
two,20,116,2.37E-20
two,21,116,2.50E-20
two,22,116,2.62E-20
two,23,116,2.75E-20
two,24,116,2.87E-20
two,25,116,3.00E-20
two,26,116,3.12E-20
two,27,116,3.25E-20
two,28,116,3.37E-20
two,29,116,3.50E-20
two,30,116,3.62E-20
two,31,116,3.74E-20
two,32,116,3.87E-20
two,33,116,3.99E-20
ten,1,116,0
ten,2,116,1.44E-06
ten,3,116,2.87E-06
ten,4,116,4.31E-06
ten,5,116,5.74E-06
ten,6,116,7.18E-06
ten,7,116,8.61E-06
ten,8,116,1.00E-05
ten,9,116,1.15E-05
ten,10,116,1.29E-05
ten,11,116,1.44E-05
ten,12,116,1.58E-05
ten,13,116,1.72E-05
ten,14,116,1.87E-05
ten,15,116,2.01E-05
ten,16,116,2.15E-05
ten,17,116,2.30E-05
ten,18,116,2.44E-05
ten,19,116,2.58E-05
ten,20,116,2.73E-05
ten,21,116,2.87E-05
ten,22,116,3.01E-05
ten,23,116,3.16E-05
ten,24,116,3.30E-05
ten,25,116,3.44E-05
ten,26,116,3.59E-05
ten,27,116,3.73E-05
ten,28,116,3.87E-05
ten,29,116,4.02E-05
ten,30,116,4.16E-05
ten,31,116,4.30E-05
ten,32,116,4.45E-05
ten,33,116,4.59E-05
twenty,1,116,0
twenty,2,116,0.000165891
twenty,3,116,0.000330346
twenty,4,116,0.000493377
twenty,5,116,0.000654996
twenty,6,116,0.000815215
twenty,7,116,0.000974045
twenty,8,116,0.001131497
twenty,9,116,0.001287584
twenty,10,116,0.001442315
twenty,11,116,0.001595703
twenty,12,116,0.001747759
twenty,13,116,0.001898492
twenty,14,116,0.002047915
twenty,15,116,0.002196037
twenty,16,116,0.00234287
twenty,17,116,0.002488424
twenty,18,116,0.002632709
twenty,19,116,0.002775737
twenty,20,116,0.002917516
twenty,21,116,0.003058057
twenty,22,116,0.003197371
twenty,23,116,0.003335467
twenty,24,116,0.003472355
twenty,25,116,0.003608045
twenty,26,116,0.003742547
twenty,27,116,0.00387587
twenty,28,116,0.004008025
twenty,29,116,0.004139019
twenty,30,116,0.004268863
twenty,31,116,0.004397566
twenty,32,116,0.004525138
twenty,33,116,0.004651587
two,1,117,0
two,2,117,8.32E-22
two,3,117,1.66E-21
two,4,117,2.50E-21
two,5,117,3.33E-21
two,6,117,4.16E-21
two,7,117,4.99E-21
two,8,117,5.83E-21
two,9,117,6.66E-21
two,10,117,7.49E-21
two,11,117,8.32E-21
two,12,117,9.15E-21
two,13,117,9.99E-21
two,14,117,1.08E-20
two,15,117,1.17E-20
two,16,117,1.25E-20
two,17,117,1.33E-20
two,18,117,1.41E-20
two,19,117,1.50E-20
two,20,117,1.58E-20
two,21,117,1.66E-20
two,22,117,1.75E-20
two,23,117,1.83E-20
two,24,117,1.91E-20
two,25,117,2.00E-20
two,26,117,2.08E-20
two,27,117,2.16E-20
two,28,117,2.25E-20
two,29,117,2.33E-20
two,30,117,2.41E-20
two,31,117,2.50E-20
two,32,117,2.58E-20
two,33,117,2.66E-20
ten,1,117,0
ten,2,117,1.31E-06
ten,3,117,2.61E-06
ten,4,117,3.92E-06
ten,5,117,5.22E-06
ten,6,117,6.52E-06
ten,7,117,7.83E-06
ten,8,117,9.13E-06
ten,9,117,1.04E-05
ten,10,117,1.17E-05
ten,11,117,1.30E-05
ten,12,117,1.44E-05
ten,13,117,1.57E-05
ten,14,117,1.70E-05
ten,15,117,1.83E-05
ten,16,117,1.96E-05
ten,17,117,2.09E-05
ten,18,117,2.22E-05
ten,19,117,2.35E-05
ten,20,117,2.48E-05
ten,21,117,2.61E-05
ten,22,117,2.74E-05
ten,23,117,2.87E-05
ten,24,117,3.00E-05
ten,25,117,3.13E-05
ten,26,117,3.26E-05
ten,27,117,3.39E-05
ten,28,117,3.52E-05
ten,29,117,3.65E-05
ten,30,117,3.78E-05
ten,31,117,3.91E-05
ten,32,117,4.04E-05
ten,33,117,4.17E-05
twenty,1,117,0
twenty,2,117,0.000157991
twenty,3,117,0.000314677
twenty,4,117,0.000470068
twenty,5,117,0.000624175
twenty,6,117,0.000777007
twenty,7,117,0.000928575
twenty,8,117,0.001078888
twenty,9,117,0.001227956
twenty,10,117,0.00137579
twenty,11,117,0.001522399
twenty,12,117,0.001667792
twenty,13,117,0.00181198
twenty,14,117,0.001954971
twenty,15,117,0.002096775
twenty,16,117,0.002237401
twenty,17,117,0.002376858
twenty,18,117,0.002515156
twenty,19,117,0.002652304
twenty,20,117,0.00278831
twenty,21,117,0.002923184
twenty,22,117,0.003056933
twenty,23,117,0.003189568
twenty,24,117,0.003321097
twenty,25,117,0.003451528
twenty,26,117,0.00358087
twenty,27,117,0.003709131
twenty,28,117,0.00383632
twenty,29,117,0.003962444
twenty,30,117,0.004087513
twenty,31,117,0.004211535
twenty,32,117,0.004334516
twenty,33,117,0.004456466
two,1,118,0
two,2,118,5.55E-22
two,3,118,1.11E-21
two,4,118,1.66E-21
two,5,118,2.22E-21
two,6,118,2.77E-21
two,7,118,3.33E-21
two,8,118,3.88E-21
two,9,118,4.44E-21
two,10,118,4.99E-21
two,11,118,5.55E-21
two,12,118,6.10E-21
two,13,118,6.66E-21
two,14,118,7.21E-21
two,15,118,7.77E-21
two,16,118,8.32E-21
two,17,118,8.88E-21
two,18,118,9.43E-21
two,19,118,9.99E-21
two,20,118,1.05E-20
two,21,118,1.11E-20
two,22,118,1.17E-20
two,23,118,1.22E-20
two,24,118,1.28E-20
two,25,118,1.33E-20
two,26,118,1.39E-20
two,27,118,1.44E-20
two,28,118,1.50E-20
two,29,118,1.55E-20
two,30,118,1.61E-20
two,31,118,1.66E-20
two,32,118,1.72E-20
two,33,118,1.78E-20
ten,1,118,0
ten,2,118,1.19E-06
ten,3,118,2.37E-06
ten,4,118,3.56E-06
ten,5,118,4.75E-06
ten,6,118,5.93E-06
ten,7,118,7.12E-06
ten,8,118,8.30E-06
ten,9,118,9.49E-06
ten,10,118,1.07E-05
ten,11,118,1.19E-05
ten,12,118,1.30E-05
ten,13,118,1.42E-05
ten,14,118,1.54E-05
ten,15,118,1.66E-05
ten,16,118,1.78E-05
ten,17,118,1.90E-05
ten,18,118,2.02E-05
ten,19,118,2.13E-05
ten,20,118,2.25E-05
ten,21,118,2.37E-05
ten,22,118,2.49E-05
ten,23,118,2.61E-05
ten,24,118,2.73E-05
ten,25,118,2.85E-05
ten,26,118,2.96E-05
ten,27,118,3.08E-05
ten,28,118,3.20E-05
ten,29,118,3.32E-05
ten,30,118,3.44E-05
ten,31,118,3.56E-05
ten,32,118,3.67E-05
ten,33,118,3.79E-05
twenty,1,118,0
twenty,2,118,0.000150468
twenty,3,118,0.000299749
twenty,4,118,0.000447853
twenty,5,118,0.000594788
twenty,6,118,0.000740563
twenty,7,118,0.000885187
twenty,8,118,0.001028669
twenty,9,118,0.001171017
twenty,10,118,0.00131224
twenty,11,118,0.001452346
twenty,12,118,0.001591344
twenty,13,118,0.001729241
twenty,14,118,0.001866047
twenty,15,118,0.002001769
twenty,16,118,0.002136416
twenty,17,118,0.002269995
twenty,18,118,0.002402514
twenty,19,118,0.002533982
twenty,20,118,0.002664407
twenty,21,118,0.002793795
twenty,22,118,0.002922155
twenty,23,118,0.003049495
twenty,24,118,0.003175822
twenty,25,118,0.003301143
twenty,26,118,0.003425466
twenty,27,118,0.003548799
twenty,28,118,0.003671148
twenty,29,118,0.003792522
twenty,30,118,0.003912926
twenty,31,118,0.00403237
twenty,32,118,0.004150859
twenty,33,118,0.0042684
two,1,119,0
two,2,119,3.70E-22
two,3,119,7.40E-22
two,4,119,1.11E-21
two,5,119,1.48E-21
two,6,119,1.85E-21
two,7,119,2.22E-21
two,8,119,2.59E-21
two,9,119,2.96E-21
two,10,119,3.33E-21
two,11,119,3.70E-21
two,12,119,4.07E-21
two,13,119,4.44E-21
two,14,119,4.81E-21
two,15,119,5.18E-21
two,16,119,5.55E-21
two,17,119,5.92E-21
two,18,119,6.29E-21
two,19,119,6.66E-21
two,20,119,7.03E-21
two,21,119,7.40E-21
two,22,119,7.77E-21
two,23,119,8.14E-21
two,24,119,8.51E-21
two,25,119,8.88E-21
two,26,119,9.25E-21
two,27,119,9.62E-21
two,28,119,9.99E-21
two,29,119,1.04E-20
two,30,119,1.07E-20
two,31,119,1.11E-20
two,32,119,1.15E-20
two,33,119,1.18E-20
ten,1,119,0
ten,2,119,1.08E-06
ten,3,119,2.16E-06
ten,4,119,3.24E-06
ten,5,119,4.31E-06
ten,6,119,5.39E-06
ten,7,119,6.47E-06
ten,8,119,7.55E-06
ten,9,119,8.63E-06
ten,10,119,9.71E-06
ten,11,119,1.08E-05
ten,12,119,1.19E-05
ten,13,119,1.29E-05
ten,14,119,1.40E-05
ten,15,119,1.51E-05
ten,16,119,1.62E-05
ten,17,119,1.73E-05
ten,18,119,1.83E-05
ten,19,119,1.94E-05
ten,20,119,2.05E-05
ten,21,119,2.16E-05
ten,22,119,2.26E-05
ten,23,119,2.37E-05
ten,24,119,2.48E-05
ten,25,119,2.59E-05
ten,26,119,2.69E-05
ten,27,119,2.80E-05
ten,28,119,2.91E-05
ten,29,119,3.02E-05
ten,30,119,3.13E-05
ten,31,119,3.23E-05
ten,32,119,3.34E-05
ten,33,119,3.45E-05
twenty,1,119,0
twenty,2,119,0.000143303
twenty,3,119,0.000285527
twenty,4,119,0.00042668
twenty,5,119,0.00056677
twenty,6,119,0.000705804
twenty,7,119,0.000843791
twenty,8,119,0.000980738
twenty,9,119,0.001116652
twenty,10,119,0.00125154
twenty,11,119,0.001385411
twenty,12,119,0.001518271
twenty,13,119,0.001650127
twenty,14,119,0.001780988
twenty,15,119,0.001910859
twenty,16,119,0.002039749
twenty,17,119,0.002167663
twenty,18,119,0.00229461
twenty,19,119,0.002420595
twenty,20,119,0.002545627
twenty,21,119,0.002669711
twenty,22,119,0.002792855
twenty,23,119,0.002915064
twenty,24,119,0.003036347
twenty,25,119,0.003156709
twenty,26,119,0.003276156
twenty,27,119,0.003394696
twenty,28,119,0.003512335
twenty,29,119,0.00362908
twenty,30,119,0.003744935
twenty,31,119,0.003859909
twenty,32,119,0.003974007
twenty,33,119,0.004087235
two,1,120,0
two,2,120,2.47E-22
two,3,120,4.93E-22
two,4,120,7.40E-22
two,5,120,9.86E-22
two,6,120,1.23E-21
two,7,120,1.48E-21
two,8,120,1.73E-21
two,9,120,1.97E-21
two,10,120,2.22E-21
two,11,120,2.47E-21
two,12,120,2.71E-21
two,13,120,2.96E-21
two,14,120,3.21E-21
two,15,120,3.45E-21
two,16,120,3.70E-21
two,17,120,3.95E-21
two,18,120,4.19E-21
two,19,120,4.44E-21
two,20,120,4.68E-21
two,21,120,4.93E-21
two,22,120,5.18E-21
two,23,120,5.42E-21
two,24,120,5.67E-21
two,25,120,5.92E-21
two,26,120,6.16E-21
two,27,120,6.41E-21
two,28,120,6.66E-21
two,29,120,6.90E-21
two,30,120,7.15E-21
two,31,120,7.40E-21
two,32,120,7.64E-21
two,33,120,7.89E-21
ten,1,120,0
ten,2,120,9.81E-07
ten,3,120,1.96E-06
ten,4,120,2.94E-06
ten,5,120,3.92E-06
ten,6,120,4.90E-06
ten,7,120,5.88E-06
ten,8,120,6.86E-06
ten,9,120,7.84E-06
ten,10,120,8.82E-06
ten,11,120,9.80E-06
ten,12,120,1.08E-05
ten,13,120,1.18E-05
ten,14,120,1.27E-05
ten,15,120,1.37E-05
ten,16,120,1.47E-05
ten,17,120,1.57E-05
ten,18,120,1.67E-05
ten,19,120,1.76E-05
ten,20,120,1.86E-05
ten,21,120,1.96E-05
ten,22,120,2.06E-05
ten,23,120,2.16E-05
ten,24,120,2.25E-05
ten,25,120,2.35E-05
ten,26,120,2.45E-05
ten,27,120,2.55E-05
ten,28,120,2.65E-05
ten,29,120,2.74E-05
ten,30,120,2.84E-05
ten,31,120,2.94E-05
ten,32,120,3.04E-05
ten,33,120,3.14E-05
twenty,1,120,0
twenty,2,120,0.000136479
twenty,3,120,0.000271977
twenty,4,120,0.000406501
twenty,5,120,0.000540058
twenty,6,120,0.000672655
twenty,7,120,0.000804298
twenty,8,120,0.000934994
twenty,9,120,0.001064749
twenty,10,120,0.001193571
twenty,11,120,0.001321464
twenty,12,120,0.001448436
twenty,13,120,0.001574493
twenty,14,120,0.001699641
twenty,15,120,0.001823887
twenty,16,120,0.001947236
twenty,17,120,0.002069696
twenty,18,120,0.002191271
twenty,19,120,0.002311968
twenty,20,120,0.002431793
twenty,21,120,0.002550752
twenty,22,120,0.002668851
twenty,23,120,0.002786095
twenty,24,120,0.002902491
twenty,25,120,0.003018045
twenty,26,120,0.003132761
twenty,27,120,0.003246646
twenty,28,120,0.003359705
twenty,29,120,0.003471945
twenty,30,120,0.003583369
twenty,31,120,0.003693985
twenty,32,120,0.003803798
twenty,33,120,0.003912812
two,1,121,0
two,2,121,1.64E-22
two,3,121,3.29E-22
two,4,121,4.93E-22
two,5,121,6.58E-22
two,6,121,8.22E-22
two,7,121,9.86E-22
two,8,121,1.15E-21
two,9,121,1.32E-21
two,10,121,1.48E-21
two,11,121,1.64E-21
two,12,121,1.81E-21
two,13,121,1.97E-21
two,14,121,2.14E-21
two,15,121,2.30E-21
two,16,121,2.47E-21
two,17,121,2.63E-21
two,18,121,2.79E-21
two,19,121,2.96E-21
two,20,121,3.12E-21
two,21,121,3.29E-21
two,22,121,3.45E-21
two,23,121,3.62E-21
two,24,121,3.78E-21
two,25,121,3.95E-21
two,26,121,4.11E-21
two,27,121,4.27E-21
two,28,121,4.44E-21
two,29,121,4.60E-21
two,30,121,4.77E-21
two,31,121,4.93E-21
two,32,121,5.10E-21
two,33,121,5.26E-21
ten,1,121,0
ten,2,121,8.91E-07
ten,3,121,1.78E-06
ten,4,121,2.67E-06
ten,5,121,3.57E-06
ten,6,121,4.46E-06
ten,7,121,5.35E-06
ten,8,121,6.24E-06
ten,9,121,7.13E-06
ten,10,121,8.02E-06
ten,11,121,8.91E-06
ten,12,121,9.80E-06
ten,13,121,1.07E-05
ten,14,121,1.16E-05
ten,15,121,1.25E-05
ten,16,121,1.34E-05
ten,17,121,1.43E-05
ten,18,121,1.51E-05
ten,19,121,1.60E-05
ten,20,121,1.69E-05
ten,21,121,1.78E-05
ten,22,121,1.87E-05
ten,23,121,1.96E-05
ten,24,121,2.05E-05
ten,25,121,2.14E-05
ten,26,121,2.23E-05
ten,27,121,2.32E-05
ten,28,121,2.41E-05
ten,29,121,2.49E-05
ten,30,121,2.58E-05
ten,31,121,2.67E-05
ten,32,121,2.76E-05
ten,33,121,2.85E-05
twenty,1,121,0
twenty,2,121,0.00012998
twenty,3,121,0.000259068
twenty,4,121,0.000387271
twenty,5,121,0.000514594
twenty,6,121,0.000641043
twenty,7,121,0.000766624
twenty,8,121,0.000891343
twenty,9,121,0.001015205
twenty,10,121,0.001138216
twenty,11,121,0.001260381
twenty,12,121,0.001381707
twenty,13,121,0.001502198
twenty,14,121,0.001621861
twenty,15,121,0.0017407
twenty,16,121,0.001858721
twenty,17,121,0.001975929
twenty,18,121,0.00209233
twenty,19,121,0.002207929
twenty,20,121,0.002322731
twenty,21,121,0.002436742
twenty,22,121,0.002549966
twenty,23,121,0.002662408
twenty,24,121,0.002774075
twenty,25,121,0.00288497
twenty,26,121,0.002995099
twenty,27,121,0.003104467
twenty,28,121,0.003213079
twenty,29,121,0.00332094
twenty,30,121,0.003428054
twenty,31,121,0.003534426
twenty,32,121,0.003640062
twenty,33,121,0.003744966
two,1,122,0
two,2,122,1.10E-22
two,3,122,2.19E-22
two,4,122,3.29E-22
two,5,122,4.38E-22
two,6,122,5.48E-22
two,7,122,6.58E-22
two,8,122,7.67E-22
two,9,122,8.77E-22
two,10,122,9.86E-22
two,11,122,1.10E-21
two,12,122,1.21E-21
two,13,122,1.32E-21
two,14,122,1.42E-21
two,15,122,1.53E-21
two,16,122,1.64E-21
two,17,122,1.75E-21
two,18,122,1.86E-21
two,19,122,1.97E-21
two,20,122,2.08E-21
two,21,122,2.19E-21
two,22,122,2.30E-21
two,23,122,2.41E-21
two,24,122,2.52E-21
two,25,122,2.63E-21
two,26,122,2.74E-21
two,27,122,2.85E-21
two,28,122,2.96E-21
two,29,122,3.07E-21
two,30,122,3.18E-21
two,31,122,3.29E-21
two,32,122,3.40E-21
two,33,122,3.51E-21
ten,1,122,0
ten,2,122,8.10E-07
ten,3,122,1.62E-06
ten,4,122,2.43E-06
ten,5,122,3.24E-06
ten,6,122,4.05E-06
ten,7,122,4.86E-06
ten,8,122,5.67E-06
ten,9,122,6.48E-06
ten,10,122,7.29E-06
ten,11,122,8.10E-06
ten,12,122,8.91E-06
ten,13,122,9.72E-06
ten,14,122,1.05E-05
ten,15,122,1.13E-05
ten,16,122,1.22E-05
ten,17,122,1.30E-05
ten,18,122,1.38E-05
ten,19,122,1.46E-05
ten,20,122,1.54E-05
ten,21,122,1.62E-05
ten,22,122,1.70E-05
ten,23,122,1.78E-05
ten,24,122,1.86E-05
ten,25,122,1.94E-05
ten,26,122,2.02E-05
ten,27,122,2.11E-05
ten,28,122,2.19E-05
ten,29,122,2.27E-05
ten,30,122,2.35E-05
ten,31,122,2.43E-05
ten,32,122,2.51E-05
ten,33,122,2.59E-05
twenty,1,122,0
twenty,2,122,0.00012379
twenty,3,122,0.00024677
twenty,4,122,0.000368944
twenty,5,122,0.000490319
twenty,6,122,0.000610898
twenty,7,122,0.000730687
twenty,8,122,0.000849691
twenty,9,122,0.000967915
twenty,10,122,0.001085364
twenty,11,122,0.001202042
twenty,12,122,0.001317955
twenty,13,122,0.001433107
twenty,14,122,0.001547503
twenty,15,122,0.001661148
twenty,16,122,0.001774047
twenty,17,122,0.001886204
twenty,18,122,0.001997623
twenty,19,122,0.00210831
twenty,20,122,0.00221827
