Theta,wak.n,wak.segsites,wak.prob
ten,26,24,0.023565472
ten,27,24,0.022724511
ten,28,24,0.0219051
ten,29,24,0.02110862
ten,30,24,0.020336016
ten,31,24,0.019587871
ten,32,24,0.018864479
ten,33,24,0.018165898
ten,34,24,0.017491997
ten,35,24,0.016842494
ten,36,24,0.016216988
ten,37,24,0.015614989
ten,38,24,0.015035933
ten,39,24,0.014479205
ten,40,24,0.013944151
ten,41,24,0.013430092
ten,42,24,0.012936335
ten,43,24,0.012462176
ten,44,24,0.012006913
ten,45,24,0.011569847
ten,46,24,0.011150287
ten,47,24,0.010747555
ten,48,24,0.010360988
ten,49,24,0.009989937
ten,50,24,0.009633773
twenty,1,24,0
twenty,2,24,0.014765139
twenty,3,24,0.020300677
twenty,4,24,0.021163262
twenty,5,24,0.019813019
twenty,6,24,0.017558028
twenty,7,24,0.015073652
twenty,8,24,0.012689793
twenty,9,24,0.010550257
twenty,10,24,0.008701123
twenty,11,24,0.007139472
twenty,12,24,0.005839948
twenty,13,24,0.004768916
twenty,14,24,0.003891719
twenty,15,24,0.003176131
twenty,16,24,0.002593763
twenty,17,24,0.002120388
twenty,18,24,0.00173575
twenty,19,24,0.001423133
twenty,20,24,0.001168864
twenty,21,24,0.000961828
twenty,22,24,0.000793021
twenty,23,24,0.000655169
twenty,24,24,0.000542402
twenty,25,24,0.000449987
twenty,26,24,0.000374105
twenty,27,24,0.000311676
twenty,28,24,0.000260211
twenty,29,24,0.000217699
twenty,30,24,0.00018251
twenty,31,24,0.000153322
twenty,32,24,0.000129063
twenty,33,24,0.000108859
twenty,34,24,9.20E-05
twenty,35,24,7.79E-05
twenty,36,24,6.61E-05
twenty,37,24,5.62E-05
twenty,38,24,4.78E-05
twenty,39,24,4.08E-05
twenty,40,24,3.49E-05
twenty,41,24,2.98E-05
twenty,42,24,2.56E-05
twenty,43,24,2.20E-05
twenty,44,24,1.89E-05
twenty,45,24,1.63E-05
twenty,46,24,1.41E-05
twenty,47,24,1.22E-05
twenty,48,24,1.05E-05
twenty,49,24,9.12E-06
twenty,50,24,7.92E-06
five,1,24,0
five,2,24,0.002096519
five,3,24,0.004104147
five,4,24,0.006027617
five,5,24,0.00787133
five,6,24,0.009639384
five,7,24,0.011335603
five,8,24,0.012963558
five,9,24,0.014526588
five,10,24,0.016027821
five,11,24,0.017470189
five,12,24,0.018856446
five,13,24,0.020189179
five,14,24,0.021470823
five,15,24,0.022703669
five,16,24,0.023889879
five,17,24,0.025031491
five,18,24,0.026130432
five,19,24,0.027188522
five,20,24,0.028207483
five,21,24,0.029188945
five,22,24,0.030134454
five,23,24,0.031045474
five,24,24,0.031923395
five,25,24,0.032769537
five,26,24,0.033585155
five,27,24,0.034371442
five,28,24,0.035129531
five,29,24,0.035860504
five,30,24,0.03656539
five,31,24,0.037245169
five,32,24,0.037900776
five,33,24,0.038533105
five,34,24,0.039143007
five,35,24,0.039731297
five,36,24,0.040298752
five,37,24,0.040846116
five,38,24,0.0413741
five,39,24,0.041883386
five,40,24,0.042374623
five,41,24,0.042848439
five,42,24,0.043305429
five,43,24,0.043746168
five,44,24,0.044171206
five,45,24,0.04458107
five,46,24,0.044976267
five,47,24,0.045357283
five,48,24,0.045724585
five,49,24,0.046078622
five,50,24,0.046419824
fifteen,1,24,0
fifteen,2,24,0.013279773
fifteen,3,24,0.020725133
fifteen,4,24,0.024432599
fifteen,5,24,0.025775237
fifteen,6,24,0.02565351
fifteen,7,24,0.024657229
fifteen,8,24,0.023171039
fifteen,9,24,0.021443633
fifteen,10,24,0.019633483
fifteen,11,24,0.017839208
fifteen,12,24,0.016119834
fifteen,13,24,0.014508354
fifteen,14,24,0.013020808
fifteen,15,24,0.011662383
fifteen,16,24,0.010431486
fifteen,17,24,0.009322463
fifteen,18,24,0.008327399
fifteen,19,24,0.007437291
fifteen,20,24,0.006642809
fifteen,21,24,0.005934767
fifteen,22,24,0.005304411
fifteen,23,24,0.004743568
fifteen,24,24,0.00424473
fifteen,25,24,0.003801067
fifteen,26,24,0.003406422
fifteen,27,24,0.003055272
fifteen,28,24,0.002742685
fifteen,29,24,0.002464276
fifteen,30,24,0.002216152
fifteen,31,24,0.001994863
fifteen,32,24,0.001797357
fifteen,33,24,0.001620939
fifteen,34,24,0.001463224
fifteen,35,24,0.001322108
fifteen,36,24,0.001195733
fifteen,37,24,0.001082457
fifteen,38,24,0.00098083
fifteen,39,24,0.00088957
fifteen,40,24,0.000807544
fifteen,41,24,0.00073375
fifteen,42,24,0.0006673
fifteen,43,24,0.000607409
fifteen,44,24,0.00055338
fifteen,45,24,0.000504594
fifteen,46,24,0.000460503
fifteen,47,24,0.00042062
fifteen,48,24,0.000384511
fifteen,49,24,0.000351791
fifteen,50,24,0.000322115
two,1,25,0
two,2,25,1.32E-05
two,3,25,2.64E-05
two,4,25,3.96E-05
two,5,25,5.27E-05
two,6,25,6.59E-05
two,7,25,7.90E-05
two,8,25,9.21E-05
two,9,25,0.000105192
two,10,25,0.000118276
two,11,25,0.000131344
two,12,25,0.000144399
two,13,25,0.00015744
two,14,25,0.000170466
two,15,25,0.000183478
two,16,25,0.000196476
two,17,25,0.00020946
two,18,25,0.00022243
two,19,25,0.000235386
two,20,25,0.000248328
two,21,25,0.000261256
two,22,25,0.000274171
two,23,25,0.000287072
two,24,25,0.00029996
two,25,25,0.000312833
two,26,25,0.000325694
two,27,25,0.00033854
two,28,25,0.000351374
two,29,25,0.000364194
two,30,25,0.000377001
two,31,25,0.000389794
two,32,25,0.000402574
two,33,25,0.000415342
two,34,25,0.000428096
two,35,25,0.000440837
two,36,25,0.000453564
two,37,25,0.000466279
two,38,25,0.000478982
two,39,25,0.000491671
two,40,25,0.000504347
two,41,25,0.000517011
two,42,25,0.000529662
two,43,25,0.0005423
two,44,25,0.000554925
two,45,25,0.000567538
two,46,25,0.000580139
two,47,25,0.000592727
two,48,25,0.000605302
two,49,25,0.000617865
two,50,25,0.000630416
ten,1,25,0
ten,2,25,0.008390545
ten,3,25,0.015033991
ten,4,25,0.020257373
ten,5,25,0.024324231
ten,6,25,0.027447814
ten,7,25,0.029801319
ten,8,25,0.031525891
ten,9,25,0.032736905
ten,10,25,0.033528925
ten,11,25,0.033979649
ten,12,25,0.034153046
ten,13,25,0.034101882
ten,14,25,0.03386974
ten,15,25,0.033492667
ten,16,25,0.033000496
ten,17,25,0.032417931
ten,18,25,0.031765436
ten,19,25,0.031059949
ten,20,25,0.030315487
ten,21,25,0.029543632
ten,22,25,0.028753939
ten,23,25,0.027954266
ten,24,25,0.027151062
ten,25,25,0.026349591
ten,26,25,0.025554128
ten,27,25,0.024768124
ten,28,25,0.023994333
ten,29,25,0.023234935
ten,30,25,0.022491622
ten,31,25,0.021765685
ten,32,25,0.021058074
ten,33,25,0.02036946
ten,34,25,0.019700283
ten,35,25,0.019050785
ten,36,25,0.018421053
ten,37,25,0.017811039
ten,38,25,0.017220591
ten,39,25,0.016649469
ten,40,25,0.016097363
ten,41,25,0.015563909
ten,42,25,0.015048698
ten,43,25,0.01455129
ten,44,25,0.014071219
ten,45,25,0.013608002
ten,46,25,0.013161145
ten,47,25,0.012730147
ten,48,25,0.012314505
ten,49,25,0.011913717
ten,50,25,0.011527286
twenty,1,25,0
twenty,2,25,0.014062037
twenty,3,25,0.019733528
twenty,4,25,0.020976775
twenty,5,25,0.020006978
twenty,6,25,0.018047818
twenty,7,25,0.015759998
twenty,8,25,0.013485772
twenty,9,25,0.011388976
twenty,10,25,0.009535285
twenty,11,25,0.007938076
twenty,12,25,0.006584445
twenty,13,25,0.00544974
twenty,14,25,0.004505485
twenty,15,25,0.003723512
twenty,16,25,0.003077941
twenty,17,25,0.002545967
twenty,18,25,0.002108012
twenty,19,25,0.00174755
twenty,20,25,0.001450788
twenty,21,25,0.001206308
twenty,22,25,0.001004705
twenty,23,25,0.000838259
twenty,24,25,0.000700651
twenty,25,25,0.000586713
twenty,26,25,0.000492221
twenty,27,25,0.000413723
twenty,28,25,0.000348399
twenty,29,25,0.000293941
twenty,30,25,0.000248459
twenty,31,25,0.000210404
twenty,32,25,0.000178506
twenty,33,25,0.000151718
twenty,34,25,0.000129183
twenty,35,25,0.000110189
twenty,36,25,9.42E-05
twenty,37,25,8.06E-05
twenty,38,25,6.91E-05
twenty,39,25,5.93E-05
twenty,40,25,5.10E-05
twenty,41,25,4.40E-05
twenty,42,25,3.79E-05
twenty,43,25,3.28E-05
twenty,44,25,2.84E-05
twenty,45,25,2.46E-05
twenty,46,25,2.14E-05
twenty,47,25,1.86E-05
twenty,48,25,1.62E-05
twenty,49,25,1.41E-05
twenty,50,25,1.23E-05
five,1,25,0
five,2,25,0.001747099
five,3,25,0.003430705
five,4,25,0.005053775
five,5,25,0.006619083
five,6,25,0.008129234
five,7,25,0.009586674
five,8,25,0.010993709
five,9,25,0.012352509
five,10,25,0.01366512
five,11,25,0.014933476
five,12,25,0.016159404
five,13,25,0.017344632
five,14,25,0.018490796
five,15,25,0.019599447
five,16,25,0.020672055
five,17,25,0.021710016
five,18,25,0.022714656
five,19,25,0.023687236
five,20,25,0.024628954
five,21,25,0.025540952
five,22,25,0.026424318
five,23,25,0.027280088
five,24,25,0.02810925
five,25,25,0.028912747
five,26,25,0.029691482
five,27,25,0.030446314
five,28,25,0.031178067
five,29,25,0.031887527
five,30,25,0.032575448
five,31,25,0.033242551
five,32,25,0.033889527
five,33,25,0.034517037
five,34,25,0.035125718
five,35,25,0.035716177
five,36,25,0.036288999
five,37,25,0.036844745
five,38,25,0.037383954
five,39,25,0.037907143
five,40,25,0.038414812
five,41,25,0.038907437
five,42,25,0.039385479
five,43,25,0.039849382
five,44,25,0.040299572
five,45,25,0.04073646
five,46,25,0.041160441
five,47,25,0.041571896
five,48,25,0.041971193
five,49,25,0.042358686
five,50,25,0.042734717
fifteen,1,25,0
fifteen,2,25,0.012449787
fifteen,3,25,0.019751563
fifteen,4,25,0.023652426
fifteen,5,25,0.02532833
fifteen,6,25,0.025572215
fifteen,7,25,0.024918653
fifteen,8,25,0.023727098
fifteen,9,25,0.022237881
fifteen,10,25,0.020610132
fifteen,11,25,0.018947577
fifteen,12,25,0.017316187
fifteen,13,25,0.01575628
fifteen,14,25,0.014290848
fifteen,15,25,0.012931297
fifteen,16,25,0.011681392
fifteen,17,25,0.010539975
fifteen,18,25,0.00950283
fifteen,19,25,0.008563948
fifteen,20,25,0.007716387
fifteen,21,25,0.006952836
fifteen,22,25,0.006265992
fifteen,23,25,0.005648793
fifteen,24,25,0.005094557
fifteen,25,25,0.004597061
fifteen,26,25,0.004150572
fifteen,27,25,0.003749852
fifteen,28,25,0.00339015
fifteen,29,25,0.003067171
fifteen,30,25,0.002777051
fifteen,31,25,0.002516321
fifteen,32,25,0.002281877
fifteen,33,25,0.002070939
fifteen,34,25,0.001881028
fifteen,35,25,0.00170993
fifteen,36,25,0.001555671
fifteen,37,25,0.00141649
fifteen,38,25,0.001290819
fifteen,39,25,0.001177258
fifteen,40,25,0.00107456
fifteen,41,25,0.000981611
fifteen,42,25,0.000897421
fifteen,43,25,0.000821102
fifteen,44,25,0.000751863
fifteen,45,25,0.000688998
fifteen,46,25,0.000631875
fifteen,47,25,0.000579927
fifteen,48,25,0.000532649
fifteen,49,25,0.000489587
fifteen,50,25,0.000450336
two,1,26,0
two,2,26,8.80E-06
two,3,26,1.76E-05
two,4,26,2.64E-05
two,5,26,3.52E-05
two,6,26,4.39E-05
two,7,26,5.27E-05
two,8,26,6.14E-05
two,9,26,7.02E-05
two,10,26,7.89E-05
two,11,26,8.77E-05
two,12,26,9.64E-05
two,13,26,0.00010512
two,14,26,0.000113833
two,15,26,0.000122538
two,16,26,0.000131237
two,17,26,0.000139928
two,18,26,0.000148613
two,19,26,0.00015729
two,20,26,0.00016596
two,21,26,0.000174623
two,22,26,0.00018328
two,23,26,0.000191929
two,24,26,0.000200572
two,25,26,0.000209207
two,26,26,0.000217836
two,27,26,0.000226457
two,28,26,0.000235072
two,29,26,0.000243681
two,30,26,0.000252282
two,31,26,0.000260876
two,32,26,0.000269464
two,33,26,0.000278045
two,34,26,0.000286619
two,35,26,0.000295187
two,36,26,0.000303748
two,37,26,0.000312302
two,38,26,0.00032085
two,39,26,0.000329391
two,40,26,0.000337925
two,41,26,0.000346453
two,42,26,0.000354975
two,43,26,0.000363489
two,44,26,0.000371998
two,45,26,0.000380499
two,46,26,0.000388995
two,47,26,0.000397484
two,48,26,0.000405966
two,49,26,0.000414442
two,50,26,0.000422911
ten,1,26,0
ten,2,26,0.007627768
ten,3,26,0.013799621
ten,4,26,0.018767122
ten,5,26,0.022736486
ten,6,26,0.025877371
ten,7,26,0.028329839
ten,8,26,0.03020987
ten,9,26,0.031613778
ten,10,26,0.03262175
ten,11,26,0.033300699
ten,12,26,0.033706579
ten,13,26,0.033886262
ten,14,26,0.033879079
ten,15,26,0.033718074
ten,16,26,0.033431042
ten,17,26,0.033041384
ten,18,26,0.032568811
ten,19,26,0.032029931
ten,20,26,0.031438744
ten,21,26,0.03080704
ten,22,26,0.030144749
ten,23,26,0.029460223
ten,24,26,0.028760477
ten,25,26,0.028051393
ten,26,26,0.027337889
ten,27,26,0.026624065
ten,28,26,0.025913327
ten,29,26,0.025208487
ten,30,26,0.024511855
ten,31,26,0.023825312
ten,32,26,0.023150376
ten,33,26,0.022488253
ten,34,26,0.021839888
ten,35,26,0.021206001
ten,36,26,0.020587124
ten,37,26,0.019983627
ten,38,26,0.019395747
ten,39,26,0.018823606
ten,40,26,0.01826723
ten,41,26,0.017726565
ten,42,26,0.017201493
ten,43,26,0.016691839
ten,44,26,0.016197382
ten,45,26,0.015717867
ten,46,26,0.015253009
ten,47,26,0.014802498
ten,48,26,0.014366008
ten,49,26,0.013943199
ten,50,26,0.013533722
twenty,1,26,0
twenty,2,26,0.013392416
twenty,3,26,0.019157063
twenty,4,26,0.020739421
twenty,5,26,0.020129052
twenty,6,26,0.018464065
twenty,7,26,0.016384014
twenty,8,26,0.014237168
twenty,9,26,0.012202745
twenty,10,26,0.010363117
twenty,11,26,0.008746423
twenty,12,26,0.007351599
twenty,13,26,0.006162937
twenty,14,26,0.00515842
twenty,15,26,0.004314356
twenty,16,26,0.003607833
twenty,17,26,0.003017908
twenty,18,26,0.002526072
twenty,19,26,0.002116323
twenty,20,26,0.001775023
twenty,21,26,0.001490666
twenty,22,26,0.001253612
twenty,23,26,0.001055825
twenty,24,26,0.000890628
twenty,25,26,0.000752485
twenty,26,26,0.000636812
twenty,27,26,0.000539817
twenty,28,26,0.000458362
twenty,29,26,0.000389853
twenty,30,26,0.000332141
twenty,31,26,0.000283446
twenty,32,26,0.000242293
twenty,33,26,0.000207457
twenty,34,26,0.000177919
twenty,35,26,0.000152834
twenty,36,26,0.000131495
twenty,37,26,0.000113314
twenty,38,26,9.78E-05
twenty,39,26,8.45E-05
twenty,40,26,7.32E-05
twenty,41,26,6.34E-05
twenty,42,26,5.51E-05
twenty,43,26,4.79E-05
twenty,44,26,4.17E-05
twenty,45,26,3.64E-05
twenty,46,26,3.17E-05
twenty,47,26,2.78E-05
twenty,48,26,2.43E-05
twenty,49,26,2.13E-05
twenty,50,26,1.87E-05
five,1,26,0
five,2,26,0.001455916
five,3,26,0.00286648
five,4,26,0.004233539
five,5,26,0.005558841
five,6,26,0.006844038
five,7,26,0.008090691
five,8,26,0.009300282
five,9,26,0.010474215
five,10,26,0.011613824
five,11,26,0.012720375
five,12,26,0.013795072
five,13,26,0.01483906
five,14,26,0.015853431
five,15,26,0.016839225
five,16,26,0.017797432
five,17,26,0.018729
five,18,26,0.019634831
five,19,26,0.020515788
five,20,26,0.021372698
five,21,26,0.022206349
five,22,26,0.023017497
five,23,26,0.023806865
five,24,26,0.024575148
five,25,26,0.02532301
five,26,26,0.026051089
five,27,26,0.026759996
five,28,26,0.02745032
five,29,26,0.028122624
five,30,26,0.028777451
five,31,26,0.029415322
five,32,26,0.03003674
five,33,26,0.030642185
five,34,26,0.031232124
five,35,26,0.031807002
five,36,26,0.032367252
five,37,26,0.032913288
five,38,26,0.03344551
five,39,26,0.033964304
five,40,26,0.034470044
five,41,26,0.034963087
five,42,26,0.035443782
five,43,26,0.035912463
five,44,26,0.036369454
five,45,26,0.036815067
five,46,26,0.037249604
five,47,26,0.037673358
five,48,26,0.038086611
five,49,26,0.038489637
five,50,26,0.0388827
fifteen,1,26,0
fifteen,2,26,0.011671675
fifteen,3,26,0.018800988
fifteen,4,26,0.022843853
fifteen,5,26,0.024805282
fifteen,6,26,0.025380481
fifteen,7,26,0.025050604
fifteen,8,26,0.024148213
fifteen,9,26,0.022902345
fifteen,10,26,0.021469712
fifteen,11,26,0.019956431
fifteen,12,26,0.018433213
fifteen,13,26,0.016946028
fifteen,14,26,0.01552361
fifteen,15,26,0.014182759
fifteen,16,26,0.012932075
fifteen,17,26,0.011774607
fifteen,18,26,0.010709711
fifteen,19,26,0.009734365
fifteen,20,26,0.00884408
fifteen,21,26,0.008033547
fifteen,22,26,0.007297066
fifteen,23,26,0.006628847
fifteen,24,26,0.006023206
fifteen,25,26,0.005474689
fifteen,26,26,0.004978145
fifteen,27,26,0.00452877
fifteen,28,26,0.00412212
fifteen,29,26,0.003754114
fifteen,30,26,0.003421024
fifteen,31,26,0.003119457
fifteen,32,26,0.002846333
fifteen,33,26,0.002598867
fifteen,34,26,0.002374542
fifteen,35,26,0.002171089
fifteen,36,26,0.001986464
fifteen,37,26,0.001818825
fifteen,38,26,0.001666515
fifteen,39,26,0.001528046
fifteen,40,26,0.001402078
fifteen,41,26,0.001287405
fifteen,42,26,0.001182945
fifteen,43,26,0.001087723
fifteen,44,26,0.001000863
fifteen,45,26,0.000921575
fifteen,46,26,0.00084915
fifteen,47,26,0.000782948
fifteen,48,26,0.000722392
fifteen,49,26,0.000666962
fifteen,50,26,0.00061619
two,1,27,0
two,2,27,5.87E-06
two,3,27,1.17E-05
two,4,27,1.76E-05
two,5,27,2.34E-05
two,6,27,2.93E-05
two,7,27,3.51E-05
two,8,27,4.10E-05
two,9,27,4.68E-05
two,10,27,5.27E-05
two,11,27,5.85E-05
two,12,27,6.43E-05
two,13,27,7.02E-05
two,14,27,7.60E-05
two,15,27,8.18E-05
two,16,27,8.76E-05
two,17,27,9.34E-05
two,18,27,9.92E-05
two,19,27,0.000105044
two,20,27,0.000110846
two,21,27,0.000116644
two,22,27,0.000122438
two,23,27,0.000128229
two,24,27,0.000134016
two,25,27,0.0001398
two,26,27,0.000145581
two,27,27,0.000151358
two,28,27,0.000157131
two,29,27,0.000162901
two,30,27,0.000168668
two,31,27,0.000174431
two,32,27,0.00018019
two,33,27,0.000185946
two,34,27,0.000191699
two,35,27,0.000197448
two,36,27,0.000203194
two,37,27,0.000208937
two,38,27,0.000214676
two,39,27,0.000220412
two,40,27,0.000226144
two,41,27,0.000231873
two,42,27,0.000237599
two,43,27,0.000243321
two,44,27,0.00024904
two,45,27,0.000254756
two,46,27,0.000260468
two,47,27,0.000266177
two,48,27,0.000271883
two,49,27,0.000277585
two,50,27,0.000283284
ten,1,27,0
ten,2,27,0.006934335
ten,3,27,0.012655406
ten,4,27,0.017356726
ten,5,27,0.021199412
ten,6,27,0.024318051
ten,7,27,0.026825418
ten,8,27,0.028816272
ten,9,27,0.030370442
ten,10,27,0.031555341
ten,11,27,0.03242802
ten,12,27,0.033036858
ten,13,27,0.03342295
ten,14,27,0.033621267
ten,15,27,0.033661603
ten,16,27,0.033569379
ten,17,27,0.033366304
ten,18,27,0.033070936
ten,19,27,0.032699149
ten,20,27,0.032264526
ten,21,27,0.031778698
ten,22,27,0.031251617
ten,23,27,0.030691807
ten,24,27,0.030106555
ten,25,27,0.029502096
ten,26,27,0.028883751
ten,27,27,0.028256061
ten,28,27,0.027622889
ten,29,27,0.02698752
ten,30,27,0.026352734
ten,31,27,0.025720879
ten,32,27,0.025093927
ten,33,27,0.024473528
ten,34,27,0.023861054
ten,35,27,0.023257633
ten,36,27,0.022664186
ten,37,27,0.022081456
ten,38,27,0.021510029
ten,39,27,0.020950357
ten,40,27,0.02040278
ten,41,27,0.019867537
ten,42,27,0.019344784
ten,43,27,0.018834602
ten,44,27,0.018337013
ten,45,27,0.017851986
ten,46,27,0.017379445
ten,47,27,0.016919276
ten,48,27,0.016471334
ten,49,27,0.016035449
ten,50,27,0.015611427
twenty,1,27,0
twenty,2,27,0.012754682
twenty,3,27,0.018575029
twenty,4,27,0.020457109
twenty,5,27,0.020183728
twenty,6,27,0.018807997
twenty,7,27,0.016943394
twenty,8,27,0.014938782
twenty,9,27,0.01298447
twenty,10,27,0.01117664
twenty,11,27,0.009556496
twenty,12,27,0.008133982
twenty,13,27,0.006902079
twenty,14,27,0.005845316
twenty,15,27,0.004944752
twenty,16,27,0.004180798
twenty,17,27,0.003534748
twenty,18,27,0.002989518
twenty,19,27,0.002529942
twenty,20,27,0.002142804
twenty,21,27,0.001816735
twenty,22,27,0.001542041
twenty,23,27,0.001310509
twenty,24,27,0.001115215
twenty,25,27,0.000950338
twenty,26,27,0.000810993
twenty,27,27,0.00069309
twenty,28,27,0.000593206
twenty,29,27,0.000508476
twenty,30,27,0.000436502
twenty,31,27,0.00037528
twenty,32,27,0.000323128
twenty,33,27,0.000278639
twenty,34,27,0.000240632
twenty,35,27,0.000208114
twenty,36,27,0.000180253
twenty,37,27,0.000156346
twenty,38,27,0.000135803
twenty,39,27,0.000118124
twenty,40,27,0.00010289
twenty,41,27,8.97E-05
twenty,42,27,7.84E-05
twenty,43,27,6.85E-05
twenty,44,27,6.00E-05
twenty,45,27,5.26E-05
twenty,46,27,4.62E-05
twenty,47,27,4.06E-05
twenty,48,27,3.57E-05
twenty,49,27,3.15E-05
twenty,50,27,2.78E-05
five,1,27,0
five,2,27,0.001213263
five,3,27,0.002394132
five,4,27,0.003543762
five,5,27,0.00466325
five,6,27,0.005753644
five,7,27,0.006815938
five,8,27,0.007851081
five,9,27,0.008859979
five,10,27,0.009843495
five,11,27,0.010802455
five,12,27,0.011737648
five,13,27,0.012649828
five,14,27,0.013539718
five,15,27,0.014408009
five,16,27,0.015255365
five,17,27,0.016082421
five,18,27,0.016889787
five,19,27,0.017678048
five,20,27,0.018447767
five,21,27,0.019199483
five,22,27,0.019933717
five,23,27,0.020650966
five,24,27,0.021351713
five,25,27,0.02203642
five,26,27,0.022705531
five,27,27,0.023359477
five,28,27,0.023998671
five,29,27,0.024623513
five,30,27,0.025234386
five,31,27,0.025831663
five,32,27,0.026415701
five,33,27,0.026986848
five,34,27,0.027545437
five,35,27,0.028091791
five,36,27,0.028626224
five,37,27,0.029149036
five,38,27,0.029660521
five,39,27,0.030160961
five,40,27,0.03065063
five,41,27,0.031129792
five,42,27,0.031598704
five,43,27,0.032057614
five,44,27,0.032506764
five,45,27,0.032946387
five,46,27,0.033376709
five,47,27,0.033797949
five,48,27,0.03421032
five,49,27,0.034614029
five,50,27,0.035009277
fifteen,1,27,0
fifteen,2,27,0.010942196
fifteen,3,27,0.017876424
fifteen,4,27,0.022015948
fifteen,5,27,0.024218054
fifteen,6,27,0.025089874
fifteen,7,27,0.025061824
fifteen,8,27,0.024438908
fifteen,9,27,0.023436801
fifteen,10,27,0.02220737
fifteen,11,27,0.020856807
fifteen,12,27,0.01945858
fifteen,13,27,0.018062718
fifteen,14,27,0.016702482
fifteen,15,27,0.015399177
fifteen,16,27,0.014165626
fifteen,17,27,0.013008681
fifteen,18,27,0.011931039
fifteen,19,27,0.010932551
fifteen,20,27,0.010011167
fifteen,21,27,0.009163615
fifteen,22,27,0.008385886
fifteen,23,27,0.007673573
fifteen,24,27,0.007022112
fifteen,25,27,0.00642695
fifteen,26,27,0.005883648
fifteen,27,27,0.005387961
fifteen,28,27,0.004935875
fifteen,29,27,0.004523633
fifteen,30,27,0.004147743
fifteen,31,27,0.003804981
fifteen,32,27,0.003492378
fifteen,33,27,0.003207215
fifteen,34,27,0.002947005
fifteen,35,27,0.00270948
fifteen,36,27,0.002492575
fifteen,37,27,0.002294413
fifteen,38,27,0.002113289
fifteen,39,27,0.001947654
fifteen,40,27,0.001796105
fifteen,41,27,0.001657369
fifteen,42,27,0.001530291
fifteen,43,27,0.001413826
fifteen,44,27,0.001307025
fifteen,45,27,0.001209029
fifteen,46,27,0.00111906
fifteen,47,27,0.001036409
fifteen,48,27,0.000960437
fifteen,49,27,0.000890562
fifteen,50,27,0.000826256
two,1,28,0
two,2,28,3.91E-06
two,3,28,7.82E-06
two,4,28,1.17E-05
two,5,28,1.56E-05
two,6,28,1.95E-05
two,7,28,2.34E-05
two,8,28,2.73E-05
two,9,28,3.12E-05
two,10,28,3.51E-05
two,11,28,3.90E-05
two,12,28,4.29E-05
two,13,28,4.68E-05
two,14,28,5.07E-05
two,15,28,5.46E-05
two,16,28,5.85E-05
two,17,28,6.24E-05
two,18,28,6.62E-05
two,19,28,7.01E-05
two,20,28,7.40E-05
two,21,28,7.79E-05
two,22,28,8.18E-05
two,23,28,8.56E-05
two,24,28,8.95E-05
two,25,28,9.34E-05
two,26,28,9.72E-05
two,27,28,0.0001011
two,28,28,0.000104964
two,29,28,0.000108827
two,30,28,0.000112687
two,31,28,0.000116546
two,32,28,0.000120403
two,33,28,0.000124259
two,34,28,0.000128113
two,35,28,0.000131965
two,36,28,0.000135815
two,37,28,0.000139663
two,38,28,0.00014351
two,39,28,0.000147355
two,40,28,0.000151199
two,41,28,0.00015504
two,42,28,0.00015888
two,43,28,0.000162718
two,44,28,0.000166555
two,45,28,0.00017039
two,46,28,0.000174223
two,47,28,0.000178054
two,48,28,0.000181884
two,49,28,0.000185712
two,50,28,0.000189538
ten,1,28,0
ten,2,28,0.006303941
ten,3,28,0.011596829
ten,4,28,0.016027519
ten,5,28,0.019721728
ten,6,28,0.022785944
ten,7,28,0.025310615
ten,8,28,0.027372766
ten,9,28,0.029038142
ten,10,28,0.030362984
ten,11,28,0.031395502
ten,12,28,0.0321771
ten,13,28,0.032743396
ten,14,28,0.033125079
ten,15,28,0.033348631
ten,16,28,0.03343693
ten,17,28,0.033409766
ten,18,28,0.033284274
ten,19,28,0.0330753
ten,20,28,0.032795723
ten,21,28,0.032456715
ten,22,28,0.032067974
ten,23,28,0.031637921
ten,24,28,0.031173871
ten,25,28,0.030682173
ten,26,28,0.030168338
ten,27,28,0.02963715
ten,28,28,0.029092755
ten,29,28,0.028538746
ten,30,28,0.02797823
ten,31,28,0.027413892
ten,32,28,0.026848047
ten,33,28,0.026282685
ten,34,28,0.025719515
ten,35,28,0.025159997
ten,36,28,0.024605372
ten,37,28,0.024056695
ten,38,28,0.023514851
ten,39,28,0.022980581
ten,40,28,0.022454499
ten,41,28,0.021937107
ten,42,28,0.021428808
ten,43,28,0.020929922
ten,44,28,0.020440694
ten,45,28,0.019961304
ten,46,28,0.019491875
ten,47,28,0.019032482
ten,48,28,0.018583158
ten,49,28,0.018143898
ten,50,28,0.017714665
twenty,1,28,0
twenty,2,28,0.012147316
twenty,3,28,0.017990691
twenty,4,28,0.020135402
twenty,5,28,0.020175674
twenty,6,28,0.019081533
twenty,7,28,0.017436811
twenty,8,28,0.015586419
twenty,9,28,0.013727884
twenty,10,28,0.011968406
twenty,11,28,0.010360466
twenty,12,28,0.008924024
twenty,13,28,0.007660308
twenty,14,28,0.006560313
twenty,15,28,0.005609983
twenty,16,28,0.004793306
twenty,17,28,0.004094107
twenty,18,28,0.003497032
twenty,19,28,0.002988037
twenty,20,28,0.002554584
twenty,21,28,0.00218566
twenty,22,28,0.001871699
twenty,23,28,0.001604466
twenty,24,28,0.001376908
twenty,25,28,0.001183012
twenty,26,28,0.00101767
twenty,27,28,0.000876548
twenty,28,28,0.000755977
twenty,29,28,0.000652852
twenty,30,28,0.000564546
