Pop,Theta,samplingSize,n.seg.sites
3,twenty,4,71
3,twenty,4,63
3,twenty,4,60
3,twenty,4,5
3,twenty,4,70
3,twenty,4,67
3,twenty,4,67
3,twenty,4,68
3,twenty,4,32
3,twenty,4,18
3,twenty,8,83
3,twenty,8,81
3,twenty,8,80
3,twenty,8,71
3,twenty,8,80
3,twenty,8,72
3,twenty,8,81
3,twenty,8,70
3,twenty,8,67
3,twenty,8,74
3,twenty,8,82
3,twenty,8,30
3,twenty,8,71
3,twenty,8,75
3,twenty,8,69
3,twenty,8,73
3,twenty,8,72
3,twenty,8,75
3,twenty,8,79
3,twenty,8,88
3,twenty,8,66
3,twenty,8,72
3,twenty,8,74
3,twenty,8,79
3,twenty,8,79
3,twenty,8,87
3,twenty,8,90
3,twenty,8,77
3,twenty,8,84
3,twenty,8,74
3,twenty,8,84
3,twenty,8,74
3,twenty,8,77
3,twenty,8,73
3,twenty,8,73
3,twenty,8,76
3,twenty,8,72
3,twenty,8,72
3,twenty,8,69
3,twenty,8,78
3,twenty,8,73
3,twenty,8,79
3,twenty,8,75
3,twenty,8,71
3,twenty,8,80
3,twenty,8,82
3,twenty,8,72
3,twenty,8,81
3,twenty,8,78
3,twenty,8,69
3,twenty,8,75
3,twenty,8,78
3,twenty,8,73
3,twenty,8,82
3,twenty,8,79
3,twenty,8,34
3,twenty,8,78
3,twenty,8,73
3,twenty,8,77
3,twenty,8,79
3,twenty,8,84
3,twenty,8,76
3,twenty,8,87
3,twenty,8,72
3,twenty,8,81
3,twenty,8,74
3,twenty,8,85
3,twenty,8,72
3,twenty,8,72
3,twenty,8,78
3,twenty,8,80
3,twenty,8,80
3,twenty,8,81
3,twenty,8,90
3,twenty,8,72
3,twenty,8,83
3,twenty,8,18
3,twenty,8,74
3,twenty,8,75
3,twenty,8,83
3,twenty,8,73
3,twenty,8,70
3,twenty,8,74
3,twenty,8,84
3,twenty,8,83
3,twenty,8,67
3,twenty,8,79
3,twenty,8,73
3,twenty,8,78
3,twenty,8,75
3,twenty,8,82
3,twenty,8,74
3,twenty,8,72
3,twenty,8,85
3,twenty,8,85
3,twenty,8,77
3,twenty,8,81
3,twenty,8,74
3,twenty,8,80
3,twenty,8,82
3,twenty,16,80
3,twenty,16,90
3,twenty,16,94
3,twenty,16,85
3,twenty,16,77
3,twenty,16,94
3,twenty,16,82
3,twenty,16,83
3,twenty,16,85
3,twenty,16,91
3,twenty,16,94
3,twenty,16,99
3,twenty,16,85
3,twenty,16,102
3,twenty,16,90
3,twenty,16,95
3,twenty,16,98
3,twenty,16,89
3,twenty,16,84
3,twenty,16,94
3,twenty,16,87
3,twenty,16,91
3,twenty,16,86
3,twenty,16,95
3,twenty,16,96
3,twenty,16,95
3,twenty,16,84
3,twenty,16,91
3,twenty,16,92
3,twenty,16,81
3,twenty,16,89
3,twenty,16,85
3,twenty,16,91
3,twenty,16,93
3,twenty,16,90
3,twenty,16,89
3,twenty,16,90
3,twenty,16,94
3,twenty,16,79
3,twenty,16,94
3,twenty,16,81
3,twenty,16,91
3,twenty,16,88
3,twenty,16,86
3,twenty,16,88
3,twenty,16,84
3,twenty,16,87
3,twenty,16,87
3,twenty,16,99
3,twenty,16,91
3,twenty,16,91
3,twenty,16,86
3,twenty,16,91
3,twenty,16,83
3,twenty,16,76
3,twenty,16,101
3,twenty,16,88
3,twenty,16,94
3,twenty,16,78
3,twenty,16,84
3,twenty,16,84
3,twenty,16,84
3,twenty,16,87
3,twenty,16,82
3,twenty,16,85
3,twenty,16,85
3,twenty,16,88
3,twenty,16,81
3,twenty,16,89
3,twenty,16,84
3,twenty,16,89
3,twenty,16,89
3,twenty,16,78
3,twenty,16,84
3,twenty,16,78
3,twenty,16,87
3,twenty,16,96
3,twenty,16,97
3,twenty,16,94
3,twenty,16,99
3,twenty,16,82
3,twenty,16,87
3,twenty,16,93
3,twenty,16,87
3,twenty,16,92
3,twenty,16,91
3,twenty,16,82
3,twenty,16,96
3,twenty,16,84
3,twenty,16,80
3,twenty,16,82
3,twenty,16,95
3,twenty,16,88
3,twenty,16,91
3,twenty,16,80
3,twenty,16,93
3,twenty,16,85
3,twenty,16,83
3,twenty,16,89
3,twenty,16,77
3,twenty,32,103
3,twenty,32,87
3,twenty,32,105
3,twenty,32,98
3,twenty,32,108
3,twenty,32,95
3,twenty,32,98
3,twenty,32,103
3,twenty,32,100
3,twenty,32,99
3,twenty,32,91
3,twenty,32,104
3,twenty,32,96
3,twenty,32,105
3,twenty,32,98
3,twenty,32,102
3,twenty,32,108
3,twenty,32,101
3,twenty,32,108
3,twenty,32,101
3,twenty,32,102
3,twenty,32,104
3,twenty,32,101
3,twenty,32,107
3,twenty,32,106
3,twenty,32,99
3,twenty,32,89
3,twenty,32,103
3,twenty,32,104
3,twenty,32,100
3,twenty,32,107
3,twenty,32,95
3,twenty,32,92
3,twenty,32,100
3,twenty,32,99
3,twenty,32,92
3,twenty,32,104
3,twenty,32,107
3,twenty,32,109
3,twenty,32,103
3,twenty,32,93
3,twenty,32,100
3,twenty,32,110
3,twenty,32,90
3,twenty,32,96
3,twenty,32,103
3,twenty,32,102
3,twenty,32,99
3,twenty,32,94
3,twenty,32,100
3,twenty,32,101
3,twenty,32,118
3,twenty,32,94
3,twenty,32,103
3,twenty,32,97
3,twenty,32,104
3,twenty,32,96
3,twenty,32,103
3,twenty,32,97
3,twenty,32,99
3,twenty,32,97
3,twenty,32,93
3,twenty,32,91
3,twenty,32,87
3,twenty,32,91
3,twenty,32,103
3,twenty,32,105
3,twenty,32,103
3,twenty,32,105
3,twenty,32,94
3,twenty,32,102
3,twenty,32,102
3,twenty,32,101
3,twenty,32,95
3,twenty,32,110
3,twenty,32,97
3,twenty,32,97
3,twenty,32,101
3,twenty,32,86
3,twenty,32,101
3,twenty,32,105
3,twenty,32,99
3,twenty,32,110
3,twenty,32,91
3,twenty,32,104
3,twenty,32,101
3,twenty,32,104
3,twenty,32,100
3,twenty,32,105
3,twenty,32,102
3,twenty,32,98
3,twenty,32,109
3,twenty,32,104
3,twenty,32,103
3,twenty,32,99
3,twenty,32,104
3,twenty,32,103
3,twenty,32,106
3,twenty,32,106
3,twenty,32,103
3,twenty,64,112
3,twenty,64,109
3,twenty,64,111
3,twenty,64,108
3,twenty,64,109
3,twenty,64,113
3,twenty,64,108
3,twenty,64,114
3,twenty,64,118
3,twenty,64,113
3,twenty,64,112
3,twenty,64,110
3,twenty,64,101
3,twenty,64,114
3,twenty,64,114
3,twenty,64,113
3,twenty,64,121
3,twenty,64,110
3,twenty,64,113
3,twenty,64,114
3,twenty,64,116
3,twenty,64,113
3,twenty,64,116
3,twenty,64,115
3,twenty,64,112
3,twenty,64,115
3,twenty,64,111
3,twenty,64,114
3,twenty,64,123
3,twenty,64,110
3,twenty,64,116
3,twenty,64,112
3,twenty,64,115
3,twenty,64,109
3,twenty,64,109
3,twenty,64,104
3,twenty,64,121
3,twenty,64,115
3,twenty,64,106
3,twenty,64,119
3,twenty,64,123
3,twenty,64,115
3,twenty,64,119
3,twenty,64,101
3,twenty,64,111
3,twenty,64,110
3,twenty,64,112
3,twenty,64,110
3,twenty,64,117
3,twenty,64,107
3,twenty,64,116
3,twenty,64,119
3,twenty,64,111
3,twenty,64,116
3,twenty,64,118
3,twenty,64,120
3,twenty,64,113
3,twenty,64,112
3,twenty,64,115
3,twenty,64,107
3,twenty,64,113
3,twenty,64,115
3,twenty,64,106
3,twenty,64,117
3,twenty,64,110
3,twenty,64,112
3,twenty,64,110
3,twenty,64,109
3,twenty,64,113
3,twenty,64,113
3,twenty,64,106
3,twenty,64,118
3,twenty,64,109
3,twenty,64,99
3,twenty,64,110
3,twenty,64,117
3,twenty,64,111
3,twenty,64,114
3,twenty,64,111
3,twenty,64,107
3,twenty,64,116
3,twenty,64,115
3,twenty,64,110
3,twenty,64,114
3,twenty,64,110
3,twenty,64,112
3,twenty,64,117
3,twenty,64,108
3,twenty,64,112
3,twenty,64,120
3,twenty,64,113
3,twenty,64,108
3,twenty,64,115
3,twenty,64,110
3,twenty,64,117
3,twenty,64,118
3,twenty,64,109
3,twenty,64,119
3,twenty,64,115
3,twenty,64,110
3,twenty,128,130
3,twenty,128,125
3,twenty,128,126
3,twenty,128,121
3,twenty,128,127
3,twenty,128,124
3,twenty,128,125
3,twenty,128,130
3,twenty,128,117
3,twenty,128,129
3,twenty,128,121
3,twenty,128,121
3,twenty,128,125
3,twenty,128,126
3,twenty,128,129
3,twenty,128,131
3,twenty,128,122
3,twenty,128,122
3,twenty,128,131
3,twenty,128,121
3,twenty,128,121
3,twenty,128,130
3,twenty,128,123
3,twenty,128,129
3,twenty,128,127
3,twenty,128,127
3,twenty,128,127
3,twenty,128,122
3,twenty,128,128
3,twenty,128,123
3,twenty,128,121
3,twenty,128,130
3,twenty,128,129
3,twenty,128,125
3,twenty,128,123
3,twenty,128,125
3,twenty,128,121
3,twenty,128,124
3,twenty,128,126
3,twenty,128,121
3,twenty,128,127
3,twenty,128,127
3,twenty,128,120
3,twenty,128,121
3,twenty,128,130
3,twenty,128,127
3,twenty,128,126
3,twenty,128,123
3,twenty,128,125
3,twenty,128,127
3,twenty,128,125
3,twenty,128,124
3,twenty,128,135
3,twenty,128,124
3,twenty,128,131
3,twenty,128,128
3,twenty,128,125
3,twenty,128,128
3,twenty,128,124
3,twenty,128,126
3,twenty,128,125
3,twenty,128,132
3,twenty,128,124
3,twenty,128,122
3,twenty,128,123
3,twenty,128,132
3,twenty,128,127
3,twenty,128,129
3,twenty,128,125
3,twenty,128,114
3,twenty,128,125
3,twenty,128,123
3,twenty,128,125
3,twenty,128,122
3,twenty,128,125
3,twenty,128,121
3,twenty,128,127
3,twenty,128,131
3,twenty,128,126
3,twenty,128,130
3,twenty,128,123
3,twenty,128,126
3,twenty,128,126
3,twenty,128,122
3,twenty,128,124
3,twenty,128,123
3,twenty,128,125
3,twenty,128,130
3,twenty,128,120
3,twenty,128,131
3,twenty,128,128
3,twenty,128,129
3,twenty,128,125
3,twenty,128,127
3,twenty,128,122
3,twenty,128,127
3,twenty,128,126
3,twenty,128,125
3,twenty,128,122
3,twenty,128,123
4,five,2,32
4,five,2,32
4,five,2,31
4,five,2,32
4,five,2,0
4,five,2,0
4,five,2,33
4,five,2,2
4,five,2,31
4,five,2,32
4,five,2,32
4,five,2,0
4,five,2,30
4,five,2,0
4,five,2,1
4,five,2,29
4,five,2,31
4,five,2,1
4,five,2,32
4,five,2,0
4,five,2,1
4,five,2,29
4,five,2,7
4,five,2,0
4,five,2,34
4,five,2,33
4,five,2,0
4,five,2,0
4,five,2,30
4,five,2,33
4,five,2,29
4,five,2,1
4,five,2,6
4,five,2,31
4,five,2,32
4,five,2,33
4,five,2,29
4,five,2,29
4,five,2,0
4,five,2,32
4,five,2,7
4,five,2,3
4,five,2,7
4,five,2,8
4,five,2,6
4,five,2,30
4,five,2,1
4,five,2,6
4,five,2,6
4,five,2,8
4,five,2,33
4,five,2,31
4,five,2,33
4,five,2,29
4,five,2,33
4,five,2,31
4,five,2,8
4,five,2,32
4,five,2,31
4,five,2,1
4,five,2,1
4,five,2,0
4,five,2,32
4,five,2,1
4,five,2,28
4,five,2,32
4,five,2,32
4,five,2,2
4,five,2,7
4,five,2,31
4,five,2,6
4,five,2,31
4,five,2,1
4,five,2,32
4,five,2,0
4,five,2,32
4,five,2,8
4,five,2,1
4,five,2,3
4,five,2,1
4,five,2,31
4,five,2,7
4,five,2,2
4,five,2,0
4,five,2,1
4,five,2,7
4,five,2,0
4,five,2,2
4,five,2,32
4,five,2,33
4,five,2,1
4,five,2,7
4,five,2,2
4,five,2,7
4,five,2,32
4,five,2,1
4,five,2,30
4,five,2,32
4,five,2,31
4,five,2,10
4,five,4,33
4,five,4,33
4,five,4,31
4,five,4,35
4,five,4,1
4,five,4,33
4,five,4,33
4,five,4,36
4,five,4,33
4,five,4,35
4,five,4,9
4,five,4,32
4,five,4,33
4,five,4,35
4,five,4,34
4,five,4,33
4,five,4,8
4,five,4,33
4,five,4,32
4,five,4,35
4,five,4,33
4,five,4,34
4,five,4,33
4,five,4,36
4,five,4,33
4,five,4,34
4,five,4,36
4,five,4,35
4,five,4,9
4,five,4,35
4,five,4,32
4,five,4,7
4,five,4,33
4,five,4,9
4,five,4,35
4,five,4,3
4,five,4,31
4,five,4,34
4,five,4,34
4,five,4,9
4,five,4,34
4,five,4,34
4,five,4,32
4,five,4,36
4,five,4,33
4,five,4,33
4,five,4,1
4,five,4,34
4,five,4,9
4,five,4,35
4,five,4,32
4,five,4,31
4,five,4,36
4,five,4,1
4,five,4,8
4,five,4,33
4,five,4,33
4,five,4,35
4,five,4,32
4,five,4,34
4,five,4,35
4,five,4,7
4,five,4,35
4,five,4,34
4,five,4,35
4,five,4,35
4,five,4,34
4,five,4,34
4,five,4,34
4,five,4,33
4,five,4,33
4,five,4,32
4,five,4,34
4,five,4,34
4,five,4,8
4,five,4,7
4,five,4,7
4,five,4,35
4,five,4,34
4,five,4,33
4,five,4,7
4,five,4,32
4,five,4,33
4,five,4,34
4,five,4,37
4,five,4,7
4,five,4,34
4,five,4,32
4,five,4,34
4,five,4,35
4,five,4,33
4,five,4,7
4,five,4,31
4,five,4,8
4,five,4,33
4,five,4,33
4,five,4,34
4,five,4,32
4,five,4,34
4,five,4,32
4,five,8,36
4,five,8,38
4,five,8,36
4,five,8,37
4,five,8,35
4,five,8,8
4,five,8,36
4,five,8,37
4,five,8,37
4,five,8,39
4,five,8,37
4,five,8,38
4,five,8,36
4,five,8,34
4,five,8,37
4,five,8,38
4,five,8,36
4,five,8,34
4,five,8,37
4,five,8,36
4,five,8,35
4,five,8,35
4,five,8,36
4,five,8,36
4,five,8,33
4,five,8,36
4,five,8,35
4,five,8,37
4,five,8,34
4,five,8,37
4,five,8,36
4,five,8,38
4,five,8,38
4,five,8,36
4,five,8,36
4,five,8,36
4,five,8,40
4,five,8,36
4,five,8,37
4,five,8,35
4,five,8,34
4,five,8,35
4,five,8,38
4,five,8,35
4,five,8,33
4,five,8,36
4,five,8,37
4,five,8,37
4,five,8,35
4,five,8,39
4,five,8,38
4,five,8,35
4,five,8,39
4,five,8,35
4,five,8,38
4,five,8,36
4,five,8,36
4,five,8,36
4,five,8,38
4,five,8,37
4,five,8,8
4,five,8,37
4,five,8,35
4,five,8,35
4,five,8,37
4,five,8,34
4,five,8,37
4,five,8,38
4,five,8,35
4,five,8,36
4,five,8,35
4,five,8,38
4,five,8,38
4,five,8,35
4,five,8,33
4,five,8,39
4,five,8,34
4,five,8,37
4,five,8,36
4,five,8,36
4,five,8,37
4,five,8,38
4,five,8,39
4,five,8,34
4,five,8,35
4,five,8,35
4,five,8,35
4,five,8,38
4,five,8,36
4,five,8,2
4,five,8,34
4,five,8,35
4,five,8,34
4,five,8,38
4,five,8,36
4,five,8,34
4,five,8,35
4,five,8,32
4,five,8,34
4,five,8,36
4,five,16,36
4,five,16,40
4,five,16,37
4,five,16,38
4,five,16,36
4,five,16,36
4,five,16,38
4,five,16,39
4,five,16,37
4,five,16,37
4,five,16,37
4,five,16,38
4,five,16,37
4,five,16,38
4,five,16,38
4,five,16,40
4,five,16,41
4,five,16,38
4,five,16,40
4,five,16,40
4,five,16,36
4,five,16,41
4,five,16,39
4,five,16,40
4,five,16,42
4,five,16,38
4,five,16,38
4,five,16,37
4,five,16,40
4,five,16,35
4,five,16,37
4,five,16,37
4,five,16,39
4,five,16,42
4,five,16,37
4,five,16,38
4,five,16,40
4,five,16,41
4,five,16,38
4,five,16,40
4,five,16,38
4,five,16,37
4,five,16,38
4,five,16,40
4,five,16,42
4,five,16,42
4,five,16,40
4,five,16,39
4,five,16,38
4,five,16,38
4,five,16,42
4,five,16,39
4,five,16,41
4,five,16,38
4,five,16,40
4,five,16,38
4,five,16,38
4,five,16,39
4,five,16,41
4,five,16,37
4,five,16,37
4,five,16,40
4,five,16,39
4,five,16,41
4,five,16,36
4,five,16,42
4,five,16,42
4,five,16,39
4,five,16,39
4,five,16,39
4,five,16,36
4,five,16,37
4,five,16,37
4,five,16,34
4,five,16,40
4,five,16,37
4,five,16,38
4,five,16,40
4,five,16,38
4,five,16,39
4,five,16,39
4,five,16,38
4,five,16,41
4,five,16,37
4,five,16,37
4,five,16,38
4,five,16,41
4,five,16,38
4,five,16,38
4,five,16,36
4,five,16,38
4,five,16,37
4,five,16,39
4,five,16,40
4,five,16,39
4,five,16,40
4,five,16,38
4,five,16,39
4,five,16,36
4,five,16,40
4,five,32,43
4,five,32,46
4,five,32,41
4,five,32,43
4,five,32,40
4,five,32,41
4,five,32,43
4,five,32,44
4,five,32,43
4,five,32,46
4,five,32,41
4,five,32,41
4,five,32,44
4,five,32,44
4,five,32,42
4,five,32,40
4,five,32,45
4,five,32,45
4,five,32,42
4,five,32,43
4,five,32,43
4,five,32,41
4,five,32,39
4,five,32,42
4,five,32,40
4,five,32,40
4,five,32,45
4,five,32,40
4,five,32,39
4,five,32,43
4,five,32,40
4,five,32,42
4,five,32,39
4,five,32,43
4,five,32,41
4,five,32,41
4,five,32,44
4,five,32,42
4,five,32,44
4,five,32,42
4,five,32,43
4,five,32,41
4,five,32,44
4,five,32,41
4,five,32,42
4,five,32,45
4,five,32,43
4,five,32,38
4,five,32,46
4,five,32,42
4,five,32,43
4,five,32,41
4,five,32,46
4,five,32,42
4,five,32,41
4,five,32,44
4,five,32,41
4,five,32,45
4,five,32,44
4,five,32,40
4,five,32,42
4,five,32,43
4,five,32,44
4,five,32,43
4,five,32,45
4,five,32,42
4,five,32,42
4,five,32,40
4,five,32,46
4,five,32,41
4,five,32,43
4,five,32,43
4,five,32,40
4,five,32,45
4,five,32,46
4,five,32,45
4,five,32,43
4,five,32,44
4,five,32,42
4,five,32,42
4,five,32,43
4,five,32,39
4,five,32,39
4,five,32,44
4,five,32,35
4,five,32,40
4,five,32,42
4,five,32,43
4,five,32,44
4,five,32,43
4,five,32,43
4,five,32,38
4,five,32,41
4,five,32,45
4,five,32,45
4,five,32,45
4,five,32,41
4,five,32,41
4,five,32,42
4,five,32,40
4,five,64,44
4,five,64,47
4,five,64,50
4,five,64,45
4,five,64,44
4,five,64,53
4,five,64,50
4,five,64,45
4,five,64,44
4,five,64,43
4,five,64,46
4,five,64,40
4,five,64,51
4,five,64,45
4,five,64,46
4,five,64,43
4,five,64,44
4,five,64,47
4,five,64,43
4,five,64,45
4,five,64,43
4,five,64,48
4,five,64,46
4,five,64,45
4,five,64,48
4,five,64,45
4,five,64,49
4,five,64,46
4,five,64,49
4,five,64,45
4,five,64,44
4,five,64,47
4,five,64,45
4,five,64,47
4,five,64,47
4,five,64,49
4,five,64,49
4,five,64,46
4,five,64,43
4,five,64,46
4,five,64,48
4,five,64,45
4,five,64,48
4,five,64,45
4,five,64,44
4,five,64,46
4,five,64,48
4,five,64,47
4,five,64,47
4,five,64,51
4,five,64,45
4,five,64,52
4,five,64,45
4,five,64,47
4,five,64,45
4,five,64,48
4,five,64,44
4,five,64,46
4,five,64,46
4,five,64,51
4,five,64,47
4,five,64,48
4,five,64,48
4,five,64,44
4,five,64,50
4,five,64,47
4,five,64,44
4,five,64,44
4,five,64,44
4,five,64,45
4,five,64,44
4,five,64,45
4,five,64,41
4,five,64,48
4,five,64,46
4,five,64,43
4,five,64,46
4,five,64,47
4,five,64,47
4,five,64,48
4,five,64,46
4,five,64,47
4,five,64,44
4,five,64,43
4,five,64,49
4,five,64,44
4,five,64,43
4,five,64,48
4,five,64,46
4,five,64,45
4,five,64,44
4,five,64,45
4,five,64,47
4,five,64,48
4,five,64,46
4,five,64,50
4,five,64,51
4,five,64,41
4,five,64,45
4,five,64,46
4,five,128,49
4,five,128,49
4,five,128,47
4,five,128,52
4,five,128,50
4,five,128,49
4,five,128,45
4,five,128,48
4,five,128,49
4,five,128,46
4,five,128,47
4,five,128,51
4,five,128,54
4,five,128,50
4,five,128,49
4,five,128,52
4,five,128,51
4,five,128,48
4,five,128,49
4,five,128,48
4,five,128,52
4,five,128,47
4,five,128,50
4,five,128,51
4,five,128,48
4,five,128,54
4,five,128,49
4,five,128,48
4,five,128,52
4,five,128,52
4,five,128,49
4,five,128,47
4,five,128,50
4,five,128,50
4,five,128,50
4,five,128,51
4,five,128,45
4,five,128,54
4,five,128,51
4,five,128,53
4,five,128,48
4,five,128,50
4,five,128,52
4,five,128,51
4,five,128,50
4,five,128,49
4,five,128,49
4,five,128,55
4,five,128,52
4,five,128,45
4,five,128,51
4,five,128,50
4,five,128,50
4,five,128,48
4,five,128,51
4,five,128,48
4,five,128,51
4,five,128,51
4,five,128,48
4,five,128,47
4,five,128,48
4,five,128,46
4,five,128,48
4,five,128,49
4,five,128,52
4,five,128,48
4,five,128,52
4,five,128,51
4,five,128,47
4,five,128,50
4,five,128,47
4,five,128,47
4,five,128,49
4,five,128,53
4,five,128,52
4,five,128,50
4,five,128,48
4,five,128,49
4,five,128,51
4,five,128,52
4,five,128,50
4,five,128,48
4,five,128,52
4,five,128,51
4,five,128,53
4,five,128,47
4,five,128,48
4,five,128,48
4,five,128,51
4,five,128,50
4,five,128,50
4,five,128,48
4,five,128,49
4,five,128,49
4,five,128,45
4,five,128,49
4,five,128,49
4,five,128,51
4,five,128,47
4,five,128,52
5,fifteen,2,7
5,fifteen,2,25
5,fifteen,2,5
5,fifteen,2,15
5,fifteen,2,5
5,fifteen,2,9
5,fifteen,2,14
5,fifteen,2,4
5,fifteen,2,20
5,fifteen,2,7
5,fifteen,2,65
5,fifteen,2,5
5,fifteen,2,1
5,fifteen,2,27
5,fifteen,2,29
5,fifteen,2,5
5,fifteen,2,4
5,fifteen,2,4
5,fifteen,2,4
5,fifteen,2,4
5,fifteen,2,1
5,fifteen,2,0
5,fifteen,2,68
5,fifteen,2,3
5,fifteen,2,7
5,fifteen,2,2
5,fifteen,2,64
5,fifteen,2,5
5,fifteen,2,67
5,fifteen,2,15
5,fifteen,2,28
5,fifteen,2,14
5,fifteen,2,0
5,fifteen,2,15
5,fifteen,2,4
5,fifteen,2,1
5,fifteen,2,5
5,fifteen,2,0
5,fifteen,2,6
5,fifteen,2,25
5,fifteen,2,4
5,fifteen,2,6
5,fifteen,2,69
5,fifteen,2,0
5,fifteen,2,8
5,fifteen,2,1
5,fifteen,2,7
5,fifteen,2,1
5,fifteen,2,4
5,fifteen,2,5
5,fifteen,2,2
5,fifteen,2,68
5,fifteen,2,64
5,fifteen,2,1
5,fifteen,2,27
5,fifteen,2,4
5,fifteen,2,5
5,fifteen,2,67
5,fifteen,2,6
5,fifteen,2,66
5,fifteen,2,5
5,fifteen,2,0
5,fifteen,2,4
5,fifteen,2,68
5,fifteen,2,8
5,fifteen,2,0
5,fifteen,2,15
5,fifteen,2,4
5,fifteen,2,1
5,fifteen,2,2
5,fifteen,2,29
5,fifteen,2,14
5,fifteen,2,6
5,fifteen,2,0
5,fifteen,2,4
5,fifteen,2,0
5,fifteen,2,5
5,fifteen,2,69
5,fifteen,2,2
5,fifteen,2,65
5,fifteen,2,4
5,fifteen,2,26
5,fifteen,2,65
5,fifteen,2,11
5,fifteen,2,25
5,fifteen,2,7
5,fifteen,2,15
5,fifteen,2,4
5,fifteen,2,0
5,fifteen,2,14
5,fifteen,2,6
5,fifteen,2,0
5,fifteen,2,25
5,fifteen,2,3
5,fifteen,2,26
5,fifteen,2,1
5,fifteen,2,4
5,fifteen,2,25
5,fifteen,2,0
5,fifteen,2,14
5,fifteen,4,64
5,fifteen,4,68
5,fifteen,4,7
5,fifteen,4,8
5,fifteen,4,5
5,fifteen,4,13
5,fifteen,4,31
5,fifteen,4,70
5,fifteen,4,80
5,fifteen,4,14
5,fifteen,4,6
5,fifteen,4,65
5,fifteen,4,74
5,fifteen,4,33
5,fifteen,4,9
5,fifteen,4,8
5,fifteen,4,67
5,fifteen,4,75
5,fifteen,4,21
5,fifteen,4,21
5,fifteen,4,26
5,fifteen,4,33
5,fifteen,4,5
5,fifteen,4,8
5,fifteen,4,15
5,fifteen,4,69
5,fifteen,4,28
5,fifteen,4,6
5,fifteen,4,19
5,fifteen,4,6
5,fifteen,4,85
5,fifteen,4,27
5,fifteen,4,68
5,fifteen,4,6
5,fifteen,4,19
5,fifteen,4,0
5,fifteen,4,31
5,fifteen,4,6
5,fifteen,4,66
5,fifteen,4,7
5,fifteen,4,75
5,fifteen,4,10
5,fifteen,4,82
5,fifteen,4,80
5,fifteen,4,4
5,fifteen,4,79
5,fifteen,4,18
5,fifteen,4,17
5,fifteen,4,14
5,fifteen,4,7
5,fifteen,4,31
5,fifteen,4,19
5,fifteen,4,9
5,fifteen,4,21
5,fifteen,4,7
5,fifteen,4,69
5,fifteen,4,11
5,fifteen,4,80
5,fifteen,4,32
5,fifteen,4,20
5,fifteen,4,5
5,fifteen,4,35
5,fifteen,4,7
5,fifteen,4,26
5,fifteen,4,29
5,fifteen,4,3
5,fifteen,4,6
5,fifteen,4,73
5,fifteen,4,5
5,fifteen,4,29
5,fifteen,4,30
5,fifteen,4,33
5,fifteen,4,9
5,fifteen,4,11
5,fifteen,4,6
5,fifteen,4,19
5,fifteen,4,7
5,fifteen,4,1
5,fifteen,4,10
5,fifteen,4,69
5,fifteen,4,66
5,fifteen,4,4
5,fifteen,4,8
5,fifteen,4,66
5,fifteen,4,17
5,fifteen,4,30
5,fifteen,4,17
5,fifteen,4,67
5,fifteen,4,28
5,fifteen,4,6
5,fifteen,4,18
5,fifteen,4,11
5,fifteen,4,5
5,fifteen,4,27
5,fifteen,4,73
5,fifteen,4,10
5,fifteen,4,18
5,fifteen,4,15
5,fifteen,4,78
5,fifteen,4,13
5,fifteen,8,82
5,fifteen,8,30
5,fifteen,8,41
5,fifteen,8,45
5,fifteen,8,88
5,fifteen,8,24
5,fifteen,8,98
5,fifteen,8,77
5,fifteen,8,37
5,fifteen,8,34
5,fifteen,8,8
5,fifteen,8,85
5,fifteen,8,71
5,fifteen,8,23
5,fifteen,8,43
5,fifteen,8,23
5,fifteen,8,12
5,fifteen,8,98
5,fifteen,8,77
5,fifteen,8,25
5,fifteen,8,42
5,fifteen,8,38
5,fifteen,8,18
5,fifteen,8,71
5,fifteen,8,17
5,fifteen,8,83
5,fifteen,8,85
5,fifteen,8,92
5,fifteen,8,9
5,fifteen,8,40
5,fifteen,8,91
5,fifteen,8,35
5,fifteen,8,38
5,fifteen,8,70
5,fifteen,8,23
5,fifteen,8,27
5,fifteen,8,70
5,fifteen,8,8
5,fifteen,8,13
5,fifteen,8,10
5,fifteen,8,10
5,fifteen,8,27
5,fifteen,8,17
5,fifteen,8,41
5,fifteen,8,92
5,fifteen,8,91
5,fifteen,8,81
5,fifteen,8,9
5,fifteen,8,75
5,fifteen,8,39
5,fifteen,8,23
5,fifteen,8,38
5,fifteen,8,97
5,fifteen,8,77
5,fifteen,8,77
5,fifteen,8,77
5,fifteen,8,74
5,fifteen,8,43
5,fifteen,8,12
5,fifteen,8,73
5,fifteen,8,90
5,fifteen,8,91
5,fifteen,8,29
5,fifteen,8,21
5,fifteen,8,35
5,fifteen,8,90
5,fifteen,8,92
5,fifteen,8,72
5,fifteen,8,95
5,fifteen,8,44
5,fifteen,8,72
5,fifteen,8,38
5,fifteen,8,70
5,fifteen,8,74
5,fifteen,8,24
5,fifteen,8,92
5,fifteen,8,24
5,fifteen,8,35
5,fifteen,8,37
5,fifteen,8,35
5,fifteen,8,44
5,fifteen,8,77
5,fifteen,8,76
5,fifteen,8,80
5,fifteen,8,44
5,fifteen,8,91
5,fifteen,8,36
5,fifteen,8,84
5,fifteen,8,69
5,fifteen,8,10
5,fifteen,8,36
5,fifteen,8,44
5,fifteen,8,70
5,fifteen,8,5
5,fifteen,8,32
5,fifteen,8,79
5,fifteen,8,26
5,fifteen,8,66
