Pop,Theta,Growth,samplingSize,n.haplotypes,hap.diversity,Max.Gamma.value
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,2,0.3377538,5
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,2,1,0.3377538,3
2,two,no,2,2,0.3377538,5
2,two,no,2,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,3,0.3377538,8
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,4,0.3377538,11
2,two,no,4,3,0.3377538,8
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,3,0.3377538,8
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,3,0.3377538,8
2,two,no,4,1,0.3377538,3
2,two,no,4,4,0.3377538,11
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,3,0.3377538,8
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,3,0.3377538,8
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,3,0.3377538,8
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,3,0.3377538,8
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,3,0.3377538,8
2,two,no,4,3,0.3377538,8
2,two,no,4,1,0.3377538,3
2,two,no,4,3,0.3377538,8
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,3,0.3377538,8
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,2,0.3377538,5
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,3,0.3377538,8
2,two,no,4,1,0.3377538,3
2,two,no,4,1,0.3377538,3
2,two,no,4,2,0.3377538,5
2,two,no,4,3,0.3377538,8
2,two,no,4,1,0.3377538,3
2,two,no,8,1,0.3377538,3
2,two,no,8,3,0.3377538,8
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,3,0.3377538,8
2,two,no,8,1,0.3377538,3
2,two,no,8,2,0.3377538,5
2,two,no,8,5,0.3377538,14
2,two,no,8,1,0.3377538,3
2,two,no,8,4,0.3377538,11
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,3,0.3377538,8
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,1,0.3377538,3
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,1,0.3377538,3
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,1,0.3377538,3
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,4,0.3377538,11
2,two,no,8,3,0.3377538,8
2,two,no,8,4,0.3377538,11
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,4,0.3377538,11
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,4,0.3377538,11
2,two,no,8,1,0.3377538,3
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,1,0.3377538,3
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,1,0.3377538,3
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,1,0.3377538,3
2,two,no,8,3,0.3377538,8
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,1,0.3377538,3
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,4,0.3377538,11
2,two,no,8,2,0.3377538,5
2,two,no,8,1,0.3377538,3
2,two,no,8,3,0.3377538,8
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,4,0.3377538,11
2,two,no,8,3,0.3377538,8
2,two,no,8,1,0.3377538,3
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,3,0.3377538,8
2,two,no,8,3,0.3377538,8
2,two,no,8,2,0.3377538,5
2,two,no,8,2,0.3377538,5
2,two,no,8,1,0.3377538,3
2,two,no,16,3,0.3377538,8
2,two,no,16,4,0.3377538,11
2,two,no,16,4,0.3377538,11
2,two,no,16,4,0.3377538,11
2,two,no,16,3,0.3377538,8
2,two,no,16,4,0.3377538,11
2,two,no,16,3,0.3377538,8
2,two,no,16,5,0.3377538,14
2,two,no,16,2,0.3377538,5
2,two,no,16,4,0.3377538,11
2,two,no,16,4,0.3377538,11
2,two,no,16,4,0.3377538,11
2,two,no,16,3,0.3377538,8
2,two,no,16,3,0.3377538,8
2,two,no,16,2,0.3377538,5
2,two,no,16,3,0.3377538,8
2,two,no,16,2,0.3377538,5
2,two,no,16,3,0.3377538,8
2,two,no,16,1,0.3377538,3
2,two,no,16,3,0.3377538,8
2,two,no,16,3,0.3377538,8
2,two,no,16,2,0.3377538,5
2,two,no,16,3,0.3377538,8
2,two,no,16,3,0.3377538,8
2,two,no,16,1,0.3377538,3
2,two,no,16,3,0.3377538,8
2,two,no,16,4,0.3377538,11
2,two,no,16,2,0.3377538,5
2,two,no,16,2,0.3377538,5
2,two,no,16,3,0.3377538,8
2,two,no,16,3,0.3377538,8
2,two,no,16,6,0.3377538,17
2,two,no,16,3,0.3377538,8
2,two,no,16,2,0.3377538,5
2,two,no,16,4,0.3377538,11
2,two,no,16,2,0.3377538,5
2,two,no,16,3,0.3377538,8
2,two,no,16,4,0.3377538,11
2,two,no,16,4,0.3377538,11
2,two,no,16,5,0.3377538,14
2,two,no,16,2,0.3377538,5
2,two,no,16,5,0.3377538,14
2,two,no,16,3,0.3377538,8
2,two,no,16,6,0.3377538,17
2,two,no,16,2,0.3377538,5
2,two,no,16,3,0.3377538,8
2,two,no,16,3,0.3377538,8
2,two,no,16,3,0.3377538,8
2,two,no,16,4,0.3377538,11
2,two,no,16,2,0.3377538,5
2,two,no,16,2,0.3377538,5
2,two,no,16,2,0.3377538,5
2,two,no,16,3,0.3377538,8
2,two,no,16,3,0.3377538,8
2,two,no,16,2,0.3377538,5
2,two,no,16,3,0.3377538,8
2,two,no,16,1,0.3377538,3
2,two,no,16,3,0.3377538,8
2,two,no,16,2,0.3377538,5
2,two,no,16,3,0.3377538,8
2,two,no,16,3,0.3377538,8
2,two,no,16,3,0.3377538,8
2,two,no,16,4,0.3377538,11
2,two,no,16,4,0.3377538,11
2,two,no,16,2,0.3377538,5
2,two,no,16,2,0.3377538,5
2,two,no,16,2,0.3377538,5
2,two,no,16,4,0.3377538,11
2,two,no,16,3,0.3377538,8
2,two,no,16,4,0.3377538,11
2,two,no,16,3,0.3377538,8
2,two,no,16,4,0.3377538,11
2,two,no,16,5,0.3377538,14
2,two,no,16,3,0.3377538,8
2,two,no,16,4,0.3377538,11
2,two,no,16,1,0.3377538,3
2,two,no,16,2,0.3377538,5
2,two,no,16,4,0.3377538,11
2,two,no,16,2,0.3377538,5
2,two,no,16,5,0.3377538,14
2,two,no,16,2,0.3377538,5
2,two,no,16,2,0.3377538,5
2,two,no,16,4,0.3377538,11
2,two,no,16,2,0.3377538,5
2,two,no,16,4,0.3377538,11
2,two,no,16,4,0.3377538,11
2,two,no,16,2,0.3377538,5
2,two,no,16,2,0.3377538,5
2,two,no,16,2,0.3377538,5
2,two,no,16,3,0.3377538,8
2,two,no,16,3,0.3377538,8
2,two,no,16,4,0.3377538,11
2,two,no,16,3,0.3377538,8
2,two,no,16,6,0.3377538,17
2,two,no,16,3,0.3377538,8
2,two,no,16,5,0.3377538,14
2,two,no,16,4,0.3377538,11
2,two,no,16,4,0.3377538,11
2,two,no,16,2,0.3377538,5
2,two,no,16,4,0.3377538,11
2,two,no,32,4,0.3377538,11
2,two,no,32,3,0.3377538,8
2,two,no,32,5,0.3377538,14
2,two,no,32,3,0.3377538,8
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,3,0.3377538,8
2,two,no,32,3,0.3377538,8
2,two,no,32,5,0.3377538,14
2,two,no,32,3,0.3377538,8
2,two,no,32,7,0.3377538,20
2,two,no,32,2,0.3377538,5
2,two,no,32,5,0.3377538,14
2,two,no,32,5,0.3377538,14
2,two,no,32,6,0.3377538,17
2,two,no,32,3,0.3377538,8
2,two,no,32,4,0.3377538,11
2,two,no,32,6,0.3377538,17
2,two,no,32,5,0.3377538,14
2,two,no,32,3,0.3377538,8
2,two,no,32,5,0.3377538,14
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,4,0.3377538,11
2,two,no,32,7,0.3377538,20
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,4,0.3377538,11
2,two,no,32,7,0.3377538,20
2,two,no,32,3,0.3377538,8
2,two,no,32,5,0.3377538,14
2,two,no,32,3,0.3377538,8
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,5,0.3377538,14
2,two,no,32,7,0.3377538,20
2,two,no,32,5,0.3377538,14
2,two,no,32,4,0.3377538,11
2,two,no,32,6,0.3377538,17
2,two,no,32,4,0.3377538,11
2,two,no,32,6,0.3377538,17
2,two,no,32,5,0.3377538,14
2,two,no,32,3,0.3377538,8
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,6,0.3377538,17
2,two,no,32,6,0.3377538,17
2,two,no,32,5,0.3377538,14
2,two,no,32,2,0.3377538,5
2,two,no,32,6,0.3377538,17
2,two,no,32,5,0.3377538,14
2,two,no,32,6,0.3377538,17
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,5,0.3377538,14
2,two,no,32,3,0.3377538,8
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,7,0.3377538,20
2,two,no,32,4,0.3377538,11
2,two,no,32,6,0.3377538,17
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,6,0.3377538,17
2,two,no,32,6,0.3377538,17
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,5,0.3377538,14
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,5,0.3377538,14
2,two,no,32,6,0.3377538,17
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,4,0.3377538,11
2,two,no,32,3,0.3377538,8
2,two,no,32,6,0.3377538,17
2,two,no,32,6,0.3377538,17
2,two,no,32,3,0.3377538,8
2,two,no,32,4,0.3377538,11
2,two,no,32,4,0.3377538,11
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,32,5,0.3377538,14
2,two,no,32,3,0.3377538,8
2,two,no,32,5,0.3377538,14
2,two,no,32,7,0.3377538,20
2,two,no,32,4,0.3377538,11
2,two,no,32,6,0.3377538,17
2,two,no,32,5,0.3377538,14
2,two,no,32,3,0.3377538,8
2,two,no,32,3,0.3377538,8
2,two,no,32,5,0.3377538,14
2,two,no,32,5,0.3377538,14
2,two,no,32,5,0.3377538,14
2,two,no,32,5,0.3377538,14
2,two,no,32,4,0.3377538,11
2,two,no,32,5,0.3377538,14
2,two,no,64,7,0.3377538,20
2,two,no,64,7,0.3377538,20
2,two,no,64,7,0.3377538,20
2,two,no,64,8,0.3377538,23
2,two,no,64,5,0.3377538,14
2,two,no,64,5,0.3377538,14
2,two,no,64,7,0.3377538,20
2,two,no,64,8,0.3377538,23
2,two,no,64,6,0.3377538,17
2,two,no,64,6,0.3377538,17
2,two,no,64,7,0.3377538,20
2,two,no,64,9,0.3377538,26
2,two,no,64,8,0.3377538,23
2,two,no,64,8,0.3377538,23
2,two,no,64,8,0.3377538,23
2,two,no,64,7,0.3377538,20
2,two,no,64,6,0.3377538,17
2,two,no,64,8,0.3377538,23
2,two,no,64,7,0.3377538,20
2,two,no,64,6,0.3377538,17
2,two,no,64,10,0.3377538,29
2,two,no,64,7,0.3377538,20
2,two,no,64,8,0.3377538,23
2,two,no,64,6,0.3377538,17
2,two,no,64,7,0.3377538,20
2,two,no,64,7,0.3377538,20
2,two,no,64,6,0.3377538,17
2,two,no,64,7,0.3377538,20
2,two,no,64,8,0.3377538,23
2,two,no,64,5,0.3377538,14
2,two,no,64,6,0.3377538,17
2,two,no,64,7,0.3377538,20
2,two,no,64,10,0.3377538,29
2,two,no,64,8,0.3377538,23
2,two,no,64,7,0.3377538,20
2,two,no,64,6,0.3377538,17
2,two,no,64,5,0.3377538,14
2,two,no,64,6,0.3377538,17
2,two,no,64,6,0.3377538,17
2,two,no,64,8,0.3377538,23
2,two,no,64,9,0.3377538,26
2,two,no,64,5,0.3377538,14
2,two,no,64,4,0.3377538,11
2,two,no,64,7,0.3377538,20
2,two,no,64,9,0.3377538,26
2,two,no,64,7,0.3377538,20
2,two,no,64,5,0.3377538,14
2,two,no,64,6,0.3377538,17
2,two,no,64,6,0.3377538,17
2,two,no,64,7,0.3377538,20
2,two,no,64,6,0.3377538,17
2,two,no,64,7,0.3377538,20
2,two,no,64,5,0.3377538,14
2,two,no,64,8,0.3377538,23
2,two,no,64,3,0.3377538,8
2,two,no,64,5,0.3377538,14
2,two,no,64,7,0.3377538,20
2,two,no,64,6,0.3377538,17
2,two,no,64,8,0.3377538,23
2,two,no,64,5,0.3377538,14
2,two,no,64,7,0.3377538,20
2,two,no,64,7,0.3377538,20
2,two,no,64,5,0.3377538,14
2,two,no,64,6,0.3377538,17
2,two,no,64,7,0.3377538,20
2,two,no,64,7,0.3377538,20
2,two,no,64,8,0.3377538,23
2,two,no,64,5,0.3377538,14
2,two,no,64,7,0.3377538,20
2,two,no,64,7,0.3377538,20
2,two,no,64,8,0.3377538,23
2,two,no,64,9,0.3377538,26
2,two,no,64,7,0.3377538,20
2,two,no,64,7,0.3377538,20
2,two,no,64,6,0.3377538,17
2,two,no,64,9,0.3377538,26
2,two,no,64,5,0.3377538,14
2,two,no,64,5,0.3377538,14
2,two,no,64,8,0.3377538,23
2,two,no,64,6,0.3377538,17
2,two,no,64,7,0.3377538,20
2,two,no,64,7,0.3377538,20
2,two,no,64,8,0.3377538,23
2,two,no,64,6,0.3377538,17
2,two,no,64,4,0.3377538,11
2,two,no,64,8,0.3377538,23
2,two,no,64,7,0.3377538,20
2,two,no,64,6,0.3377538,17
2,two,no,64,6,0.3377538,17
2,two,no,64,8,0.3377538,23
2,two,no,64,6,0.3377538,17
2,two,no,64,7,0.3377538,20
2,two,no,64,6,0.3377538,17
2,two,no,64,7,0.3377538,20
2,two,no,64,4,0.3377538,11
2,two,no,64,5,0.3377538,14
2,two,no,64,9,0.3377538,26
2,two,no,64,7,0.3377538,20
2,two,no,64,6,0.3377538,17
2,two,no,64,6,0.3377538,17
2,two,no,128,7,0.3377538,20
2,two,no,128,4,0.3377538,11
2,two,no,128,8,0.3377538,23
2,two,no,128,11,0.3377538,32
2,two,no,128,9,0.3377538,26
2,two,no,128,10,0.3377538,29
2,two,no,128,9,0.3377538,26
2,two,no,128,8,0.3377538,23
2,two,no,128,10,0.3377538,29
2,two,no,128,10,0.3377538,29
2,two,no,128,7,0.3377538,20
2,two,no,128,6,0.3377538,17
2,two,no,128,10,0.3377538,29
2,two,no,128,9,0.3377538,26
2,two,no,128,9,0.3377538,26
2,two,no,128,9,0.3377538,26
2,two,no,128,10,0.3377538,29
2,two,no,128,10,0.3377538,29
2,two,no,128,10,0.3377538,29
2,two,no,128,9,0.3377538,26
2,two,no,128,10,0.3377538,29
2,two,no,128,9,0.3377538,26
2,two,no,128,8,0.3377538,23
2,two,no,128,7,0.3377538,20
2,two,no,128,9,0.3377538,26
2,two,no,128,11,0.3377538,32
2,two,no,128,8,0.3377538,23
2,two,no,128,9,0.3377538,26
2,two,no,128,8,0.3377538,23
2,two,no,128,7,0.3377538,20
2,two,no,128,8,0.3377538,23
2,two,no,128,8,0.3377538,23
2,two,no,128,8,0.3377538,23
2,two,no,128,11,0.3377538,32
2,two,no,128,9,0.3377538,26
2,two,no,128,9,0.3377538,26
2,two,no,128,9,0.3377538,26
2,two,no,128,9,0.3377538,26
2,two,no,128,9,0.3377538,26
2,two,no,128,10,0.3377538,29
2,two,no,128,9,0.3377538,26
2,two,no,128,9,0.3377538,26
2,two,no,128,8,0.3377538,23
2,two,no,128,8,0.3377538,23
2,two,no,128,9,0.3377538,26
2,two,no,128,9,0.3377538,26
2,two,no,128,8,0.3377538,23
2,two,no,128,8,0.3377538,23
2,two,no,128,9,0.3377538,26
2,two,no,128,8,0.3377538,23
2,two,no,128,10,0.3377538,29
2,two,no,128,7,0.3377538,20
2,two,no,128,7,0.3377538,20
2,two,no,128,9,0.3377538,26
2,two,no,128,7,0.3377538,20
2,two,no,128,10,0.3377538,29
2,two,no,128,10,0.3377538,29
2,two,no,128,5,0.3377538,14
2,two,no,128,8,0.3377538,23
2,two,no,128,8,0.3377538,23
2,two,no,128,9,0.3377538,26
2,two,no,128,10,0.3377538,29
2,two,no,128,9,0.3377538,26
2,two,no,128,8,0.3377538,23
2,two,no,128,9,0.3377538,26
2,two,no,128,9,0.3377538,26
2,two,no,128,10,0.3377538,29
2,two,no,128,9,0.3377538,26
2,two,no,128,8,0.3377538,23
2,two,no,128,9,0.3377538,26
2,two,no,128,10,0.3377538,29
2,two,no,128,8,0.3377538,23
2,two,no,128,10,0.3377538,29
2,two,no,128,8,0.3377538,23
2,two,no,128,7,0.3377538,20
2,two,no,128,8,0.3377538,23
2,two,no,128,8,0.3377538,23
2,two,no,128,10,0.3377538,29
2,two,no,128,7,0.3377538,20
2,two,no,128,8,0.3377538,23
2,two,no,128,6,0.3377538,17
2,two,no,128,9,0.3377538,26
2,two,no,128,8,0.3377538,23
2,two,no,128,8,0.3377538,23
2,two,no,128,7,0.3377538,20
2,two,no,128,8,0.3377538,23
2,two,no,128,9,0.3377538,26
2,two,no,128,8,0.3377538,23
2,two,no,128,8,0.3377538,23
2,two,no,128,8,0.3377538,23
2,two,no,128,8,0.3377538,23
2,two,no,128,7,0.3377538,20
2,two,no,128,9,0.3377538,26
2,two,no,128,8,0.3377538,23
2,two,no,128,6,0.3377538,17
2,two,no,128,11,0.3377538,32
2,two,no,128,9,0.3377538,26
2,two,no,128,6,0.3377538,17
2,two,no,128,9,0.3377538,26
2,two,no,128,9,0.3377538,26
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,1,0.8915536,1
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,1,0.8915536,1
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,1,0.8915536,1
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,1,0.8915536,1
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,1,0.8915536,1
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,1,0.8915536,1
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,1,0.8915536,1
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,1,0.8915536,1
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,1,0.8915536,1
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,1,0.8915536,1
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
