Pop,Theta,Growth,samplingSize,n.haplotypes,hap.diversity,Max.Gamma.value
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,2,0.8915536,2
3,ten,yes,2,1,0.8915536,1
3,ten,yes,2,2,0.8915536,2
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,2,0.8915536,2
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,2,0.8915536,2
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,2,0.8915536,2
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,2,0.8915536,2
3,ten,yes,4,2,0.8915536,2
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,2,0.8915536,2
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,2,0.8915536,2
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,4,3,0.8915536,3
3,ten,yes,4,4,0.8915536,4
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,4,0.8915536,4
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,8,0.8915536,9
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,4,0.8915536,4
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,4,0.8915536,4
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,4,0.8915536,4
3,ten,yes,8,4,0.8915536,4
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,4,0.8915536,4
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,8,0.8915536,9
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,7,0.8915536,8
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,4,0.8915536,4
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,8,5,0.8915536,5
3,ten,yes,8,6,0.8915536,6
3,ten,yes,16,11,0.8915536,12
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,11,0.8915536,12
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,6,0.8915536,6
3,ten,yes,16,11,0.8915536,12
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,6,0.8915536,6
3,ten,yes,16,5,0.8915536,5
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,6,0.8915536,6
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,12,0.8915536,13
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,12,0.8915536,13
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,6,0.8915536,6
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,11,0.8915536,12
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,13,0.8915536,14
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,5,0.8915536,5
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,12,0.8915536,13
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,11,0.8915536,12
3,ten,yes,16,6,0.8915536,6
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,12,0.8915536,13
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,12,0.8915536,13
3,ten,yes,16,11,0.8915536,12
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,11,0.8915536,12
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,7,0.8915536,8
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,5,0.8915536,5
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,8,0.8915536,9
3,ten,yes,16,10,0.8915536,11
3,ten,yes,16,9,0.8915536,10
3,ten,yes,16,12,0.8915536,13
3,ten,yes,16,9,0.8915536,10
3,ten,yes,32,14,0.8915536,15
3,ten,yes,32,17,0.8915536,19
3,ten,yes,32,14,0.8915536,15
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,16,0.8915536,18
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,14,0.8915536,15
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,14,0.8915536,15
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,16,0.8915536,18
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,15,0.8915536,16
3,ten,yes,32,16,0.8915536,18
3,ten,yes,32,16,0.8915536,18
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,15,0.8915536,16
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,15,0.8915536,16
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,14,0.8915536,15
3,ten,yes,32,14,0.8915536,15
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,15,0.8915536,16
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,14,0.8915536,15
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,16,0.8915536,18
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,14,0.8915536,15
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,14,0.8915536,15
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,15,0.8915536,16
3,ten,yes,32,9,0.8915536,10
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,14,0.8915536,15
3,ten,yes,32,15,0.8915536,16
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,14,0.8915536,15
3,ten,yes,32,9,0.8915536,10
3,ten,yes,32,15,0.8915536,16
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,11,0.8915536,12
3,ten,yes,32,10,0.8915536,11
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,16,0.8915536,18
3,ten,yes,32,12,0.8915536,13
3,ten,yes,32,13,0.8915536,14
3,ten,yes,32,12,0.8915536,13
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,21,0.8915536,23
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,21,0.8915536,23
3,ten,yes,64,12,0.8915536,13
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,19,0.8915536,21
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,19,0.8915536,21
3,ten,yes,64,13,0.8915536,14
3,ten,yes,64,19,0.8915536,21
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,15,0.8915536,16
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,13,0.8915536,14
3,ten,yes,64,15,0.8915536,16
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,21,0.8915536,23
3,ten,yes,64,20,0.8915536,22
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,15,0.8915536,16
3,ten,yes,64,15,0.8915536,16
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,14,0.8915536,15
3,ten,yes,64,15,0.8915536,16
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,19,0.8915536,21
3,ten,yes,64,15,0.8915536,16
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,20,0.8915536,22
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,14,0.8915536,15
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,15,0.8915536,16
3,ten,yes,64,14,0.8915536,15
3,ten,yes,64,14,0.8915536,15
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,15,0.8915536,16
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,19,0.8915536,21
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,20,0.8915536,22
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,15,0.8915536,16
3,ten,yes,64,15,0.8915536,16
3,ten,yes,64,19,0.8915536,21
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,20,0.8915536,22
3,ten,yes,64,14,0.8915536,15
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,13,0.8915536,14
3,ten,yes,64,19,0.8915536,21
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,17,0.8915536,19
3,ten,yes,64,14,0.8915536,15
3,ten,yes,64,14,0.8915536,15
3,ten,yes,64,16,0.8915536,18
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,14,0.8915536,15
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,18,0.8915536,20
3,ten,yes,64,19,0.8915536,21
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,19,0.8915536,21
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,18,0.8915536,20
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,25,0.8915536,28
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,25,0.8915536,28
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,20,0.8915536,22
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,18,0.8915536,20
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,20,0.8915536,22
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,26,0.8915536,29
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,18,0.8915536,20
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,20,0.8915536,22
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,20,0.8915536,22
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,20,0.8915536,22
3,ten,yes,128,25,0.8915536,28
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,25,0.8915536,28
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,25,0.8915536,28
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,19,0.8915536,21
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,25,0.8915536,28
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,27,0.8915536,30
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,25,0.8915536,28
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,20,0.8915536,22
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,25,0.8915536,28
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,25,0.8915536,28
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,25,0.8915536,28
3,ten,yes,128,18,0.8915536,20
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,26,0.8915536,29
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,25,0.8915536,28
3,ten,yes,128,20,0.8915536,22
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,26,0.8915536,29
3,ten,yes,128,21,0.8915536,23
3,ten,yes,128,24,0.8915536,26
3,ten,yes,128,23,0.8915536,25
3,ten,yes,128,22,0.8915536,24
3,ten,yes,128,24,0.8915536,26
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,1,0.9258679,1
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,1,0.9258679,1
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,1,0.9258679,1
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,1,0.9258679,1
4,ten,no,2,2,0.9258679,2
4,ten,no,2,1,0.9258679,1
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,1,0.9258679,1
4,ten,no,2,1,0.9258679,1
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,1,0.9258679,1
4,ten,no,2,1,0.9258679,1
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,1,0.9258679,1
4,ten,no,2,1,0.9258679,1
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
4,ten,no,2,2,0.9258679,2
