"","Pop","Theta","Growth","samplingSize","n.seg.sites"
"941",2,"two","no","8",2
"942",2,"two","no","8",1
"943",2,"two","no","8",5
"944",2,"two","no","8",3
"945",2,"two","no","8",5
"946",2,"two","no","8",1
"947",2,"two","no","8",2
"948",2,"two","no","8",2
"949",2,"two","no","8",5
"950",2,"two","no","8",2
"951",2,"two","no","8",3
"952",2,"two","no","8",2
"953",2,"two","no","8",2
"954",2,"two","no","8",2
"955",2,"two","no","8",1
"956",2,"two","no","8",4
"957",2,"two","no","8",0
"958",2,"two","no","8",2
"959",2,"two","no","8",1
"960",2,"two","no","8",0
"961",2,"two","no","8",1
"962",2,"two","no","8",2
"963",2,"two","no","8",3
"964",2,"two","no","8",0
"965",2,"two","no","8",3
"966",2,"two","no","8",1
"967",2,"two","no","8",2
"968",2,"two","no","8",1
"969",2,"two","no","8",3
"970",2,"two","no","8",2
"971",2,"two","no","8",2
"972",2,"two","no","8",0
"973",2,"two","no","8",3
"974",2,"two","no","8",3
"975",2,"two","no","8",2
"976",2,"two","no","8",2
"977",2,"two","no","8",0
"978",2,"two","no","8",3
"979",2,"two","no","8",2
"980",2,"two","no","8",1
"981",2,"two","no","8",1
"982",2,"two","no","8",5
"983",2,"two","no","8",1
"984",2,"two","no","8",0
"985",2,"two","no","8",4
"986",2,"two","no","8",3
"987",2,"two","no","8",1
"988",2,"two","no","8",4
"989",2,"two","no","8",3
"990",2,"two","no","8",0
"991",2,"two","no","8",3
"992",2,"two","no","8",1
"993",2,"two","no","8",3
"994",2,"two","no","8",1
"995",2,"two","no","8",4
"996",2,"two","no","8",2
"997",2,"two","no","8",3
"998",2,"two","no","8",3
"999",2,"two","no","8",2
"1000",2,"two","no","8",2
"1001",2,"two","no","8",0
"1002",2,"two","no","16",4
"1003",2,"two","no","16",3
"1004",2,"two","no","16",6
"1005",2,"two","no","16",5
"1006",2,"two","no","16",3
"1007",2,"two","no","16",5
"1008",2,"two","no","16",3
"1009",2,"two","no","16",6
"1010",2,"two","no","16",2
"1011",2,"two","no","16",4
"1012",2,"two","no","16",5
"1013",2,"two","no","16",4
"1014",2,"two","no","16",3
"1015",2,"two","no","16",3
"1016",2,"two","no","16",2
"1017",2,"two","no","16",2
"1018",2,"two","no","16",1
"1019",2,"two","no","16",3
"1020",2,"two","no","16",0
"1021",2,"two","no","16",3
"1022",2,"two","no","16",4
"1023",2,"two","no","16",1
"1024",2,"two","no","16",3
"1025",2,"two","no","16",2
"1026",2,"two","no","16",0
"1027",2,"two","no","16",4
"1028",2,"two","no","16",5
"1029",2,"two","no","16",2
"1030",2,"two","no","16",1
"1031",2,"two","no","16",3
"1032",2,"two","no","16",2
"1033",2,"two","no","16",8
"1034",2,"two","no","16",3
"1035",2,"two","no","16",1
"1036",2,"two","no","16",5
"1037",2,"two","no","16",2
"1038",2,"two","no","16",3
"1039",2,"two","no","16",5
"1040",2,"two","no","16",4
"1041",2,"two","no","16",6
"1042",2,"two","no","16",2
"1043",2,"two","no","16",6
"1044",2,"two","no","16",3
"1045",2,"two","no","16",8
"1046",2,"two","no","16",2
"1047",2,"two","no","16",4
"1048",2,"two","no","16",3
"1049",2,"two","no","16",2
"1050",2,"two","no","16",4
"1051",2,"two","no","16",1
"1052",2,"two","no","16",1
"1053",2,"two","no","16",2
"1054",2,"two","no","16",3
"1055",2,"two","no","16",4
"1056",2,"two","no","16",2
"1057",2,"two","no","16",3
"1058",2,"two","no","16",0
"1059",2,"two","no","16",3
"1060",2,"two","no","16",2
"1061",2,"two","no","16",4
"1062",2,"two","no","16",4
"1063",2,"two","no","16",3
"1064",2,"two","no","16",6
"1065",2,"two","no","16",5
"1066",2,"two","no","16",1
"1067",2,"two","no","16",2
"1068",2,"two","no","16",2
"1069",2,"two","no","16",5
"1070",2,"two","no","16",3
"1071",2,"two","no","16",3
"1072",2,"two","no","16",4
"1073",2,"two","no","16",4
"1074",2,"two","no","16",6
"1075",2,"two","no","16",3
"1076",2,"two","no","16",3
"1077",2,"two","no","16",0
"1078",2,"two","no","16",2
"1079",2,"two","no","16",4
"1080",2,"two","no","16",1
"1081",2,"two","no","16",7
"1082",2,"two","no","16",2
"1083",2,"two","no","16",2
"1084",2,"two","no","16",4
"1085",2,"two","no","16",2
"1086",2,"two","no","16",5
"1087",2,"two","no","16",5
"1088",2,"two","no","16",2
"1089",2,"two","no","16",2
"1090",2,"two","no","16",2
"1091",2,"two","no","16",4
"1092",2,"two","no","16",3
"1093",2,"two","no","16",5
"1094",2,"two","no","16",3
"1095",2,"two","no","16",7
"1096",2,"two","no","16",3
"1097",2,"two","no","16",5
"1098",2,"two","no","16",5
"1099",2,"two","no","16",4
"1100",2,"two","no","16",1
"1101",2,"two","no","16",5
"1102",2,"two","no","32",4
"1103",2,"two","no","32",3
"1104",2,"two","no","32",5
"1105",2,"two","no","32",3
"1106",2,"two","no","32",5
"1107",2,"two","no","32",6
"1108",2,"two","no","32",4
"1109",2,"two","no","32",3
"1110",2,"two","no","32",7
"1111",2,"two","no","32",2
"1112",2,"two","no","32",8
"1113",2,"two","no","32",2
"1114",2,"two","no","32",5
"1115",2,"two","no","32",5
"1116",2,"two","no","32",7
"1117",2,"two","no","32",4
"1118",2,"two","no","32",4
"1119",2,"two","no","32",6
"1120",2,"two","no","32",6
"1121",2,"two","no","32",3
"1122",2,"two","no","32",5
"1123",2,"two","no","32",5
"1124",2,"two","no","32",6
"1125",2,"two","no","32",4
"1126",2,"two","no","32",8
"1127",2,"two","no","32",4
"1128",2,"two","no","32",7
"1129",2,"two","no","32",4
"1130",2,"two","no","32",9
"1131",2,"two","no","32",3
"1132",2,"two","no","32",5
"1133",2,"two","no","32",4
"1134",2,"two","no","32",4
"1135",2,"two","no","32",6
"1136",2,"two","no","32",6
"1137",2,"two","no","32",9
"1138",2,"two","no","32",6
"1139",2,"two","no","32",5
"1140",2,"two","no","32",8
"1141",2,"two","no","32",5
"1142",2,"two","no","32",8
"1143",2,"two","no","32",6
"1144",2,"two","no","32",4
"1145",2,"two","no","32",5
"1146",2,"two","no","32",7
"1147",2,"two","no","32",6
"1148",2,"two","no","32",7
"1149",2,"two","no","32",6
"1150",2,"two","no","32",2
"1151",2,"two","no","32",8
"1152",2,"two","no","32",5
"1153",2,"two","no","32",8
"1154",2,"two","no","32",5
"1155",2,"two","no","32",6
"1156",2,"two","no","32",4
"1157",2,"two","no","32",3
"1158",2,"two","no","32",5
"1159",2,"two","no","32",6
"1160",2,"two","no","32",8
"1161",2,"two","no","32",5
"1162",2,"two","no","32",7
"1163",2,"two","no","32",4
"1164",2,"two","no","32",6
"1165",2,"two","no","32",7
"1166",2,"two","no","32",6
"1167",2,"two","no","32",4
"1168",2,"two","no","32",6
"1169",2,"two","no","32",7
"1170",2,"two","no","32",5
"1171",2,"two","no","32",6
"1172",2,"two","no","32",6
"1173",2,"two","no","32",7
"1174",2,"two","no","32",3
"1175",2,"two","no","32",6
"1176",2,"two","no","32",3
"1177",2,"two","no","32",6
"1178",2,"two","no","32",5
"1179",2,"two","no","32",4
"1180",2,"two","no","32",6
"1181",2,"two","no","32",7
"1182",2,"two","no","32",3
"1183",2,"two","no","32",5
"1184",2,"two","no","32",5
"1185",2,"two","no","32",4
"1186",2,"two","no","32",6
"1187",2,"two","no","32",7
"1188",2,"two","no","32",3
"1189",2,"two","no","32",6
"1190",2,"two","no","32",8
"1191",2,"two","no","32",5
"1192",2,"two","no","32",7
"1193",2,"two","no","32",7
"1194",2,"two","no","32",4
"1195",2,"two","no","32",3
"1196",2,"two","no","32",6
"1197",2,"two","no","32",5
"1198",2,"two","no","32",6
"1199",2,"two","no","32",7
"1200",2,"two","no","32",4
"1201",2,"two","no","32",6
"1202",2,"two","no","64",7
"1203",2,"two","no","64",8
"1204",2,"two","no","64",8
"1205",2,"two","no","64",9
"1206",2,"two","no","64",6
"1207",2,"two","no","64",7
"1208",2,"two","no","64",9
"1209",2,"two","no","64",9
"1210",2,"two","no","64",7
"1211",2,"two","no","64",8
"1212",2,"two","no","64",8
"1213",2,"two","no","64",10
"1214",2,"two","no","64",10
"1215",2,"two","no","64",10
"1216",2,"two","no","64",9
"1217",2,"two","no","64",9
"1218",2,"two","no","64",6
"1219",2,"two","no","64",10
"1220",2,"two","no","64",8
"1221",2,"two","no","64",7
"1222",2,"two","no","64",11
"1223",2,"two","no","64",9
"1224",2,"two","no","64",8
"1225",2,"two","no","64",6
"1226",2,"two","no","64",8
"1227",2,"two","no","64",9
"1228",2,"two","no","64",7
"1229",2,"two","no","64",7
"1230",2,"two","no","64",9
"1231",2,"two","no","64",5
"1232",2,"two","no","64",7
"1233",2,"two","no","64",8
"1234",2,"two","no","64",11
"1235",2,"two","no","64",9
"1236",2,"two","no","64",8
"1237",2,"two","no","64",8
"1238",2,"two","no","64",6
"1239",2,"two","no","64",7
"1240",2,"two","no","64",7
"1241",2,"two","no","64",9
"1242",2,"two","no","64",10
"1243",2,"two","no","64",6
"1244",2,"two","no","64",5
"1245",2,"two","no","64",9
"1246",2,"two","no","64",11
"1247",2,"two","no","64",8
"1248",2,"two","no","64",5
"1249",2,"two","no","64",8
"1250",2,"two","no","64",6
"1251",2,"two","no","64",7
"1252",2,"two","no","64",7
"1253",2,"two","no","64",8
"1254",2,"two","no","64",6
"1255",2,"two","no","64",9
"1256",2,"two","no","64",3
"1257",2,"two","no","64",5
"1258",2,"two","no","64",9
"1259",2,"two","no","64",8
"1260",2,"two","no","64",10
"1261",2,"two","no","64",5
"1262",2,"two","no","64",8
"1263",2,"two","no","64",8
"1264",2,"two","no","64",5
"1265",2,"two","no","64",8
"1266",2,"two","no","64",9
"1267",2,"two","no","64",9
"1268",2,"two","no","64",9
"1269",2,"two","no","64",5
"1270",2,"two","no","64",8
"1271",2,"two","no","64",8
"1272",2,"two","no","64",9
"1273",2,"two","no","64",9
"1274",2,"two","no","64",8
"1275",2,"two","no","64",7
"1276",2,"two","no","64",8
"1277",2,"two","no","64",11
"1278",2,"two","no","64",5
"1279",2,"two","no","64",6
"1280",2,"two","no","64",9
"1281",2,"two","no","64",7
"1282",2,"two","no","64",8
"1283",2,"two","no","64",8
"1284",2,"two","no","64",9
"1285",2,"two","no","64",7
"1286",2,"two","no","64",6
"1287",2,"two","no","64",9
"1288",2,"two","no","64",8
"1289",2,"two","no","64",8
"1290",2,"two","no","64",8
"1291",2,"two","no","64",9
"1292",2,"two","no","64",7
"1293",2,"two","no","64",8
"1294",2,"two","no","64",7
"1295",2,"two","no","64",8
"1296",2,"two","no","64",4
"1297",2,"two","no","64",5
"1298",2,"two","no","64",10
"1299",2,"two","no","64",9
"1300",2,"two","no","64",7
"1301",2,"two","no","64",8
"1302",2,"two","no","128",8
"1303",2,"two","no","128",5
"1304",2,"two","no","128",10
"1305",2,"two","no","128",12
"1306",2,"two","no","128",10
"1307",2,"two","no","128",11
"1308",2,"two","no","128",10
"1309",2,"two","no","128",10
"1310",2,"two","no","128",11
"1311",2,"two","no","128",11
"1312",2,"two","no","128",8
"1313",2,"two","no","128",6
"1314",2,"two","no","128",11
"1315",2,"two","no","128",10
"1316",2,"two","no","128",10
"1317",2,"two","no","128",10
"1318",2,"two","no","128",11
"1319",2,"two","no","128",11
"1320",2,"two","no","128",11
"1321",2,"two","no","128",11
"1322",2,"two","no","128",11
"1323",2,"two","no","128",11
"1324",2,"two","no","128",9
"1325",2,"two","no","128",9
"1326",2,"two","no","128",10
"1327",2,"two","no","128",12
"1328",2,"two","no","128",9
"1329",2,"two","no","128",10
"1330",2,"two","no","128",9
"1331",2,"two","no","128",8
"1332",2,"two","no","128",9
"1333",2,"two","no","128",9
"1334",2,"two","no","128",9
"1335",2,"two","no","128",12
"1336",2,"two","no","128",10
"1337",2,"two","no","128",10
"1338",2,"two","no","128",10
"1339",2,"two","no","128",10
"1340",2,"two","no","128",10
"1341",2,"two","no","128",11
"1342",2,"two","no","128",10
"1343",2,"two","no","128",9
"1344",2,"two","no","128",9
"1345",2,"two","no","128",9
"1346",2,"two","no","128",10
"1347",2,"two","no","128",10
"1348",2,"two","no","128",9
"1349",2,"two","no","128",9
"1350",2,"two","no","128",10
"1351",2,"two","no","128",9
"1352",2,"two","no","128",10
"1353",2,"two","no","128",9
"1354",2,"two","no","128",8
"1355",2,"two","no","128",10
"1356",2,"two","no","128",8
"1357",2,"two","no","128",11
"1358",2,"two","no","128",11
"1359",2,"two","no","128",7
"1360",2,"two","no","128",9
"1361",2,"two","no","128",9
"1362",2,"two","no","128",10
"1363",2,"two","no","128",11
"1364",2,"two","no","128",10
"1365",2,"two","no","128",9
"1366",2,"two","no","128",10
"1367",2,"two","no","128",10
"1368",2,"two","no","128",11
"1369",2,"two","no","128",10
"1370",2,"two","no","128",10
"1371",2,"two","no","128",10
"1372",2,"two","no","128",11
"1373",2,"two","no","128",9
"1374",2,"two","no","128",11
"1375",2,"two","no","128",9
"1376",2,"two","no","128",8
"1377",2,"two","no","128",10
"1378",2,"two","no","128",10
"1379",2,"two","no","128",11
"1380",2,"two","no","128",8
"1381",2,"two","no","128",9
"1382",2,"two","no","128",7
"1383",2,"two","no","128",10
"1384",2,"two","no","128",9
"1385",2,"two","no","128",9
"1386",2,"two","no","128",8
"1387",2,"two","no","128",9
"1388",2,"two","no","128",10
"1389",2,"two","no","128",9
"1390",2,"two","no","128",9
"1391",2,"two","no","128",9
"1392",2,"two","no","128",9
"1393",2,"two","no","128",8
"1394",2,"two","no","128",10
"1395",2,"two","no","128",10
"1396",2,"two","no","128",7
"1397",2,"two","no","128",12
"1398",2,"two","no","128",10
"1399",2,"two","no","128",8
"1400",2,"two","no","128",10
"1401",2,"two","no","128",10
"1402",3,"ten","yes","2",2
"1403",3,"ten","yes","2",3
"1404",3,"ten","yes","2",6
"1405",3,"ten","yes","2",7
"1406",3,"ten","yes","2",3
"1407",3,"ten","yes","2",9
"1408",3,"ten","yes","2",5
"1409",3,"ten","yes","2",5
"1410",3,"ten","yes","2",0
"1411",3,"ten","yes","2",3
"1412",3,"ten","yes","2",2
"1413",3,"ten","yes","2",4
"1414",3,"ten","yes","2",6
"1415",3,"ten","yes","2",1
"1416",3,"ten","yes","2",0
"1417",3,"ten","yes","2",9
"1418",3,"ten","yes","2",1
"1419",3,"ten","yes","2",4
"1420",3,"ten","yes","2",7
"1421",3,"ten","yes","2",5
"1422",3,"ten","yes","2",7
"1423",3,"ten","yes","2",5
"1424",3,"ten","yes","2",5
"1425",3,"ten","yes","2",2
"1426",3,"ten","yes","2",5
"1427",3,"ten","yes","2",3
"1428",3,"ten","yes","2",6
"1429",3,"ten","yes","2",4
"1430",3,"ten","yes","2",0
"1431",3,"ten","yes","2",6
"1432",3,"ten","yes","2",0
"1433",3,"ten","yes","2",3
"1434",3,"ten","yes","2",3
"1435",3,"ten","yes","2",6
"1436",3,"ten","yes","2",3
"1437",3,"ten","yes","2",5
"1438",3,"ten","yes","2",4
"1439",3,"ten","yes","2",9
"1440",3,"ten","yes","2",6
"1441",3,"ten","yes","2",2
"1442",3,"ten","yes","2",6
"1443",3,"ten","yes","2",0
"1444",3,"ten","yes","2",4
"1445",3,"ten","yes","2",5
"1446",3,"ten","yes","2",5
"1447",3,"ten","yes","2",5
"1448",3,"ten","yes","2",4
"1449",3,"ten","yes","2",6
"1450",3,"ten","yes","2",0
"1451",3,"ten","yes","2",5
"1452",3,"ten","yes","2",2
"1453",3,"ten","yes","2",7
"1454",3,"ten","yes","2",3
"1455",3,"ten","yes","2",6
"1456",3,"ten","yes","2",7
"1457",3,"ten","yes","2",3
"1458",3,"ten","yes","2",6
"1459",3,"ten","yes","2",4
"1460",3,"ten","yes","2",6
"1461",3,"ten","yes","2",4
"1462",3,"ten","yes","2",0
"1463",3,"ten","yes","2",10
"1464",3,"ten","yes","2",5
"1465",3,"ten","yes","2",9
"1466",3,"ten","yes","2",5
"1467",3,"ten","yes","2",7
"1468",3,"ten","yes","2",6
"1469",3,"ten","yes","2",5
"1470",3,"ten","yes","2",9
"1471",3,"ten","yes","2",7
"1472",3,"ten","yes","2",6
"1473",3,"ten","yes","2",4
"1474",3,"ten","yes","2",1
"1475",3,"ten","yes","2",0
"1476",3,"ten","yes","2",6
"1477",3,"ten","yes","2",5
"1478",3,"ten","yes","2",6
"1479",3,"ten","yes","2",1
"1480",3,"ten","yes","2",8
"1481",3,"ten","yes","2",0
"1482",3,"ten","yes","2",7
"1483",3,"ten","yes","2",7
"1484",3,"ten","yes","2",3
"1485",3,"ten","yes","2",0
"1486",3,"ten","yes","2",4
"1487",3,"ten","yes","2",8
"1488",3,"ten","yes","2",1
"1489",3,"ten","yes","2",4
"1490",3,"ten","yes","2",10
"1491",3,"ten","yes","2",1
"1492",3,"ten","yes","2",6
"1493",3,"ten","yes","2",1
"1494",3,"ten","yes","2",5
"1495",3,"ten","yes","2",1
"1496",3,"ten","yes","2",7
"1497",3,"ten","yes","2",8
"1498",3,"ten","yes","2",6
"1499",3,"ten","yes","2",2
"1500",3,"ten","yes","2",0
"1501",3,"ten","yes","2",2
"1502",3,"ten","yes","4",7
"1503",3,"ten","yes","4",14
"1504",3,"ten","yes","4",10
"1505",3,"ten","yes","4",11
"1506",3,"ten","yes","4",7
"1507",3,"ten","yes","4",6
"1508",3,"ten","yes","4",9
"1509",3,"ten","yes","4",5
"1510",3,"ten","yes","4",6
"1511",3,"ten","yes","4",7
"1512",3,"ten","yes","4",9
"1513",3,"ten","yes","4",11
"1514",3,"ten","yes","4",4
"1515",3,"ten","yes","4",9
"1516",3,"ten","yes","4",9
"1517",3,"ten","yes","4",12
"1518",3,"ten","yes","4",11
"1519",3,"ten","yes","4",8
"1520",3,"ten","yes","4",3
"1521",3,"ten","yes","4",10
"1522",3,"ten","yes","4",10
"1523",3,"ten","yes","4",10
"1524",3,"ten","yes","4",5
"1525",3,"ten","yes","4",5
"1526",3,"ten","yes","4",5
"1527",3,"ten","yes","4",5
"1528",3,"ten","yes","4",10
"1529",3,"ten","yes","4",9
"1530",3,"ten","yes","4",7
"1531",3,"ten","yes","4",1
"1532",3,"ten","yes","4",12
"1533",3,"ten","yes","4",13
"1534",3,"ten","yes","4",8
"1535",3,"ten","yes","4",11
"1536",3,"ten","yes","4",5
"1537",3,"ten","yes","4",9
"1538",3,"ten","yes","4",7
"1539",3,"ten","yes","4",7
"1540",3,"ten","yes","4",5
"1541",3,"ten","yes","4",1
"1542",3,"ten","yes","4",1
"1543",3,"ten","yes","4",5
"1544",3,"ten","yes","4",10
"1545",3,"ten","yes","4",5
"1546",3,"ten","yes","4",7
"1547",3,"ten","yes","4",10
"1548",3,"ten","yes","4",11
"1549",3,"ten","yes","4",10
"1550",3,"ten","yes","4",6
"1551",3,"ten","yes","4",11
"1552",3,"ten","yes","4",4
"1553",3,"ten","yes","4",7
"1554",3,"ten","yes","4",6
"1555",3,"ten","yes","4",8
"1556",3,"ten","yes","4",8
"1557",3,"ten","yes","4",4
"1558",3,"ten","yes","4",3
"1559",3,"ten","yes","4",7
"1560",3,"ten","yes","4",11
"1561",3,"ten","yes","4",9
"1562",3,"ten","yes","4",7
"1563",3,"ten","yes","4",9
"1564",3,"ten","yes","4",10
"1565",3,"ten","yes","4",12
"1566",3,"ten","yes","4",9
"1567",3,"ten","yes","4",8
"1568",3,"ten","yes","4",10
"1569",3,"ten","yes","4",13
"1570",3,"ten","yes","4",11
"1571",3,"ten","yes","4",8
"1572",3,"ten","yes","4",12
"1573",3,"ten","yes","4",11
"1574",3,"ten","yes","4",7
"1575",3,"ten","yes","4",5
"1576",3,"ten","yes","4",8
"1577",3,"ten","yes","4",4
"1578",3,"ten","yes","4",13
"1579",3,"ten","yes","4",7
"1580",3,"ten","yes","4",7
"1581",3,"ten","yes","4",9
"1582",3,"ten","yes","4",9
"1583",3,"ten","yes","4",8
"1584",3,"ten","yes","4",9
"1585",3,"ten","yes","4",8
"1586",3,"ten","yes","4",6
"1587",3,"ten","yes","4",5
"1588",3,"ten","yes","4",13
"1589",3,"ten","yes","4",4
"1590",3,"ten","yes","4",6
"1591",3,"ten","yes","4",8
"1592",3,"ten","yes","4",8
"1593",3,"ten","yes","4",7
"1594",3,"ten","yes","4",6
"1595",3,"ten","yes","4",11
"1596",3,"ten","yes","4",9
"1597",3,"ten","yes","4",3
"1598",3,"ten","yes","4",3
"1599",3,"ten","yes","4",7
"1600",3,"ten","yes","4",6
"1601",3,"ten","yes","4",12
"1602",3,"ten","yes","8",8
"1603",3,"ten","yes","8",8
"1604",3,"ten","yes","8",12
"1605",3,"ten","yes","8",12
"1606",3,"ten","yes","8",12
"1607",3,"ten","yes","8",11
"1608",3,"ten","yes","8",13
"1609",3,"ten","yes","8",11
"1610",3,"ten","yes","8",10
"1611",3,"ten","yes","8",11
"1612",3,"ten","yes","8",14
"1613",3,"ten","yes","8",15
"1614",3,"ten","yes","8",13
"1615",3,"ten","yes","8",15
"1616",3,"ten","yes","8",10
"1617",3,"ten","yes","8",14
"1618",3,"ten","yes","8",17
"1619",3,"ten","yes","8",14
"1620",3,"ten","yes","8",12
"1621",3,"ten","yes","8",17
"1622",3,"ten","yes","8",14
"1623",3,"ten","yes","8",10
"1624",3,"ten","yes","8",15
"1625",3,"ten","yes","8",11
"1626",3,"ten","yes","8",11
"1627",3,"ten","yes","8",12
"1628",3,"ten","yes","8",10
"1629",3,"ten","yes","8",11
"1630",3,"ten","yes","8",13
"1631",3,"ten","yes","8",9
"1632",3,"ten","yes","8",12
"1633",3,"ten","yes","8",12
"1634",3,"ten","yes","8",12
"1635",3,"ten","yes","8",14
"1636",3,"ten","yes","8",16
"1637",3,"ten","yes","8",13
"1638",3,"ten","yes","8",17
"1639",3,"ten","yes","8",16
"1640",3,"ten","yes","8",11
"1641",3,"ten","yes","8",9
"1642",3,"ten","yes","8",15
"1643",3,"ten","yes","8",13
"1644",3,"ten","yes","8",10
"1645",3,"ten","yes","8",10
"1646",3,"ten","yes","8",10
"1647",3,"ten","yes","8",10
"1648",3,"ten","yes","8",12
"1649",3,"ten","yes","8",8
"1650",3,"ten","yes","8",15
"1651",3,"ten","yes","8",11
"1652",3,"ten","yes","8",14
"1653",3,"ten","yes","8",9
"1654",3,"ten","yes","8",6
"1655",3,"ten","yes","8",13
"1656",3,"ten","yes","8",14
"1657",3,"ten","yes","8",11
"1658",3,"ten","yes","8",8
"1659",3,"ten","yes","8",13
"1660",3,"ten","yes","8",12
"1661",3,"ten","yes","8",9
"1662",3,"ten","yes","8",15
"1663",3,"ten","yes","8",13
"1664",3,"ten","yes","8",7
"1665",3,"ten","yes","8",9
"1666",3,"ten","yes","8",13
"1667",3,"ten","yes","8",9
"1668",3,"ten","yes","8",10
"1669",3,"ten","yes","8",12
"1670",3,"ten","yes","8",13
"1671",3,"ten","yes","8",12
"1672",3,"ten","yes","8",11
"1673",3,"ten","yes","8",15
"1674",3,"ten","yes","8",13
"1675",3,"ten","yes","8",7
"1676",3,"ten","yes","8",14
"1677",3,"ten","yes","8",12
"1678",3,"ten","yes","8",10
"1679",3,"ten","yes","8",6
"1680",3,"ten","yes","8",12
"1681",3,"ten","yes","8",10
"1682",3,"ten","yes","8",11
"1683",3,"ten","yes","8",15
"1684",3,"ten","yes","8",13
"1685",3,"ten","yes","8",12
"1686",3,"ten","yes","8",11
"1687",3,"ten","yes","8",13
"1688",3,"ten","yes","8",12
"1689",3,"ten","yes","8",9
"1690",3,"ten","yes","8",8
"1691",3,"ten","yes","8",9
"1692",3,"ten","yes","8",11
"1693",3,"ten","yes","8",10
"1694",3,"ten","yes","8",8
"1695",3,"ten","yes","8",13
"1696",3,"ten","yes","8",7
"1697",3,"ten","yes","8",15
"1698",3,"ten","yes","8",11
"1699",3,"ten","yes","8",14
"1700",3,"ten","yes","8",11
"1701",3,"ten","yes","8",13
"1702",3,"ten","yes","16",20
"1703",3,"ten","yes","16",14
"1704",3,"ten","yes","16",15
"1705",3,"ten","yes","16",18
"1706",3,"ten","yes","16",21
"1707",3,"ten","yes","16",16
"1708",3,"ten","yes","16",19
"1709",3,"ten","yes","16",14
"1710",3,"ten","yes","16",20
"1711",3,"ten","yes","16",17
"1712",3,"ten","yes","16",15
"1713",3,"ten","yes","16",18
"1714",3,"ten","yes","16",14
"1715",3,"ten","yes","16",18
"1716",3,"ten","yes","16",20
"1717",3,"ten","yes","16",15
"1718",3,"ten","yes","16",19
"1719",3,"ten","yes","16",13
"1720",3,"ten","yes","16",11
"1721",3,"ten","yes","16",15
"1722",3,"ten","yes","16",19
"1723",3,"ten","yes","16",20
"1724",3,"ten","yes","16",12
"1725",3,"ten","yes","16",11
"1726",3,"ten","yes","16",10
"1727",3,"ten","yes","16",17
"1728",3,"ten","yes","16",19
"1729",3,"ten","yes","16",13
"1730",3,"ten","yes","16",19
"1731",3,"ten","yes","16",12
"1732",3,"ten","yes","16",15
"1733",3,"ten","yes","16",13
"1734",3,"ten","yes","16",8
"1735",3,"ten","yes","16",12
"1736",3,"ten","yes","16",20
"1737",3,"ten","yes","16",15
"1738",3,"ten","yes","16",16
"1739",3,"ten","yes","16",19
"1740",3,"ten","yes","16",15
"1741",3,"ten","yes","16",17
"1742",3,"ten","yes","16",22
"1743",3,"ten","yes","16",15
"1744",3,"ten","yes","16",13
"1745",3,"ten","yes","16",14
"1746",3,"ten","yes","16",7
"1747",3,"ten","yes","16",15
"1748",3,"ten","yes","16",15
"1749",3,"ten","yes","16",18
"1750",3,"ten","yes","16",19
"1751",3,"ten","yes","16",15
"1752",3,"ten","yes","16",20
"1753",3,"ten","yes","16",16
"1754",3,"ten","yes","16",21
"1755",3,"ten","yes","16",15
"1756",3,"ten","yes","16",10
"1757",3,"ten","yes","16",13
"1758",3,"ten","yes","16",16
"1759",3,"ten","yes","16",16
"1760",3,"ten","yes","16",20
"1761",3,"ten","yes","16",12
"1762",3,"ten","yes","16",16
"1763",3,"ten","yes","16",18
"1764",3,"ten","yes","16",20
"1765",3,"ten","yes","16",15
"1766",3,"ten","yes","16",17
"1767",3,"ten","yes","16",17
"1768",3,"ten","yes","16",11
"1769",3,"ten","yes","16",13
"1770",3,"ten","yes","16",17
"1771",3,"ten","yes","16",16
"1772",3,"ten","yes","16",21
"1773",3,"ten","yes","16",17
"1774",3,"ten","yes","16",16
"1775",3,"ten","yes","16",14
"1776",3,"ten","yes","16",14
"1777",3,"ten","yes","16",14
"1778",3,"ten","yes","16",15
"1779",3,"ten","yes","16",16
"1780",3,"ten","yes","16",15
"1781",3,"ten","yes","16",22
"1782",3,"ten","yes","16",19
"1783",3,"ten","yes","16",17
"1784",3,"ten","yes","16",19
"1785",3,"ten","yes","16",16
"1786",3,"ten","yes","16",15
"1787",3,"ten","yes","16",16
"1788",3,"ten","yes","16",13
"1789",3,"ten","yes","16",12
"1790",3,"ten","yes","16",21
"1791",3,"ten","yes","16",16
"1792",3,"ten","yes","16",12
"1793",3,"ten","yes","16",18
"1794",3,"ten","yes","16",10
"1795",3,"ten","yes","16",17
"1796",3,"ten","yes","16",19
"1797",3,"ten","yes","16",15
"1798",3,"ten","yes","16",18
"1799",3,"ten","yes","16",17
"1800",3,"ten","yes","16",19
"1801",3,"ten","yes","16",17
"1802",3,"ten","yes","32",26
"1803",3,"ten","yes","32",27
"1804",3,"ten","yes","32",24
"1805",3,"ten","yes","32",19
"1806",3,"ten","yes","32",17
"1807",3,"ten","yes","32",22
"1808",3,"ten","yes","32",20
"1809",3,"ten","yes","32",22
"1810",3,"ten","yes","32",21
"1811",3,"ten","yes","32",26
"1812",3,"ten","yes","32",19
"1813",3,"ten","yes","32",24
"1814",3,"ten","yes","32",19
"1815",3,"ten","yes","32",21
"1816",3,"ten","yes","32",21
"1817",3,"ten","yes","32",21
"1818",3,"ten","yes","32",27
"1819",3,"ten","yes","32",20
