"","Pop","Theta","Growth","samplingSize","n.seg.sites"
"1820",3,"ten","yes","32",21
"1821",3,"ten","yes","32",16
"1822",3,"ten","yes","32",20
"1823",3,"ten","yes","32",18
"1824",3,"ten","yes","32",17
"1825",3,"ten","yes","32",18
"1826",3,"ten","yes","32",19
"1827",3,"ten","yes","32",22
"1828",3,"ten","yes","32",22
"1829",3,"ten","yes","32",27
"1830",3,"ten","yes","32",18
"1831",3,"ten","yes","32",19
"1832",3,"ten","yes","32",21
"1833",3,"ten","yes","32",22
"1834",3,"ten","yes","32",25
"1835",3,"ten","yes","32",17
"1836",3,"ten","yes","32",23
"1837",3,"ten","yes","32",20
"1838",3,"ten","yes","32",22
"1839",3,"ten","yes","32",22
"1840",3,"ten","yes","32",18
"1841",3,"ten","yes","32",20
"1842",3,"ten","yes","32",22
"1843",3,"ten","yes","32",23
"1844",3,"ten","yes","32",21
"1845",3,"ten","yes","32",25
"1846",3,"ten","yes","32",20
"1847",3,"ten","yes","32",22
"1848",3,"ten","yes","32",24
"1849",3,"ten","yes","32",18
"1850",3,"ten","yes","32",18
"1851",3,"ten","yes","32",21
"1852",3,"ten","yes","32",23
"1853",3,"ten","yes","32",25
"1854",3,"ten","yes","32",23
"1855",3,"ten","yes","32",21
"1856",3,"ten","yes","32",18
"1857",3,"ten","yes","32",25
"1858",3,"ten","yes","32",18
"1859",3,"ten","yes","32",21
"1860",3,"ten","yes","32",22
"1861",3,"ten","yes","32",19
"1862",3,"ten","yes","32",19
"1863",3,"ten","yes","32",21
"1864",3,"ten","yes","32",23
"1865",3,"ten","yes","32",15
"1866",3,"ten","yes","32",18
"1867",3,"ten","yes","32",18
"1868",3,"ten","yes","32",22
"1869",3,"ten","yes","32",21
"1870",3,"ten","yes","32",17
"1871",3,"ten","yes","32",21
"1872",3,"ten","yes","32",19
"1873",3,"ten","yes","32",23
"1874",3,"ten","yes","32",27
"1875",3,"ten","yes","32",16
"1876",3,"ten","yes","32",16
"1877",3,"ten","yes","32",22
"1878",3,"ten","yes","32",22
"1879",3,"ten","yes","32",28
"1880",3,"ten","yes","32",18
"1881",3,"ten","yes","32",18
"1882",3,"ten","yes","32",21
"1883",3,"ten","yes","32",16
"1884",3,"ten","yes","32",25
"1885",3,"ten","yes","32",20
"1886",3,"ten","yes","32",21
"1887",3,"ten","yes","32",20
"1888",3,"ten","yes","32",23
"1889",3,"ten","yes","32",22
"1890",3,"ten","yes","32",23
"1891",3,"ten","yes","32",19
"1892",3,"ten","yes","32",21
"1893",3,"ten","yes","32",25
"1894",3,"ten","yes","32",20
"1895",3,"ten","yes","32",18
"1896",3,"ten","yes","32",19
"1897",3,"ten","yes","32",21
"1898",3,"ten","yes","32",27
"1899",3,"ten","yes","32",19
"1900",3,"ten","yes","32",21
"1901",3,"ten","yes","32",20
"1902",3,"ten","yes","64",23
"1903",3,"ten","yes","64",31
"1904",3,"ten","yes","64",27
"1905",3,"ten","yes","64",26
"1906",3,"ten","yes","64",31
"1907",3,"ten","yes","64",20
"1908",3,"ten","yes","64",26
"1909",3,"ten","yes","64",27
"1910",3,"ten","yes","64",26
"1911",3,"ten","yes","64",27
"1912",3,"ten","yes","64",27
"1913",3,"ten","yes","64",30
"1914",3,"ten","yes","64",25
"1915",3,"ten","yes","64",32
"1916",3,"ten","yes","64",22
"1917",3,"ten","yes","64",30
"1918",3,"ten","yes","64",24
"1919",3,"ten","yes","64",27
"1920",3,"ten","yes","64",27
"1921",3,"ten","yes","64",27
"1922",3,"ten","yes","64",25
"1923",3,"ten","yes","64",26
"1924",3,"ten","yes","64",26
"1925",3,"ten","yes","64",22
"1926",3,"ten","yes","64",24
"1927",3,"ten","yes","64",27
"1928",3,"ten","yes","64",30
"1929",3,"ten","yes","64",31
"1930",3,"ten","yes","64",25
"1931",3,"ten","yes","64",27
"1932",3,"ten","yes","64",22
"1933",3,"ten","yes","64",24
"1934",3,"ten","yes","64",28
"1935",3,"ten","yes","64",29
"1936",3,"ten","yes","64",27
"1937",3,"ten","yes","64",27
"1938",3,"ten","yes","64",24
"1939",3,"ten","yes","64",23
"1940",3,"ten","yes","64",25
"1941",3,"ten","yes","64",27
"1942",3,"ten","yes","64",27
"1943",3,"ten","yes","64",28
"1944",3,"ten","yes","64",21
"1945",3,"ten","yes","64",24
"1946",3,"ten","yes","64",28
"1947",3,"ten","yes","64",27
"1948",3,"ten","yes","64",25
"1949",3,"ten","yes","64",30
"1950",3,"ten","yes","64",29
"1951",3,"ten","yes","64",27
"1952",3,"ten","yes","64",22
"1953",3,"ten","yes","64",27
"1954",3,"ten","yes","64",22
"1955",3,"ten","yes","64",23
"1956",3,"ten","yes","64",22
"1957",3,"ten","yes","64",27
"1958",3,"ten","yes","64",24
"1959",3,"ten","yes","64",25
"1960",3,"ten","yes","64",29
"1961",3,"ten","yes","64",26
"1962",3,"ten","yes","64",29
"1963",3,"ten","yes","64",28
"1964",3,"ten","yes","64",25
"1965",3,"ten","yes","64",27
"1966",3,"ten","yes","64",26
"1967",3,"ten","yes","64",24
"1968",3,"ten","yes","64",29
"1969",3,"ten","yes","64",27
"1970",3,"ten","yes","64",31
"1971",3,"ten","yes","64",28
"1972",3,"ten","yes","64",30
"1973",3,"ten","yes","64",25
"1974",3,"ten","yes","64",25
"1975",3,"ten","yes","64",23
"1976",3,"ten","yes","64",29
"1977",3,"ten","yes","64",25
"1978",3,"ten","yes","64",29
"1979",3,"ten","yes","64",29
"1980",3,"ten","yes","64",26
"1981",3,"ten","yes","64",27
"1982",3,"ten","yes","64",27
"1983",3,"ten","yes","64",32
"1984",3,"ten","yes","64",24
"1985",3,"ten","yes","64",28
"1986",3,"ten","yes","64",25
"1987",3,"ten","yes","64",26
"1988",3,"ten","yes","64",24
"1989",3,"ten","yes","64",21
"1990",3,"ten","yes","64",27
"1991",3,"ten","yes","64",29
"1992",3,"ten","yes","64",24
"1993",3,"ten","yes","64",25
"1994",3,"ten","yes","64",23
"1995",3,"ten","yes","64",24
"1996",3,"ten","yes","64",28
"1997",3,"ten","yes","64",28
"1998",3,"ten","yes","64",25
"1999",3,"ten","yes","64",27
"2000",3,"ten","yes","64",27
"2001",3,"ten","yes","64",29
"2002",3,"ten","yes","128",35
"2003",3,"ten","yes","128",34
"2004",3,"ten","yes","128",29
"2005",3,"ten","yes","128",33
"2006",3,"ten","yes","128",27
"2007",3,"ten","yes","128",31
"2008",3,"ten","yes","128",35
"2009",3,"ten","yes","128",37
"2010",3,"ten","yes","128",36
"2011",3,"ten","yes","128",33
"2012",3,"ten","yes","128",33
"2013",3,"ten","yes","128",34
"2014",3,"ten","yes","128",37
"2015",3,"ten","yes","128",34
"2016",3,"ten","yes","128",34
"2017",3,"ten","yes","128",29
"2018",3,"ten","yes","128",31
"2019",3,"ten","yes","128",35
"2020",3,"ten","yes","128",33
"2021",3,"ten","yes","128",33
"2022",3,"ten","yes","128",35
"2023",3,"ten","yes","128",27
"2024",3,"ten","yes","128",33
"2025",3,"ten","yes","128",36
"2026",3,"ten","yes","128",32
"2027",3,"ten","yes","128",28
"2028",3,"ten","yes","128",36
"2029",3,"ten","yes","128",38
"2030",3,"ten","yes","128",36
"2031",3,"ten","yes","128",36
"2032",3,"ten","yes","128",35
"2033",3,"ten","yes","128",34
"2034",3,"ten","yes","128",33
"2035",3,"ten","yes","128",34
"2036",3,"ten","yes","128",35
"2037",3,"ten","yes","128",27
"2038",3,"ten","yes","128",31
"2039",3,"ten","yes","128",35
"2040",3,"ten","yes","128",33
"2041",3,"ten","yes","128",35
"2042",3,"ten","yes","128",36
"2043",3,"ten","yes","128",33
"2044",3,"ten","yes","128",29
"2045",3,"ten","yes","128",33
"2046",3,"ten","yes","128",33
"2047",3,"ten","yes","128",33
"2048",3,"ten","yes","128",30
"2049",3,"ten","yes","128",35
"2050",3,"ten","yes","128",35
"2051",3,"ten","yes","128",34
"2052",3,"ten","yes","128",34
"2053",3,"ten","yes","128",36
"2054",3,"ten","yes","128",29
"2055",3,"ten","yes","128",36
"2056",3,"ten","yes","128",36
"2057",3,"ten","yes","128",36
"2058",3,"ten","yes","128",30
"2059",3,"ten","yes","128",36
"2060",3,"ten","yes","128",36
"2061",3,"ten","yes","128",33
"2062",3,"ten","yes","128",29
"2063",3,"ten","yes","128",32
"2064",3,"ten","yes","128",33
"2065",3,"ten","yes","128",37
"2066",3,"ten","yes","128",34
"2067",3,"ten","yes","128",39
"2068",3,"ten","yes","128",34
"2069",3,"ten","yes","128",32
"2070",3,"ten","yes","128",33
"2071",3,"ten","yes","128",37
"2072",3,"ten","yes","128",35
"2073",3,"ten","yes","128",31
"2074",3,"ten","yes","128",30
"2075",3,"ten","yes","128",35
"2076",3,"ten","yes","128",37
"2077",3,"ten","yes","128",31
"2078",3,"ten","yes","128",33
"2079",3,"ten","yes","128",35
"2080",3,"ten","yes","128",33
"2081",3,"ten","yes","128",37
"2082",3,"ten","yes","128",26
"2083",3,"ten","yes","128",35
"2084",3,"ten","yes","128",35
"2085",3,"ten","yes","128",33
"2086",3,"ten","yes","128",35
"2087",3,"ten","yes","128",38
"2088",3,"ten","yes","128",29
"2089",3,"ten","yes","128",32
"2090",3,"ten","yes","128",34
"2091",3,"ten","yes","128",31
"2092",3,"ten","yes","128",37
"2093",3,"ten","yes","128",30
"2094",3,"ten","yes","128",33
"2095",3,"ten","yes","128",36
"2096",3,"ten","yes","128",38
"2097",3,"ten","yes","128",32
"2098",3,"ten","yes","128",35
"2099",3,"ten","yes","128",33
"2100",3,"ten","yes","128",32
"2101",3,"ten","yes","128",36
"2102",4,"ten","no","2",17
"2103",4,"ten","no","2",16
"2104",4,"ten","no","2",12
"2105",4,"ten","no","2",17
"2106",4,"ten","no","2",14
"2107",4,"ten","no","2",18
"2108",4,"ten","no","2",16
"2109",4,"ten","no","2",2
"2110",4,"ten","no","2",1
"2111",4,"ten","no","2",0
"2112",4,"ten","no","2",17
"2113",4,"ten","no","2",15
"2114",4,"ten","no","2",16
"2115",4,"ten","no","2",3
"2116",4,"ten","no","2",13
"2117",4,"ten","no","2",18
"2118",4,"ten","no","2",17
"2119",4,"ten","no","2",15
"2120",4,"ten","no","2",15
"2121",4,"ten","no","2",6
"2122",4,"ten","no","2",17
"2123",4,"ten","no","2",17
"2124",4,"ten","no","2",17
"2125",4,"ten","no","2",16
"2126",4,"ten","no","2",16
"2127",4,"ten","no","2",2
"2128",4,"ten","no","2",0
"2129",4,"ten","no","2",1
"2130",4,"ten","no","2",2
"2131",4,"ten","no","2",17
"2132",4,"ten","no","2",2
"2133",4,"ten","no","2",1
"2134",4,"ten","no","2",5
"2135",4,"ten","no","2",0
"2136",4,"ten","no","2",17
"2137",4,"ten","no","2",16
"2138",4,"ten","no","2",17
"2139",4,"ten","no","2",0
"2140",4,"ten","no","2",14
"2141",4,"ten","no","2",0
"2142",4,"ten","no","2",2
"2143",4,"ten","no","2",4
"2144",4,"ten","no","2",17
"2145",4,"ten","no","2",14
"2146",4,"ten","no","2",1
"2147",4,"ten","no","2",3
"2148",4,"ten","no","2",2
"2149",4,"ten","no","2",18
"2150",4,"ten","no","2",20
"2151",4,"ten","no","2",18
"2152",4,"ten","no","2",0
"2153",4,"ten","no","2",0
"2154",4,"ten","no","2",18
"2155",4,"ten","no","2",3
"2156",4,"ten","no","2",14
"2157",4,"ten","no","2",10
"2158",4,"ten","no","2",4
"2159",4,"ten","no","2",1
"2160",4,"ten","no","2",17
"2161",4,"ten","no","2",11
"2162",4,"ten","no","2",15
"2163",4,"ten","no","2",2
"2164",4,"ten","no","2",12
"2165",4,"ten","no","2",16
"2166",4,"ten","no","2",13
"2167",4,"ten","no","2",0
"2168",4,"ten","no","2",0
"2169",4,"ten","no","2",2
"2170",4,"ten","no","2",3
"2171",4,"ten","no","2",1
"2172",4,"ten","no","2",3
"2173",4,"ten","no","2",2
"2174",4,"ten","no","2",17
"2175",4,"ten","no","2",16
"2176",4,"ten","no","2",16
"2177",4,"ten","no","2",13
"2178",4,"ten","no","2",3
"2179",4,"ten","no","2",16
"2180",4,"ten","no","2",18
"2181",4,"ten","no","2",16
"2182",4,"ten","no","2",18
"2183",4,"ten","no","2",11
"2184",4,"ten","no","2",17
"2185",4,"ten","no","2",0
"2186",4,"ten","no","2",0
"2187",4,"ten","no","2",16
"2188",4,"ten","no","2",16
"2189",4,"ten","no","2",3
"2190",4,"ten","no","2",17
"2191",4,"ten","no","2",2
"2192",4,"ten","no","2",12
"2193",4,"ten","no","2",1
"2194",4,"ten","no","2",16
"2195",4,"ten","no","2",12
"2196",4,"ten","no","2",1
"2197",4,"ten","no","2",1
"2198",4,"ten","no","2",13
"2199",4,"ten","no","2",13
"2200",4,"ten","no","2",15
"2201",4,"ten","no","2",11
"2202",4,"ten","no","4",17
"2203",4,"ten","no","4",12
"2204",4,"ten","no","4",25
"2205",4,"ten","no","4",25
"2206",4,"ten","no","4",22
"2207",4,"ten","no","4",25
"2208",4,"ten","no","4",20
"2209",4,"ten","no","4",24
"2210",4,"ten","no","4",20
"2211",4,"ten","no","4",18
"2212",4,"ten","no","4",20
"2213",4,"ten","no","4",18
"2214",4,"ten","no","4",19
"2215",4,"ten","no","4",25
"2216",4,"ten","no","4",19
"2217",4,"ten","no","4",6
"2218",4,"ten","no","4",17
"2219",4,"ten","no","4",21
"2220",4,"ten","no","4",17
"2221",4,"ten","no","4",18
"2222",4,"ten","no","4",26
"2223",4,"ten","no","4",17
"2224",4,"ten","no","4",19
"2225",4,"ten","no","4",22
"2226",4,"ten","no","4",23
"2227",4,"ten","no","4",1
"2228",4,"ten","no","4",0
"2229",4,"ten","no","4",19
"2230",4,"ten","no","4",26
"2231",4,"ten","no","4",25
"2232",4,"ten","no","4",16
"2233",4,"ten","no","4",12
"2234",4,"ten","no","4",21
"2235",4,"ten","no","4",19
"2236",4,"ten","no","4",18
"2237",4,"ten","no","4",21
"2238",4,"ten","no","4",16
"2239",4,"ten","no","4",23
"2240",4,"ten","no","4",4
"2241",4,"ten","no","4",22
"2242",4,"ten","no","4",16
"2243",4,"ten","no","4",20
"2244",4,"ten","no","4",21
"2245",4,"ten","no","4",15
"2246",4,"ten","no","4",17
"2247",4,"ten","no","4",16
"2248",4,"ten","no","4",20
"2249",4,"ten","no","4",20
"2250",4,"ten","no","4",1
"2251",4,"ten","no","4",20
"2252",4,"ten","no","4",21
"2253",4,"ten","no","4",21
"2254",4,"ten","no","4",20
"2255",4,"ten","no","4",21
"2256",4,"ten","no","4",20
"2257",4,"ten","no","4",20
"2258",4,"ten","no","4",23
"2259",4,"ten","no","4",25
"2260",4,"ten","no","4",17
"2261",4,"ten","no","4",20
"2262",4,"ten","no","4",21
"2263",4,"ten","no","4",17
"2264",4,"ten","no","4",23
"2265",4,"ten","no","4",26
"2266",4,"ten","no","4",20
"2267",4,"ten","no","4",3
"2268",4,"ten","no","4",1
"2269",4,"ten","no","4",17
"2270",4,"ten","no","4",26
"2271",4,"ten","no","4",21
"2272",4,"ten","no","4",21
"2273",4,"ten","no","4",17
"2274",4,"ten","no","4",19
"2275",4,"ten","no","4",25
"2276",4,"ten","no","4",14
"2277",4,"ten","no","4",22
"2278",4,"ten","no","4",22
"2279",4,"ten","no","4",23
"2280",4,"ten","no","4",22
"2281",4,"ten","no","4",23
"2282",4,"ten","no","4",24
"2283",4,"ten","no","4",18
"2284",4,"ten","no","4",20
"2285",4,"ten","no","4",4
"2286",4,"ten","no","4",21
"2287",4,"ten","no","4",20
"2288",4,"ten","no","4",19
"2289",4,"ten","no","4",15
"2290",4,"ten","no","4",13
"2291",4,"ten","no","4",25
"2292",4,"ten","no","4",22
"2293",4,"ten","no","4",19
"2294",4,"ten","no","4",23
"2295",4,"ten","no","4",20
"2296",4,"ten","no","4",24
"2297",4,"ten","no","4",24
"2298",4,"ten","no","4",24
"2299",4,"ten","no","4",4
"2300",4,"ten","no","4",20
"2301",4,"ten","no","4",22
"2302",4,"ten","no","8",28
"2303",4,"ten","no","8",28
"2304",4,"ten","no","8",25
"2305",4,"ten","no","8",30
"2306",4,"ten","no","8",26
"2307",4,"ten","no","8",25
"2308",4,"ten","no","8",23
"2309",4,"ten","no","8",27
"2310",4,"ten","no","8",26
"2311",4,"ten","no","8",23
"2312",4,"ten","no","8",18
"2313",4,"ten","no","8",23
"2314",4,"ten","no","8",30
"2315",4,"ten","no","8",28
"2316",4,"ten","no","8",23
"2317",4,"ten","no","8",24
"2318",4,"ten","no","8",21
"2319",4,"ten","no","8",24
"2320",4,"ten","no","8",20
"2321",4,"ten","no","8",23
"2322",4,"ten","no","8",22
"2323",4,"ten","no","8",18
"2324",4,"ten","no","8",28
"2325",4,"ten","no","8",26
"2326",4,"ten","no","8",26
"2327",4,"ten","no","8",25
"2328",4,"ten","no","8",27
"2329",4,"ten","no","8",23
"2330",4,"ten","no","8",27
"2331",4,"ten","no","8",19
"2332",4,"ten","no","8",25
"2333",4,"ten","no","8",25
"2334",4,"ten","no","8",21
"2335",4,"ten","no","8",9
"2336",4,"ten","no","8",24
"2337",4,"ten","no","8",26
"2338",4,"ten","no","8",25
"2339",4,"ten","no","8",28
"2340",4,"ten","no","8",19
"2341",4,"ten","no","8",20
"2342",4,"ten","no","8",28
"2343",4,"ten","no","8",26
"2344",4,"ten","no","8",27
"2345",4,"ten","no","8",24
"2346",4,"ten","no","8",22
"2347",4,"ten","no","8",28
"2348",4,"ten","no","8",21
"2349",4,"ten","no","8",28
"2350",4,"ten","no","8",22
"2351",4,"ten","no","8",28
"2352",4,"ten","no","8",29
"2353",4,"ten","no","8",27
"2354",4,"ten","no","8",28
"2355",4,"ten","no","8",32
"2356",4,"ten","no","8",28
"2357",4,"ten","no","8",26
"2358",4,"ten","no","8",26
"2359",4,"ten","no","8",26
"2360",4,"ten","no","8",27
"2361",4,"ten","no","8",28
"2362",4,"ten","no","8",25
"2363",4,"ten","no","8",24
"2364",4,"ten","no","8",21
"2365",4,"ten","no","8",25
"2366",4,"ten","no","8",25
"2367",4,"ten","no","8",24
"2368",4,"ten","no","8",27
"2369",4,"ten","no","8",26
"2370",4,"ten","no","8",23
"2371",4,"ten","no","8",26
"2372",4,"ten","no","8",28
"2373",4,"ten","no","8",25
"2374",4,"ten","no","8",27
"2375",4,"ten","no","8",25
"2376",4,"ten","no","8",22
"2377",4,"ten","no","8",27
"2378",4,"ten","no","8",27
"2379",4,"ten","no","8",25
"2380",4,"ten","no","8",21
"2381",4,"ten","no","8",29
"2382",4,"ten","no","8",23
"2383",4,"ten","no","8",25
"2384",4,"ten","no","8",24
"2385",4,"ten","no","8",26
"2386",4,"ten","no","8",20
"2387",4,"ten","no","8",30
"2388",4,"ten","no","8",27
"2389",4,"ten","no","8",24
"2390",4,"ten","no","8",28
"2391",4,"ten","no","8",26
"2392",4,"ten","no","8",28
"2393",4,"ten","no","8",24
"2394",4,"ten","no","8",24
"2395",4,"ten","no","8",27
"2396",4,"ten","no","8",24
"2397",4,"ten","no","8",28
"2398",4,"ten","no","8",21
"2399",4,"ten","no","8",23
"2400",4,"ten","no","8",26
"2401",4,"ten","no","8",27
"2402",4,"ten","no","16",32
"2403",4,"ten","no","16",31
"2404",4,"ten","no","16",30
"2405",4,"ten","no","16",29
"2406",4,"ten","no","16",30
"2407",4,"ten","no","16",30
"2408",4,"ten","no","16",31
"2409",4,"ten","no","16",31
"2410",4,"ten","no","16",33
"2411",4,"ten","no","16",35
"2412",4,"ten","no","16",31
"2413",4,"ten","no","16",34
"2414",4,"ten","no","16",34
"2415",4,"ten","no","16",29
"2416",4,"ten","no","16",29
"2417",4,"ten","no","16",38
"2418",4,"ten","no","16",30
"2419",4,"ten","no","16",33
"2420",4,"ten","no","16",31
"2421",4,"ten","no","16",28
"2422",4,"ten","no","16",29
"2423",4,"ten","no","16",28
"2424",4,"ten","no","16",27
"2425",4,"ten","no","16",33
"2426",4,"ten","no","16",29
"2427",4,"ten","no","16",32
"2428",4,"ten","no","16",26
"2429",4,"ten","no","16",28
"2430",4,"ten","no","16",31
"2431",4,"ten","no","16",34
"2432",4,"ten","no","16",25
"2433",4,"ten","no","16",30
"2434",4,"ten","no","16",32
"2435",4,"ten","no","16",33
"2436",4,"ten","no","16",32
"2437",4,"ten","no","16",32
"2438",4,"ten","no","16",35
"2439",4,"ten","no","16",28
"2440",4,"ten","no","16",24
"2441",4,"ten","no","16",28
"2442",4,"ten","no","16",26
"2443",4,"ten","no","16",34
"2444",4,"ten","no","16",31
"2445",4,"ten","no","16",22
"2446",4,"ten","no","16",30
"2447",4,"ten","no","16",35
"2448",4,"ten","no","16",29
"2449",4,"ten","no","16",37
"2450",4,"ten","no","16",31
"2451",4,"ten","no","16",23
"2452",4,"ten","no","16",34
"2453",4,"ten","no","16",36
"2454",4,"ten","no","16",26
"2455",4,"ten","no","16",31
"2456",4,"ten","no","16",30
"2457",4,"ten","no","16",29
"2458",4,"ten","no","16",28
"2459",4,"ten","no","16",29
"2460",4,"ten","no","16",34
"2461",4,"ten","no","16",28
"2462",4,"ten","no","16",30
"2463",4,"ten","no","16",29
"2464",4,"ten","no","16",34
"2465",4,"ten","no","16",32
"2466",4,"ten","no","16",33
"2467",4,"ten","no","16",30
"2468",4,"ten","no","16",33
"2469",4,"ten","no","16",25
"2470",4,"ten","no","16",31
"2471",4,"ten","no","16",33
"2472",4,"ten","no","16",30
"2473",4,"ten","no","16",30
"2474",4,"ten","no","16",29
"2475",4,"ten","no","16",27
"2476",4,"ten","no","16",33
"2477",4,"ten","no","16",34
"2478",4,"ten","no","16",33
"2479",4,"ten","no","16",28
"2480",4,"ten","no","16",34
"2481",4,"ten","no","16",32
"2482",4,"ten","no","16",30
"2483",4,"ten","no","16",35
"2484",4,"ten","no","16",30
"2485",4,"ten","no","16",31
"2486",4,"ten","no","16",33
"2487",4,"ten","no","16",32
"2488",4,"ten","no","16",27
"2489",4,"ten","no","16",30
"2490",4,"ten","no","16",27
"2491",4,"ten","no","16",31
"2492",4,"ten","no","16",31
"2493",4,"ten","no","16",33
"2494",4,"ten","no","16",31
"2495",4,"ten","no","16",29
"2496",4,"ten","no","16",32
"2497",4,"ten","no","16",29
"2498",4,"ten","no","16",28
"2499",4,"ten","no","16",31
"2500",4,"ten","no","16",33
"2501",4,"ten","no","16",31
"2502",4,"ten","no","32",38
"2503",4,"ten","no","32",33
"2504",4,"ten","no","32",39
"2505",4,"ten","no","32",38
"2506",4,"ten","no","32",32
"2507",4,"ten","no","32",39
"2508",4,"ten","no","32",33
"2509",4,"ten","no","32",43
"2510",4,"ten","no","32",37
"2511",4,"ten","no","32",38
"2512",4,"ten","no","32",37
"2513",4,"ten","no","32",38
"2514",4,"ten","no","32",36
"2515",4,"ten","no","32",43
"2516",4,"ten","no","32",35
"2517",4,"ten","no","32",35
"2518",4,"ten","no","32",38
"2519",4,"ten","no","32",35
"2520",4,"ten","no","32",40
"2521",4,"ten","no","32",37
"2522",4,"ten","no","32",38
"2523",4,"ten","no","32",35
"2524",4,"ten","no","32",39
"2525",4,"ten","no","32",38
"2526",4,"ten","no","32",38
"2527",4,"ten","no","32",39
"2528",4,"ten","no","32",34
"2529",4,"ten","no","32",35
"2530",4,"ten","no","32",36
"2531",4,"ten","no","32",35
"2532",4,"ten","no","32",36
"2533",4,"ten","no","32",40
"2534",4,"ten","no","32",38
"2535",4,"ten","no","32",40
"2536",4,"ten","no","32",40
"2537",4,"ten","no","32",39
"2538",4,"ten","no","32",35
"2539",4,"ten","no","32",36
"2540",4,"ten","no","32",37
"2541",4,"ten","no","32",29
"2542",4,"ten","no","32",36
"2543",4,"ten","no","32",33
"2544",4,"ten","no","32",37
"2545",4,"ten","no","32",38
"2546",4,"ten","no","32",34
"2547",4,"ten","no","32",33
"2548",4,"ten","no","32",36
"2549",4,"ten","no","32",40
"2550",4,"ten","no","32",32
"2551",4,"ten","no","32",36
"2552",4,"ten","no","32",34
"2553",4,"ten","no","32",37
"2554",4,"ten","no","32",37
"2555",4,"ten","no","32",33
"2556",4,"ten","no","32",33
"2557",4,"ten","no","32",37
"2558",4,"ten","no","32",35
"2559",4,"ten","no","32",35
"2560",4,"ten","no","32",37
"2561",4,"ten","no","32",36
"2562",4,"ten","no","32",36
"2563",4,"ten","no","32",40
"2564",4,"ten","no","32",35
"2565",4,"ten","no","32",38
"2566",4,"ten","no","32",36
"2567",4,"ten","no","32",34
"2568",4,"ten","no","32",32
"2569",4,"ten","no","32",35
"2570",4,"ten","no","32",39
"2571",4,"ten","no","32",33
"2572",4,"ten","no","32",40
"2573",4,"ten","no","32",39
"2574",4,"ten","no","32",37
"2575",4,"ten","no","32",38
"2576",4,"ten","no","32",35
"2577",4,"ten","no","32",38
"2578",4,"ten","no","32",39
"2579",4,"ten","no","32",29
"2580",4,"ten","no","32",32
"2581",4,"ten","no","32",35
"2582",4,"ten","no","32",37
"2583",4,"ten","no","32",29
"2584",4,"ten","no","32",31
"2585",4,"ten","no","32",39
"2586",4,"ten","no","32",39
"2587",4,"ten","no","32",34
"2588",4,"ten","no","32",37
"2589",4,"ten","no","32",36
"2590",4,"ten","no","32",35
"2591",4,"ten","no","32",33
"2592",4,"ten","no","32",38
"2593",4,"ten","no","32",38
"2594",4,"ten","no","32",37
"2595",4,"ten","no","32",38
"2596",4,"ten","no","32",30
"2597",4,"ten","no","32",41
"2598",4,"ten","no","32",38
"2599",4,"ten","no","32",40
"2600",4,"ten","no","32",35
"2601",4,"ten","no","32",40
"2602",4,"ten","no","64",41
"2603",4,"ten","no","64",43
"2604",4,"ten","no","64",41
"2605",4,"ten","no","64",44
"2606",4,"ten","no","64",40
"2607",4,"ten","no","64",43
"2608",4,"ten","no","64",47
"2609",4,"ten","no","64",46
"2610",4,"ten","no","64",43
"2611",4,"ten","no","64",43
"2612",4,"ten","no","64",45
"2613",4,"ten","no","64",46
"2614",4,"ten","no","64",43
"2615",4,"ten","no","64",43
"2616",4,"ten","no","64",44
"2617",4,"ten","no","64",44
"2618",4,"ten","no","64",41
"2619",4,"ten","no","64",41
"2620",4,"ten","no","64",42
"2621",4,"ten","no","64",42
"2622",4,"ten","no","64",44
"2623",4,"ten","no","64",41
"2624",4,"ten","no","64",41
"2625",4,"ten","no","64",41
"2626",4,"ten","no","64",45
"2627",4,"ten","no","64",42
"2628",4,"ten","no","64",44
"2629",4,"ten","no","64",47
"2630",4,"ten","no","64",41
"2631",4,"ten","no","64",46
"2632",4,"ten","no","64",42
"2633",4,"ten","no","64",41
"2634",4,"ten","no","64",43
"2635",4,"ten","no","64",43
"2636",4,"ten","no","64",49
"2637",4,"ten","no","64",40
"2638",4,"ten","no","64",48
"2639",4,"ten","no","64",38
"2640",4,"ten","no","64",45
"2641",4,"ten","no","64",45
"2642",4,"ten","no","64",38
"2643",4,"ten","no","64",44
"2644",4,"ten","no","64",45
"2645",4,"ten","no","64",41
"2646",4,"ten","no","64",38
"2647",4,"ten","no","64",45
"2648",4,"ten","no","64",40
"2649",4,"ten","no","64",44
"2650",4,"ten","no","64",44
"2651",4,"ten","no","64",38
"2652",4,"ten","no","64",46
"2653",4,"ten","no","64",45
"2654",4,"ten","no","64",43
"2655",4,"ten","no","64",39
"2656",4,"ten","no","64",39
"2657",4,"ten","no","64",40
"2658",4,"ten","no","64",41
"2659",4,"ten","no","64",44
"2660",4,"ten","no","64",46
"2661",4,"ten","no","64",47
"2662",4,"ten","no","64",47
"2663",4,"ten","no","64",43
"2664",4,"ten","no","64",47
"2665",4,"ten","no","64",41
"2666",4,"ten","no","64",44
"2667",4,"ten","no","64",43
"2668",4,"ten","no","64",45
"2669",4,"ten","no","64",45
"2670",4,"ten","no","64",46
"2671",4,"ten","no","64",42
"2672",4,"ten","no","64",46
"2673",4,"ten","no","64",44
"2674",4,"ten","no","64",42
