Pop,Theta,Growth,samplingSize,n.seg.sites
1,two,no,30,7
1,two,no,30,6
1,two,no,30,8
1,two,no,30,8
1,two,no,30,5
1,two,no,30,5
1,two,no,30,4
1,two,no,30,4
1,two,no,30,5
1,two,no,30,6
1,two,no,30,5
1,two,no,30,4
1,two,no,30,11
1,two,no,30,7
1,two,no,30,7
1,two,no,30,5
1,two,no,30,4
1,two,no,30,6
1,two,no,30,7
1,two,no,30,4
1,two,no,30,5
1,two,no,30,8
1,two,no,31,4
1,two,no,31,5
1,two,no,31,7
1,two,no,31,6
1,two,no,31,9
1,two,no,31,5
1,two,no,31,5
1,two,no,31,6
1,two,no,31,8
1,two,no,31,5
1,two,no,31,6
1,two,no,31,4
1,two,no,31,6
1,two,no,31,6
1,two,no,31,5
1,two,no,31,5
1,two,no,31,7
1,two,no,31,7
1,two,no,31,6
1,two,no,31,5
1,two,no,31,9
1,two,no,31,7
1,two,no,31,8
1,two,no,31,7
1,two,no,31,8
1,two,no,31,3
1,two,no,31,5
1,two,no,31,9
1,two,no,31,6
1,two,no,31,7
1,two,no,31,5
1,two,no,31,8
1,two,no,31,9
1,two,no,31,6
1,two,no,31,7
1,two,no,31,6
1,two,no,31,7
1,two,no,31,5
1,two,no,31,8
1,two,no,31,8
1,two,no,31,5
1,two,no,31,4
1,two,no,31,6
1,two,no,31,7
1,two,no,31,8
1,two,no,31,8
1,two,no,31,7
1,two,no,31,7
1,two,no,31,6
1,two,no,31,2
1,two,no,31,7
1,two,no,31,5
1,two,no,31,6
1,two,no,31,7
1,two,no,31,5
1,two,no,31,5
1,two,no,31,3
1,two,no,31,8
1,two,no,31,6
1,two,no,31,5
1,two,no,31,3
1,two,no,31,4
1,two,no,31,7
1,two,no,31,8
1,two,no,31,6
1,two,no,31,7
1,two,no,31,7
1,two,no,31,7
1,two,no,31,4
1,two,no,31,3
1,two,no,31,5
1,two,no,31,4
1,two,no,31,7
1,two,no,31,7
1,two,no,31,5
1,two,no,31,5
1,two,no,31,4
1,two,no,31,5
1,two,no,31,5
1,two,no,31,6
1,two,no,31,7
1,two,no,31,3
1,two,no,31,6
1,two,no,31,5
1,two,no,31,6
1,two,no,31,9
1,two,no,31,4
1,two,no,31,3
1,two,no,31,7
1,two,no,31,3
1,two,no,31,7
1,two,no,31,6
1,two,no,31,8
1,two,no,31,7
1,two,no,31,9
1,two,no,31,5
1,two,no,31,5
1,two,no,31,5
1,two,no,31,8
1,two,no,31,6
1,two,no,32,6
1,two,no,32,6
1,two,no,32,4
1,two,no,32,6
1,two,no,32,5
1,two,no,32,5
1,two,no,32,7
1,two,no,32,7
1,two,no,32,3
1,two,no,32,7
1,two,no,32,5
1,two,no,32,7
1,two,no,32,7
1,two,no,32,5
1,two,no,32,6
1,two,no,32,8
1,two,no,32,4
1,two,no,32,6
1,two,no,32,7
1,two,no,32,3
1,two,no,32,7
1,two,no,32,6
1,two,no,32,7
1,two,no,32,4
1,two,no,32,8
1,two,no,32,6
1,two,no,32,5
1,two,no,32,4
1,two,no,32,5
1,two,no,32,6
1,two,no,32,4
1,two,no,32,9
1,two,no,32,5
1,two,no,32,5
1,two,no,32,6
1,two,no,32,4
1,two,no,32,9
1,two,no,32,6
1,two,no,32,7
1,two,no,32,3
1,two,no,32,9
1,two,no,32,6
1,two,no,32,4
1,two,no,32,8
1,two,no,32,5
1,two,no,32,7
1,two,no,32,7
1,two,no,32,7
1,two,no,32,3
1,two,no,32,2
1,two,no,32,8
1,two,no,32,3
1,two,no,32,6
1,two,no,32,5
1,two,no,32,7
1,two,no,32,6
1,two,no,32,4
1,two,no,32,6
1,two,no,32,4
1,two,no,32,6
1,two,no,32,4
1,two,no,32,9
1,two,no,32,6
1,two,no,32,6
1,two,no,32,9
1,two,no,32,7
1,two,no,32,6
1,two,no,32,7
1,two,no,32,7
1,two,no,32,7
1,two,no,32,5
1,two,no,32,7
1,two,no,32,5
1,two,no,32,4
1,two,no,32,6
1,two,no,32,9
1,two,no,32,10
1,two,no,32,7
1,two,no,32,3
1,two,no,32,8
1,two,no,32,6
1,two,no,32,9
1,two,no,32,3
1,two,no,32,7
1,two,no,32,6
1,two,no,32,8
1,two,no,32,4
1,two,no,32,6
1,two,no,32,10
1,two,no,32,6
1,two,no,32,6
1,two,no,32,3
1,two,no,32,7
1,two,no,32,9
1,two,no,32,7
1,two,no,32,3
1,two,no,32,5
1,two,no,32,8
1,two,no,32,7
1,two,no,32,4
1,two,no,33,8
1,two,no,33,3
1,two,no,33,4
1,two,no,33,6
1,two,no,33,6
1,two,no,33,8
1,two,no,33,9
1,two,no,33,5
1,two,no,33,5
1,two,no,33,6
1,two,no,33,5
1,two,no,33,7
1,two,no,33,5
1,two,no,33,6
1,two,no,33,7
1,two,no,33,5
1,two,no,33,6
1,two,no,33,7
1,two,no,33,4
1,two,no,33,4
1,two,no,33,6
1,two,no,33,6
1,two,no,33,5
1,two,no,33,6
1,two,no,33,3
1,two,no,33,6
1,two,no,33,7
1,two,no,33,6
1,two,no,33,3
1,two,no,33,9
1,two,no,33,5
1,two,no,33,3
1,two,no,33,5
1,two,no,33,7
1,two,no,33,9
1,two,no,33,5
1,two,no,33,9
1,two,no,33,9
1,two,no,33,8
1,two,no,33,9
1,two,no,33,8
1,two,no,33,6
1,two,no,33,6
1,two,no,33,3
1,two,no,33,6
1,two,no,33,8
1,two,no,33,3
1,two,no,33,2
1,two,no,33,4
1,two,no,33,4
1,two,no,33,4
1,two,no,33,5
1,two,no,33,4
1,two,no,33,7
1,two,no,33,6
1,two,no,33,9
1,two,no,33,4
1,two,no,33,7
1,two,no,33,7
1,two,no,33,5
1,two,no,33,5
1,two,no,33,8
1,two,no,33,5
1,two,no,33,7
1,two,no,33,2
1,two,no,33,6
1,two,no,33,7
1,two,no,33,9
1,two,no,33,8
1,two,no,33,4
1,two,no,33,4
1,two,no,33,9
1,two,no,33,3
1,two,no,33,6
1,two,no,33,7
1,two,no,33,5
1,two,no,33,8
1,two,no,33,5
1,two,no,33,5
1,two,no,33,3
1,two,no,33,7
1,two,no,33,6
1,two,no,33,6
1,two,no,33,7
1,two,no,33,5
1,two,no,33,6
1,two,no,33,6
1,two,no,33,7
1,two,no,33,5
1,two,no,33,7
1,two,no,33,5
1,two,no,33,9
1,two,no,33,8
1,two,no,33,7
1,two,no,33,5
1,two,no,33,5
1,two,no,33,7
1,two,no,33,8
1,two,no,33,7
1,two,no,33,7
1,two,no,34,7
1,two,no,34,4
1,two,no,34,7
1,two,no,34,3
1,two,no,34,7
1,two,no,34,7
1,two,no,34,6
1,two,no,34,4
1,two,no,34,6
1,two,no,34,4
1,two,no,34,7
1,two,no,34,8
1,two,no,34,6
1,two,no,34,8
1,two,no,34,4
1,two,no,34,7
1,two,no,34,6
1,two,no,34,7
1,two,no,34,5
1,two,no,34,6
1,two,no,34,6
1,two,no,34,6
1,two,no,34,8
1,two,no,34,5
1,two,no,34,7
1,two,no,34,8
1,two,no,34,8
1,two,no,34,7
1,two,no,34,5
1,two,no,34,4
1,two,no,34,6
1,two,no,34,5
1,two,no,34,6
1,two,no,34,9
1,two,no,34,5
1,two,no,34,6
1,two,no,34,7
1,two,no,34,6
1,two,no,34,7
1,two,no,34,8
1,two,no,34,7
1,two,no,34,8
1,two,no,34,4
1,two,no,34,8
1,two,no,34,8
1,two,no,34,5
1,two,no,34,9
1,two,no,34,6
1,two,no,34,5
1,two,no,34,9
1,two,no,34,3
1,two,no,34,5
1,two,no,34,8
1,two,no,34,5
1,two,no,34,9
1,two,no,34,5
1,two,no,34,4
1,two,no,34,6
1,two,no,34,6
1,two,no,34,6
1,two,no,34,3
1,two,no,34,7
1,two,no,34,7
1,two,no,34,5
1,two,no,34,7
1,two,no,34,6
1,two,no,34,8
1,two,no,34,7
1,two,no,34,6
1,two,no,34,6
1,two,no,34,7
1,two,no,34,6
1,two,no,34,8
1,two,no,34,7
1,two,no,34,8
1,two,no,34,5
1,two,no,34,7
1,two,no,34,6
1,two,no,34,7
1,two,no,34,9
1,two,no,34,8
1,two,no,34,5
1,two,no,34,6
1,two,no,34,5
1,two,no,34,6
1,two,no,34,5
1,two,no,34,5
1,two,no,34,7
1,two,no,34,6
1,two,no,34,7
1,two,no,34,7
1,two,no,34,5
1,two,no,34,4
1,two,no,34,3
1,two,no,34,8
1,two,no,34,7
1,two,no,34,5
1,two,no,34,6
1,two,no,34,8
1,two,no,34,7
1,two,no,36,5
1,two,no,36,4
1,two,no,36,8
1,two,no,36,7
1,two,no,36,4
1,two,no,36,6
1,two,no,36,6
1,two,no,36,7
1,two,no,36,6
1,two,no,36,7
1,two,no,36,8
1,two,no,36,5
1,two,no,36,6
1,two,no,36,6
1,two,no,36,7
1,two,no,36,6
1,two,no,36,4
1,two,no,36,7
1,two,no,36,4
1,two,no,36,5
1,two,no,36,8
1,two,no,36,8
1,two,no,36,4
1,two,no,36,8
1,two,no,36,6
1,two,no,36,6
1,two,no,36,7
1,two,no,36,4
1,two,no,36,4
1,two,no,36,4
1,two,no,36,7
1,two,no,36,1
1,two,no,36,8
1,two,no,36,7
1,two,no,36,7
1,two,no,36,8
1,two,no,36,5
1,two,no,36,6
1,two,no,36,7
1,two,no,36,6
1,two,no,36,7
1,two,no,36,4
1,two,no,36,5
1,two,no,36,6
1,two,no,36,4
1,two,no,36,6
1,two,no,36,6
1,two,no,36,8
1,two,no,36,7
1,two,no,36,9
1,two,no,36,6
1,two,no,36,4
1,two,no,36,5
1,two,no,36,9
1,two,no,36,7
1,two,no,36,5
1,two,no,36,8
1,two,no,36,7
1,two,no,36,6
1,two,no,36,6
1,two,no,36,6
1,two,no,36,7
1,two,no,36,6
1,two,no,36,10
1,two,no,36,4
1,two,no,36,4
1,two,no,36,6
1,two,no,36,5
1,two,no,36,7
1,two,no,36,9
1,two,no,36,6
1,two,no,36,6
1,two,no,36,7
1,two,no,36,8
1,two,no,36,8
1,two,no,36,6
1,two,no,36,6
1,two,no,36,6
1,two,no,36,8
1,two,no,36,6
1,two,no,36,7
1,two,no,36,7
1,two,no,36,6
1,two,no,36,2
1,two,no,36,2
1,two,no,36,7
1,two,no,36,7
1,two,no,36,6
1,two,no,36,8
1,two,no,36,10
1,two,no,36,7
1,two,no,36,5
1,two,no,36,6
1,two,no,36,7
1,two,no,36,5
1,two,no,36,5
1,two,no,36,10
1,two,no,36,4
1,two,no,36,7
1,two,no,36,5
1,two,no,37,9
1,two,no,37,7
1,two,no,37,9
1,two,no,37,9
1,two,no,37,7
1,two,no,37,4
1,two,no,37,6
1,two,no,37,10
1,two,no,37,5
1,two,no,37,5
1,two,no,37,7
1,two,no,37,7
1,two,no,37,6
1,two,no,37,6
1,two,no,37,9
1,two,no,37,5
1,two,no,37,6
1,two,no,37,8
1,two,no,37,8
1,two,no,37,7
1,two,no,37,5
1,two,no,37,8
1,two,no,37,9
1,two,no,37,6
1,two,no,37,8
1,two,no,37,4
1,two,no,37,7
1,two,no,37,5
1,two,no,37,7
1,two,no,37,7
1,two,no,37,4
1,two,no,37,5
1,two,no,37,6
1,two,no,37,6
1,two,no,37,7
1,two,no,37,5
1,two,no,37,5
1,two,no,37,7
1,two,no,37,6
1,two,no,37,7
1,two,no,37,7
1,two,no,37,6
1,two,no,37,9
1,two,no,37,9
1,two,no,37,4
1,two,no,37,6
1,two,no,37,6
1,two,no,37,5
1,two,no,37,6
1,two,no,37,6
1,two,no,37,8
1,two,no,37,4
1,two,no,37,4
1,two,no,37,4
1,two,no,37,8
1,two,no,37,8
1,two,no,37,8
1,two,no,37,4
1,two,no,37,9
1,two,no,37,6
1,two,no,37,8
1,two,no,37,8
1,two,no,37,6
1,two,no,37,5
1,two,no,37,9
1,two,no,37,6
1,two,no,37,4
1,two,no,37,3
1,two,no,37,4
1,two,no,37,6
1,two,no,37,7
1,two,no,37,5
1,two,no,37,5
1,two,no,37,4
1,two,no,37,8
1,two,no,37,7
1,two,no,37,10
1,two,no,37,7
1,two,no,37,8
1,two,no,37,7
1,two,no,37,7
1,two,no,37,7
1,two,no,37,9
1,two,no,37,8
1,two,no,37,5
1,two,no,37,3
1,two,no,37,8
1,two,no,37,8
1,two,no,37,7
1,two,no,37,5
1,two,no,37,6
1,two,no,37,7
1,two,no,37,6
1,two,no,37,6
1,two,no,37,7
1,two,no,37,5
1,two,no,37,7
1,two,no,37,7
1,two,no,37,5
1,two,no,37,7
1,two,no,38,5
1,two,no,38,6
1,two,no,38,7
1,two,no,38,5
1,two,no,38,8
1,two,no,38,7
1,two,no,38,7
1,two,no,38,6
1,two,no,38,4
1,two,no,38,5
1,two,no,38,7
1,two,no,38,6
1,two,no,38,3
1,two,no,38,8
1,two,no,38,10
1,two,no,38,6
1,two,no,38,5
1,two,no,38,6
1,two,no,38,9
1,two,no,38,7
1,two,no,38,5
1,two,no,38,4
1,two,no,38,7
1,two,no,38,4
1,two,no,38,4
1,two,no,38,7
1,two,no,38,9
1,two,no,38,5
1,two,no,38,9
1,two,no,38,8
1,two,no,38,8
1,two,no,38,5
1,two,no,38,6
1,two,no,38,5
1,two,no,38,8
1,two,no,38,7
1,two,no,38,9
1,two,no,38,8
1,two,no,38,7
1,two,no,38,6
1,two,no,38,8
1,two,no,38,6
1,two,no,38,6
1,two,no,38,8
1,two,no,38,8
1,two,no,38,6
1,two,no,38,6
1,two,no,38,9
1,two,no,38,5
1,two,no,38,9
1,two,no,38,7
1,two,no,38,4
1,two,no,38,5
1,two,no,38,5
1,two,no,38,9
1,two,no,38,9
1,two,no,38,7
1,two,no,38,5
1,two,no,38,6
1,two,no,38,8
1,two,no,38,7
1,two,no,38,6
1,two,no,38,5
1,two,no,38,7
1,two,no,38,6
1,two,no,38,6
1,two,no,38,5
1,two,no,38,3
1,two,no,38,2
1,two,no,38,8
1,two,no,38,9
1,two,no,38,5
1,two,no,38,9
1,two,no,38,10
1,two,no,38,7
1,two,no,38,10
1,two,no,38,5
1,two,no,38,5
1,two,no,38,5
1,two,no,38,8
1,two,no,38,9
1,two,no,38,8
1,two,no,38,6
1,two,no,38,5
1,two,no,38,8
1,two,no,38,6
1,two,no,38,7
1,two,no,38,6
1,two,no,38,5
1,two,no,38,4
1,two,no,38,6
1,two,no,38,9
1,two,no,38,8
1,two,no,38,10
1,two,no,38,4
1,two,no,38,7
1,two,no,38,6
1,two,no,38,5
1,two,no,38,5
1,two,no,38,4
1,two,no,39,6
1,two,no,39,7
1,two,no,39,7
1,two,no,39,3
1,two,no,39,4
1,two,no,39,8
1,two,no,39,5
1,two,no,39,9
1,two,no,39,7
1,two,no,39,7
1,two,no,39,8
1,two,no,39,8
1,two,no,39,10
1,two,no,39,5
1,two,no,39,6
1,two,no,39,5
1,two,no,39,9
1,two,no,39,7
1,two,no,39,6
1,two,no,39,8
1,two,no,39,7
1,two,no,39,8
1,two,no,39,6
1,two,no,39,5
1,two,no,39,2
1,two,no,39,6
1,two,no,39,6
1,two,no,39,6
1,two,no,39,7
1,two,no,39,5
1,two,no,39,7
1,two,no,39,6
1,two,no,39,5
1,two,no,39,9
1,two,no,39,5
1,two,no,39,8
1,two,no,39,6
1,two,no,39,8
1,two,no,39,4
1,two,no,39,7
1,two,no,39,5
1,two,no,39,5
1,two,no,39,5
1,two,no,39,4
1,two,no,39,5
1,two,no,39,8
1,two,no,39,5
1,two,no,39,8
1,two,no,39,8
1,two,no,39,8
1,two,no,39,5
1,two,no,39,4
1,two,no,39,8
1,two,no,39,6
1,two,no,39,3
1,two,no,39,6
1,two,no,39,6
1,two,no,39,5
1,two,no,39,6
1,two,no,39,5
1,two,no,39,8
1,two,no,39,6
1,two,no,39,11
1,two,no,39,5
1,two,no,39,9
1,two,no,39,6
1,two,no,39,9
1,two,no,39,6
1,two,no,39,5
1,two,no,39,9
1,two,no,39,9
1,two,no,39,6
1,two,no,39,5
1,two,no,39,8
1,two,no,39,5
1,two,no,39,9
1,two,no,39,7
1,two,no,39,3
1,two,no,39,6
1,two,no,39,6
1,two,no,39,4
1,two,no,39,8
1,two,no,39,8
1,two,no,39,7
1,two,no,39,6
1,two,no,39,5
1,two,no,39,5
1,two,no,39,5
1,two,no,39,6
1,two,no,39,7
1,two,no,39,7
1,two,no,39,7
1,two,no,39,6
1,two,no,39,8
1,two,no,39,9
1,two,no,39,3
1,two,no,39,8
1,two,no,39,7
1,two,no,39,9
1,two,no,39,4
1,two,no,40,5
1,two,no,40,5
1,two,no,40,5
1,two,no,40,7
1,two,no,40,9
1,two,no,40,6
1,two,no,40,5
1,two,no,40,7
1,two,no,40,6
1,two,no,40,9
1,two,no,40,8
1,two,no,40,7
1,two,no,40,7
1,two,no,40,8
1,two,no,40,4
1,two,no,40,7
1,two,no,40,6
1,two,no,40,7
1,two,no,40,8
1,two,no,40,7
1,two,no,40,6
1,two,no,40,6
1,two,no,40,5
1,two,no,40,8
1,two,no,40,9
1,two,no,40,8
1,two,no,40,9
1,two,no,40,3
1,two,no,40,3
1,two,no,40,5
1,two,no,40,7
1,two,no,40,3
1,two,no,40,6
1,two,no,40,9
1,two,no,40,10
1,two,no,40,7
1,two,no,40,5
1,two,no,40,4
1,two,no,40,7
1,two,no,40,8
1,two,no,40,10
1,two,no,40,7
1,two,no,40,9
1,two,no,40,7
1,two,no,40,7
1,two,no,40,5
1,two,no,40,6
1,two,no,40,7
1,two,no,40,7
1,two,no,40,8
1,two,no,40,8
1,two,no,40,6
1,two,no,40,9
1,two,no,40,6
1,two,no,40,4
1,two,no,40,7
1,two,no,40,10
1,two,no,40,8
1,two,no,40,6
1,two,no,40,6
1,two,no,40,8
1,two,no,40,8
1,two,no,40,7
1,two,no,40,3
1,two,no,40,8
1,two,no,40,6
1,two,no,40,6
1,two,no,40,8
1,two,no,40,5
1,two,no,40,2
1,two,no,40,6
1,two,no,40,6
1,two,no,40,4
1,two,no,40,5
1,two,no,40,7
1,two,no,40,4
1,two,no,40,5
1,two,no,40,7
1,two,no,40,10
1,two,no,40,4
1,two,no,40,7
1,two,no,40,7
1,two,no,40,8
1,two,no,40,5
1,two,no,40,7
1,two,no,40,7
1,two,no,40,6
1,two,no,40,6
1,two,no,40,6
1,two,no,40,7
1,two,no,40,7
1,two,no,40,8
1,two,no,40,7
1,two,no,40,6
1,two,no,40,4
1,two,no,40,9
1,two,no,40,8
1,two,no,40,9
1,two,no,40,7
1,two,no,40,8
1,two,no,41,5
1,two,no,41,5
1,two,no,41,6
1,two,no,41,9
1,two,no,41,4
1,two,no,41,5
1,two,no,41,8
1,two,no,41,6
1,two,no,41,6
1,two,no,41,5
1,two,no,41,6
1,two,no,41,5
1,two,no,41,5
1,two,no,41,6
1,two,no,41,7
1,two,no,41,6
1,two,no,41,5
1,two,no,41,8
1,two,no,41,7
1,two,no,41,5
1,two,no,41,6
1,two,no,41,4
1,two,no,41,8
1,two,no,41,4
1,two,no,41,4
1,two,no,41,9
1,two,no,41,4
1,two,no,41,7
1,two,no,41,9
1,two,no,41,5
1,two,no,41,10
1,two,no,41,4
1,two,no,41,5
1,two,no,41,7
1,two,no,41,4
1,two,no,41,5
1,two,no,41,4
1,two,no,41,4
1,two,no,41,8
1,two,no,41,9
1,two,no,41,8
1,two,no,41,8
1,two,no,41,8
1,two,no,41,5
1,two,no,41,7
1,two,no,41,9
1,two,no,41,4
1,two,no,41,6
1,two,no,41,9
1,two,no,41,5
1,two,no,41,7
1,two,no,41,8
1,two,no,41,8
1,two,no,41,7
1,two,no,41,7
1,two,no,41,8
1,two,no,41,6
1,two,no,41,5
1,two,no,41,7
1,two,no,41,7
1,two,no,41,6
1,two,no,41,9
1,two,no,41,6
1,two,no,41,6
1,two,no,41,7
1,two,no,41,9
1,two,no,41,7
1,two,no,41,4
1,two,no,41,8
1,two,no,41,7
1,two,no,41,7
1,two,no,41,6
1,two,no,41,8
1,two,no,41,8
1,two,no,41,7
1,two,no,41,6
1,two,no,41,4
1,two,no,41,4
1,two,no,41,2
1,two,no,41,8
1,two,no,41,8
1,two,no,41,7
1,two,no,41,8
1,two,no,41,7
1,two,no,41,6
1,two,no,41,7
1,two,no,41,8
1,two,no,41,6
1,two,no,41,7
1,two,no,41,5
1,two,no,41,3
1,two,no,41,4
1,two,no,41,7
1,two,no,41,7
1,two,no,41,9
1,two,no,41,9
1,two,no,41,10
1,two,no,41,5
1,two,no,41,7
1,two,no,41,7
1,two,no,42,7
1,two,no,42,5
1,two,no,42,6
1,two,no,42,8
1,two,no,42,6
1,two,no,42,8
1,two,no,42,6
1,two,no,42,7
1,two,no,42,7
1,two,no,42,5
1,two,no,42,8
1,two,no,42,8
1,two,no,42,8
1,two,no,42,8
1,two,no,42,7
1,two,no,42,5
1,two,no,42,6
1,two,no,42,11
1,two,no,42,8
1,two,no,42,6
1,two,no,42,7
1,two,no,42,6
1,two,no,42,7
1,two,no,42,6
1,two,no,42,8
1,two,no,42,5
1,two,no,42,8
1,two,no,42,5
1,two,no,42,5
1,two,no,42,10
1,two,no,42,10
1,two,no,42,5
1,two,no,42,6
1,two,no,42,7
1,two,no,42,7
1,two,no,42,6
1,two,no,42,6
1,two,no,42,6
1,two,no,42,7
1,two,no,42,7
1,two,no,42,8
1,two,no,42,5
1,two,no,42,7
1,two,no,42,6
1,two,no,42,7
1,two,no,42,8
1,two,no,42,6
1,two,no,42,6
1,two,no,42,4
1,two,no,42,7
1,two,no,42,7
1,two,no,42,5
1,two,no,42,7
1,two,no,42,4
1,two,no,42,4
1,two,no,42,8
1,two,no,42,6
1,two,no,42,6
1,two,no,42,6
1,two,no,42,7
1,two,no,42,9
1,two,no,42,7
1,two,no,42,9
1,two,no,42,7
1,two,no,42,6
1,two,no,42,6
1,two,no,42,5
1,two,no,42,6
1,two,no,42,8
1,two,no,42,5
1,two,no,42,8
1,two,no,42,8
1,two,no,42,4
1,two,no,42,9
1,two,no,42,5
1,two,no,42,7
1,two,no,42,3
1,two,no,42,8
1,two,no,42,7
1,two,no,42,5
1,two,no,42,5
1,two,no,42,5
1,two,no,42,6
1,two,no,42,9
1,two,no,42,5
1,two,no,42,7
1,two,no,42,5
1,two,no,42,6
1,two,no,42,8
1,two,no,42,6
1,two,no,42,7
1,two,no,42,3
1,two,no,42,8
1,two,no,42,6
1,two,no,42,7
1,two,no,42,8
1,two,no,42,8
1,two,no,42,6
1,two,no,42,6
1,two,no,42,7
1,two,no,43,6
1,two,no,43,4
1,two,no,43,6
1,two,no,43,7
1,two,no,43,5
1,two,no,43,5
1,two,no,43,6
1,two,no,43,9
1,two,no,43,8
1,two,no,43,6
1,two,no,43,8
1,two,no,43,8
1,two,no,43,8
1,two,no,43,5
1,two,no,43,4
1,two,no,43,6
1,two,no,43,6
1,two,no,43,7
1,two,no,43,7
1,two,no,43,5
1,two,no,43,7
1,two,no,43,6
1,two,no,43,6
1,two,no,43,10
1,two,no,43,6
1,two,no,43,4
1,two,no,43,5
1,two,no,43,7
1,two,no,43,5
1,two,no,43,8
1,two,no,43,9
1,two,no,43,9
1,two,no,43,8
1,two,no,43,5
1,two,no,43,8
1,two,no,43,7
1,two,no,43,10
1,two,no,43,11
1,two,no,43,9
1,two,no,43,6
1,two,no,43,8
1,two,no,43,7
1,two,no,43,7
1,two,no,43,7
1,two,no,43,6
1,two,no,43,6
1,two,no,43,5
1,two,no,43,5
1,two,no,43,7
1,two,no,43,6
1,two,no,43,8
1,two,no,43,8
1,two,no,43,6
1,two,no,43,8
1,two,no,43,7
1,two,no,43,6
1,two,no,43,7
1,two,no,43,6
1,two,no,43,4
1,two,no,43,8
1,two,no,43,4
1,two,no,43,7
1,two,no,43,6
1,two,no,43,8
1,two,no,43,6
1,two,no,43,6
1,two,no,43,8
1,two,no,43,4
1,two,no,43,9
1,two,no,43,6
1,two,no,43,6
1,two,no,43,5
1,two,no,43,7
1,two,no,43,9
1,two,no,43,6
1,two,no,43,6
1,two,no,43,9
1,two,no,43,7
1,two,no,43,4
1,two,no,43,9
1,two,no,43,4
1,two,no,43,7
1,two,no,43,6
1,two,no,43,7
1,two,no,43,7
1,two,no,43,7
1,two,no,43,7
1,two,no,43,9
1,two,no,43,4
1,two,no,43,8
1,two,no,43,5
1,two,no,43,6
1,two,no,43,8
1,two,no,43,7
1,two,no,43,3
1,two,no,43,10
1,two,no,43,6
1,two,no,43,8
1,two,no,43,6
1,two,no,43,9
1,two,no,44,7
1,two,no,44,9
1,two,no,44,7
1,two,no,44,7
1,two,no,44,8
1,two,no,44,7
1,two,no,44,6
1,two,no,44,8
1,two,no,44,7
1,two,no,44,7
1,two,no,44,7
1,two,no,44,3
1,two,no,44,4
1,two,no,44,10
1,two,no,44,8
1,two,no,44,8
1,two,no,44,9
1,two,no,44,5
1,two,no,44,8
1,two,no,44,8
1,two,no,44,9
1,two,no,44,8
1,two,no,44,8
1,two,no,44,9
1,two,no,44,6
1,two,no,44,6
1,two,no,44,7
1,two,no,44,9
1,two,no,44,8
1,two,no,44,5
1,two,no,44,4
1,two,no,44,4
1,two,no,44,6
1,two,no,44,10
1,two,no,44,8
1,two,no,44,5
1,two,no,44,7
1,two,no,44,7
1,two,no,44,6
1,two,no,44,5
1,two,no,44,8
1,two,no,44,9
1,two,no,44,9
1,two,no,44,7
1,two,no,44,6
1,two,no,44,10
1,two,no,44,7
1,two,no,44,4
1,two,no,44,6
1,two,no,44,7
1,two,no,44,9
1,two,no,44,7
1,two,no,44,4
1,two,no,44,8
1,two,no,44,8
1,two,no,44,6
1,two,no,44,9
1,two,no,44,5
1,two,no,44,8
1,two,no,44,8
1,two,no,44,9
1,two,no,44,7
1,two,no,44,5
1,two,no,44,7
1,two,no,44,9
1,two,no,44,8
1,two,no,44,8
1,two,no,44,7
1,two,no,44,6
1,two,no,44,6
1,two,no,44,6
1,two,no,44,5
1,two,no,44,8
1,two,no,44,10
1,two,no,44,7
1,two,no,44,6
1,two,no,44,8
1,two,no,44,5
1,two,no,44,5
1,two,no,44,3
1,two,no,44,8
1,two,no,44,5
1,two,no,44,7
1,two,no,44,7
1,two,no,44,8
1,two,no,44,6
1,two,no,44,4
1,two,no,44,9
1,two,no,44,8
1,two,no,44,7
1,two,no,44,5
1,two,no,44,7
1,two,no,44,8
1,two,no,44,9
1,two,no,44,3
1,two,no,44,7
1,two,no,44,6
1,two,no,44,9
1,two,no,44,6
1,two,no,44,8
1,two,no,45,6
1,two,no,45,6
1,two,no,45,8
1,two,no,45,6
1,two,no,45,10
1,two,no,45,6
1,two,no,45,2
1,two,no,45,8
1,two,no,45,7
1,two,no,45,8
1,two,no,45,8
1,two,no,45,3
1,two,no,45,9
1,two,no,45,4
1,two,no,45,4
1,two,no,45,7
1,two,no,45,5
1,two,no,45,5
1,two,no,45,9
1,two,no,45,7
1,two,no,45,7
1,two,no,45,6
1,two,no,45,6
1,two,no,45,8
1,two,no,45,6
1,two,no,45,10
1,two,no,45,5
1,two,no,45,8
1,two,no,45,6
1,two,no,45,5
1,two,no,45,9
1,two,no,45,7
1,two,no,45,9
1,two,no,45,6
1,two,no,45,8
1,two,no,45,6
1,two,no,45,9
1,two,no,45,5
1,two,no,45,6
1,two,no,45,8
1,two,no,45,5
1,two,no,45,9
1,two,no,45,8
1,two,no,45,8
1,two,no,45,5
1,two,no,45,6
1,two,no,45,7
1,two,no,45,5
1,two,no,45,7
1,two,no,45,4
1,two,no,45,8
1,two,no,45,9
1,two,no,45,6
1,two,no,45,7
1,two,no,45,8
1,two,no,45,10
1,two,no,45,8
1,two,no,45,9
1,two,no,45,6
1,two,no,45,3
1,two,no,45,6
1,two,no,45,9
1,two,no,45,7
1,two,no,45,7
1,two,no,45,6
1,two,no,45,8
1,two,no,45,6
1,two,no,45,5
1,two,no,45,6
1,two,no,45,6
1,two,no,45,7
1,two,no,45,6
1,two,no,45,7
1,two,no,45,5
1,two,no,45,10
