Pop,Theta,Growth,samplingSize,n.seg.sites
2,ten,no,25,39
2,ten,no,25,38
2,ten,no,25,34
2,ten,no,25,34
2,ten,no,25,32
2,ten,no,25,37
2,ten,no,25,36
2,ten,no,25,34
2,ten,no,25,33
2,ten,no,25,37
2,ten,no,25,38
2,ten,no,25,37
2,ten,no,25,37
2,ten,no,25,33
2,ten,no,25,37
2,ten,no,25,35
2,ten,no,25,34
2,ten,no,25,37
2,ten,no,25,39
2,ten,no,25,38
2,ten,no,25,39
2,ten,no,25,35
2,ten,no,25,37
2,ten,no,25,33
2,ten,no,25,35
2,ten,no,25,35
2,ten,no,25,37
2,ten,no,25,40
2,ten,no,25,34
2,ten,no,25,38
2,ten,no,25,36
2,ten,no,25,39
2,ten,no,25,40
2,ten,no,25,38
2,ten,no,25,34
2,ten,no,25,41
2,ten,no,25,35
2,ten,no,25,39
2,ten,no,25,42
2,ten,no,25,40
2,ten,no,25,34
2,ten,no,25,35
2,ten,no,25,40
2,ten,no,25,36
2,ten,no,25,36
2,ten,no,25,33
2,ten,no,25,39
2,ten,no,25,38
2,ten,no,25,42
2,ten,no,25,40
2,ten,no,25,39
2,ten,no,25,35
2,ten,no,25,37
2,ten,no,25,34
2,ten,no,25,37
2,ten,no,25,38
2,ten,no,25,30
2,ten,no,25,32
2,ten,no,25,35
2,ten,no,25,40
2,ten,no,25,37
2,ten,no,25,38
2,ten,no,25,34
2,ten,no,25,40
2,ten,no,25,36
2,ten,no,25,35
2,ten,no,25,37
2,ten,no,25,36
2,ten,no,25,33
2,ten,no,25,35
2,ten,no,25,38
2,ten,no,25,37
2,ten,no,25,29
2,ten,no,25,38
2,ten,no,25,40
2,ten,no,25,39
2,ten,no,25,36
2,ten,no,25,41
2,ten,no,25,36
2,ten,no,25,40
2,ten,no,25,37
2,ten,no,25,35
2,ten,no,25,39
2,ten,no,25,39
2,ten,no,25,37
2,ten,no,25,38
2,ten,no,25,35
2,ten,no,25,36
2,ten,no,25,35
2,ten,no,25,36
2,ten,no,25,38
2,ten,no,25,35
2,ten,no,25,38
2,ten,no,25,40
2,ten,no,25,34
2,ten,no,25,34
2,ten,no,25,34
2,ten,no,26,39
2,ten,no,26,38
2,ten,no,26,33
2,ten,no,26,37
2,ten,no,26,36
2,ten,no,26,32
2,ten,no,26,36
2,ten,no,26,35
2,ten,no,26,37
2,ten,no,26,33
2,ten,no,26,37
2,ten,no,26,36
2,ten,no,26,39
2,ten,no,26,41
2,ten,no,26,34
2,ten,no,26,35
2,ten,no,26,34
2,ten,no,26,33
2,ten,no,26,37
2,ten,no,26,39
2,ten,no,26,37
2,ten,no,26,34
2,ten,no,26,38
2,ten,no,26,40
2,ten,no,26,35
2,ten,no,26,44
2,ten,no,26,38
2,ten,no,26,38
2,ten,no,26,32
2,ten,no,26,35
2,ten,no,26,36
2,ten,no,26,38
2,ten,no,26,40
2,ten,no,26,35
2,ten,no,26,37
2,ten,no,26,39
2,ten,no,26,35
2,ten,no,26,33
2,ten,no,26,36
2,ten,no,26,32
2,ten,no,26,39
2,ten,no,26,37
2,ten,no,26,40
2,ten,no,26,43
2,ten,no,26,33
2,ten,no,26,36
2,ten,no,26,35
2,ten,no,26,33
2,ten,no,26,31
2,ten,no,26,36
2,ten,no,26,40
2,ten,no,26,32
2,ten,no,26,34
2,ten,no,26,35
2,ten,no,26,37
2,ten,no,26,34
2,ten,no,26,37
2,ten,no,26,36
2,ten,no,26,34
2,ten,no,26,35
2,ten,no,26,40
2,ten,no,26,36
2,ten,no,26,38
2,ten,no,26,42
2,ten,no,26,30
2,ten,no,26,35
2,ten,no,26,38
2,ten,no,26,39
2,ten,no,26,37
2,ten,no,26,35
2,ten,no,26,36
2,ten,no,26,39
2,ten,no,26,37
2,ten,no,26,42
2,ten,no,26,37
2,ten,no,26,40
2,ten,no,26,40
2,ten,no,26,35
2,ten,no,26,37
2,ten,no,26,34
2,ten,no,26,33
2,ten,no,26,34
2,ten,no,26,42
2,ten,no,26,38
2,ten,no,26,39
2,ten,no,26,36
2,ten,no,26,38
2,ten,no,26,38
2,ten,no,26,34
2,ten,no,26,33
2,ten,no,26,38
2,ten,no,26,36
2,ten,no,26,36
2,ten,no,26,37
2,ten,no,26,39
2,ten,no,26,41
2,ten,no,26,38
2,ten,no,26,35
2,ten,no,26,34
2,ten,no,26,34
2,ten,no,27,37
2,ten,no,27,36
2,ten,no,27,36
2,ten,no,27,31
2,ten,no,27,38
2,ten,no,27,36
2,ten,no,27,41
2,ten,no,27,32
2,ten,no,27,39
2,ten,no,27,40
2,ten,no,27,35
2,ten,no,27,42
2,ten,no,27,37
2,ten,no,27,35
2,ten,no,27,35
2,ten,no,27,42
2,ten,no,27,34
2,ten,no,27,41
2,ten,no,27,38
2,ten,no,27,40
2,ten,no,27,40
2,ten,no,27,35
2,ten,no,27,36
2,ten,no,27,36
2,ten,no,27,40
2,ten,no,27,41
2,ten,no,27,36
2,ten,no,27,37
2,ten,no,27,37
2,ten,no,27,40
2,ten,no,27,36
2,ten,no,27,38
2,ten,no,27,37
2,ten,no,27,36
2,ten,no,27,35
2,ten,no,27,39
2,ten,no,27,33
2,ten,no,27,33
2,ten,no,27,39
2,ten,no,27,37
2,ten,no,27,40
2,ten,no,27,40
2,ten,no,27,37
2,ten,no,27,37
2,ten,no,27,32
2,ten,no,27,39
2,ten,no,27,33
2,ten,no,27,41
2,ten,no,27,35
2,ten,no,27,38
2,ten,no,27,41
2,ten,no,27,35
2,ten,no,27,33
2,ten,no,27,32
2,ten,no,27,38
2,ten,no,27,35
2,ten,no,27,33
2,ten,no,27,37
2,ten,no,27,34
2,ten,no,27,40
2,ten,no,27,38
2,ten,no,27,37
2,ten,no,27,34
2,ten,no,27,35
2,ten,no,27,37
2,ten,no,27,37
2,ten,no,27,36
2,ten,no,27,35
2,ten,no,27,32
2,ten,no,27,36
2,ten,no,27,38
2,ten,no,27,34
2,ten,no,27,37
2,ten,no,27,35
2,ten,no,27,35
2,ten,no,27,37
2,ten,no,27,33
2,ten,no,27,38
2,ten,no,27,40
2,ten,no,27,38
2,ten,no,27,39
2,ten,no,27,38
2,ten,no,27,36
2,ten,no,27,34
2,ten,no,27,37
2,ten,no,27,37
2,ten,no,27,37
2,ten,no,27,34
2,ten,no,27,39
2,ten,no,27,35
2,ten,no,27,39
2,ten,no,27,36
2,ten,no,27,36
2,ten,no,27,40
2,ten,no,27,36
2,ten,no,27,40
2,ten,no,27,36
2,ten,no,27,37
2,ten,no,27,36
2,ten,no,27,33
2,ten,no,28,32
2,ten,no,28,34
2,ten,no,28,39
2,ten,no,28,39
2,ten,no,28,37
2,ten,no,28,39
2,ten,no,28,33
2,ten,no,28,42
2,ten,no,28,36
2,ten,no,28,36
2,ten,no,28,36
2,ten,no,28,41
2,ten,no,28,36
2,ten,no,28,33
2,ten,no,28,35
2,ten,no,28,36
2,ten,no,28,37
2,ten,no,28,40
2,ten,no,28,32
2,ten,no,28,37
2,ten,no,28,39
2,ten,no,28,36
2,ten,no,28,38
2,ten,no,28,39
2,ten,no,28,37
2,ten,no,28,38
2,ten,no,28,41
2,ten,no,28,38
2,ten,no,28,39
2,ten,no,28,39
2,ten,no,28,35
2,ten,no,28,40
2,ten,no,28,36
2,ten,no,28,41
2,ten,no,28,41
2,ten,no,28,36
2,ten,no,28,39
2,ten,no,28,36
2,ten,no,28,38
2,ten,no,28,41
2,ten,no,28,36
2,ten,no,28,39
2,ten,no,28,38
2,ten,no,28,39
2,ten,no,28,41
2,ten,no,28,38
2,ten,no,28,36
2,ten,no,28,36
2,ten,no,28,36
2,ten,no,28,39
2,ten,no,28,39
2,ten,no,28,36
2,ten,no,28,34
2,ten,no,28,38
2,ten,no,28,35
2,ten,no,28,39
2,ten,no,28,39
2,ten,no,28,39
2,ten,no,28,36
2,ten,no,28,38
2,ten,no,28,35
2,ten,no,28,36
2,ten,no,28,40
2,ten,no,28,40
2,ten,no,28,36
2,ten,no,28,38
2,ten,no,28,37
2,ten,no,28,33
2,ten,no,28,40
2,ten,no,28,32
2,ten,no,28,38
2,ten,no,28,37
2,ten,no,28,33
2,ten,no,28,37
2,ten,no,28,44
2,ten,no,28,35
2,ten,no,28,38
2,ten,no,28,37
2,ten,no,28,39
2,ten,no,28,40
2,ten,no,28,40
2,ten,no,28,40
2,ten,no,28,34
2,ten,no,28,40
2,ten,no,28,35
2,ten,no,28,37
2,ten,no,28,35
2,ten,no,28,34
2,ten,no,28,38
2,ten,no,28,36
2,ten,no,28,40
2,ten,no,28,37
2,ten,no,28,34
2,ten,no,28,39
2,ten,no,28,37
2,ten,no,28,36
2,ten,no,28,35
2,ten,no,28,41
2,ten,no,28,31
2,ten,no,28,41
2,ten,no,29,41
2,ten,no,29,41
2,ten,no,29,40
2,ten,no,29,36
2,ten,no,29,38
2,ten,no,29,40
2,ten,no,29,42
2,ten,no,29,35
2,ten,no,29,37
2,ten,no,29,31
2,ten,no,29,36
2,ten,no,29,39
2,ten,no,29,38
2,ten,no,29,40
2,ten,no,29,35
2,ten,no,29,42
2,ten,no,29,36
2,ten,no,29,35
2,ten,no,29,39
2,ten,no,29,35
2,ten,no,29,33
2,ten,no,29,36
2,ten,no,29,40
2,ten,no,29,41
2,ten,no,29,34
2,ten,no,29,43
2,ten,no,29,41
2,ten,no,29,36
2,ten,no,29,39
2,ten,no,29,35
2,ten,no,29,33
2,ten,no,29,40
2,ten,no,29,39
2,ten,no,29,36
2,ten,no,29,37
2,ten,no,29,37
2,ten,no,29,38
2,ten,no,29,41
2,ten,no,29,43
2,ten,no,29,37
2,ten,no,29,34
2,ten,no,29,34
2,ten,no,29,43
2,ten,no,29,36
2,ten,no,29,42
2,ten,no,29,38
2,ten,no,29,38
2,ten,no,29,38
2,ten,no,29,42
2,ten,no,29,37
2,ten,no,29,33
2,ten,no,29,42
2,ten,no,29,41
2,ten,no,29,31
2,ten,no,29,35
2,ten,no,29,35
2,ten,no,29,43
2,ten,no,29,38
2,ten,no,29,39
2,ten,no,29,38
2,ten,no,29,36
2,ten,no,29,35
2,ten,no,29,37
2,ten,no,29,38
2,ten,no,29,33
2,ten,no,29,42
2,ten,no,29,37
2,ten,no,29,43
2,ten,no,29,36
2,ten,no,29,38
2,ten,no,29,38
2,ten,no,29,38
2,ten,no,29,39
2,ten,no,29,36
2,ten,no,29,37
2,ten,no,29,35
2,ten,no,29,32
2,ten,no,29,38
2,ten,no,29,43
2,ten,no,29,37
2,ten,no,29,37
2,ten,no,29,37
2,ten,no,29,36
2,ten,no,29,38
2,ten,no,29,37
2,ten,no,29,37
2,ten,no,29,39
2,ten,no,29,31
2,ten,no,29,41
2,ten,no,29,35
2,ten,no,29,40
2,ten,no,29,41
2,ten,no,29,38
2,ten,no,29,36
2,ten,no,29,40
2,ten,no,29,38
2,ten,no,29,41
2,ten,no,29,35
2,ten,no,29,39
2,ten,no,29,41
2,ten,no,30,35
2,ten,no,30,37
2,ten,no,30,37
2,ten,no,30,39
2,ten,no,30,34
2,ten,no,30,42
2,ten,no,30,38
2,ten,no,30,36
2,ten,no,30,40
2,ten,no,30,35
2,ten,no,30,37
2,ten,no,30,35
2,ten,no,30,37
2,ten,no,30,35
2,ten,no,30,42
2,ten,no,30,40
2,ten,no,30,40
2,ten,no,30,40
2,ten,no,30,35
2,ten,no,30,38
2,ten,no,30,38
2,ten,no,30,35
2,ten,no,30,42
2,ten,no,30,37
2,ten,no,30,41
2,ten,no,30,39
2,ten,no,30,39
2,ten,no,30,40
2,ten,no,30,37
2,ten,no,30,40
2,ten,no,30,44
2,ten,no,30,39
2,ten,no,30,39
2,ten,no,30,42
2,ten,no,30,39
2,ten,no,30,41
2,ten,no,30,37
2,ten,no,30,39
2,ten,no,30,40
2,ten,no,30,34
2,ten,no,30,40
2,ten,no,30,34
2,ten,no,30,42
2,ten,no,30,38
2,ten,no,30,38
2,ten,no,30,42
2,ten,no,30,35
2,ten,no,30,35
2,ten,no,30,43
2,ten,no,30,36
2,ten,no,30,38
2,ten,no,30,35
2,ten,no,30,41
2,ten,no,30,38
2,ten,no,30,41
2,ten,no,30,38
2,ten,no,30,36
2,ten,no,30,44
2,ten,no,30,36
2,ten,no,30,38
2,ten,no,30,41
2,ten,no,30,36
2,ten,no,30,36
2,ten,no,30,37
2,ten,no,30,35
2,ten,no,30,42
2,ten,no,30,31
2,ten,no,30,36
2,ten,no,30,42
2,ten,no,30,39
2,ten,no,30,39
2,ten,no,30,34
2,ten,no,30,39
2,ten,no,30,34
2,ten,no,30,38
2,ten,no,30,42
2,ten,no,30,36
2,ten,no,30,33
2,ten,no,30,43
2,ten,no,30,38
2,ten,no,30,39
2,ten,no,30,38
2,ten,no,30,42
2,ten,no,30,40
2,ten,no,30,38
2,ten,no,30,40
2,ten,no,30,39
2,ten,no,30,38
2,ten,no,30,38
2,ten,no,30,43
2,ten,no,30,38
2,ten,no,30,40
2,ten,no,30,36
2,ten,no,30,40
2,ten,no,30,43
2,ten,no,30,39
2,ten,no,30,36
2,ten,no,30,44
2,ten,no,30,37
2,ten,no,30,42
2,ten,no,31,40
2,ten,no,31,36
2,ten,no,31,41
2,ten,no,31,37
2,ten,no,31,36
2,ten,no,31,33
2,ten,no,31,37
2,ten,no,31,36
2,ten,no,31,38
2,ten,no,31,37
2,ten,no,31,38
2,ten,no,31,38
2,ten,no,31,40
2,ten,no,31,39
2,ten,no,31,36
2,ten,no,31,35
2,ten,no,31,39
2,ten,no,31,36
2,ten,no,31,40
2,ten,no,31,39
2,ten,no,31,40
2,ten,no,31,37
2,ten,no,31,34
2,ten,no,31,36
2,ten,no,31,35
2,ten,no,31,38
2,ten,no,31,41
2,ten,no,31,41
2,ten,no,31,40
2,ten,no,31,40
2,ten,no,31,35
2,ten,no,31,36
2,ten,no,31,38
2,ten,no,31,38
2,ten,no,31,37
2,ten,no,31,40
2,ten,no,31,36
2,ten,no,31,41
2,ten,no,31,34
2,ten,no,31,38
2,ten,no,31,37
2,ten,no,31,40
2,ten,no,31,39
2,ten,no,31,37
2,ten,no,31,37
2,ten,no,31,40
2,ten,no,31,39
2,ten,no,31,42
2,ten,no,31,36
2,ten,no,31,36
2,ten,no,31,33
2,ten,no,31,41
2,ten,no,31,33
2,ten,no,31,38
2,ten,no,31,38
2,ten,no,31,41
2,ten,no,31,41
2,ten,no,31,39
2,ten,no,31,39
2,ten,no,31,37
2,ten,no,31,33
2,ten,no,31,38
2,ten,no,31,39
2,ten,no,31,39
2,ten,no,31,37
2,ten,no,31,41
2,ten,no,31,39
2,ten,no,31,42
2,ten,no,31,37
2,ten,no,31,42
2,ten,no,31,37
2,ten,no,31,39
2,ten,no,31,36
2,ten,no,31,38
2,ten,no,31,37
2,ten,no,31,40
2,ten,no,31,39
2,ten,no,31,39
2,ten,no,31,43
2,ten,no,31,41
2,ten,no,31,43
2,ten,no,31,33
2,ten,no,31,36
2,ten,no,31,40
2,ten,no,31,41
2,ten,no,31,36
2,ten,no,31,39
2,ten,no,31,37
2,ten,no,31,35
2,ten,no,31,42
2,ten,no,31,40
2,ten,no,31,34
2,ten,no,31,39
2,ten,no,31,36
2,ten,no,31,43
2,ten,no,31,35
2,ten,no,31,35
2,ten,no,31,37
2,ten,no,31,32
2,ten,no,31,43
2,ten,no,32,36
2,ten,no,32,37
2,ten,no,32,37
2,ten,no,32,40
2,ten,no,32,40
2,ten,no,32,42
2,ten,no,32,38
2,ten,no,32,39
2,ten,no,32,41
2,ten,no,32,41
2,ten,no,32,41
2,ten,no,32,41
2,ten,no,32,39
2,ten,no,32,37
2,ten,no,32,40
2,ten,no,32,38
2,ten,no,32,39
2,ten,no,32,43
2,ten,no,32,37
2,ten,no,32,40
2,ten,no,32,39
2,ten,no,32,41
2,ten,no,32,39
2,ten,no,32,42
2,ten,no,32,41
2,ten,no,32,38
2,ten,no,32,40
2,ten,no,32,38
2,ten,no,32,39
2,ten,no,32,42
2,ten,no,32,37
2,ten,no,32,39
2,ten,no,32,37
2,ten,no,32,45
2,ten,no,32,33
2,ten,no,32,35
2,ten,no,32,35
2,ten,no,32,35
2,ten,no,32,37
2,ten,no,32,38
2,ten,no,32,42
2,ten,no,32,38
2,ten,no,32,34
2,ten,no,32,36
2,ten,no,32,38
2,ten,no,32,37
2,ten,no,32,42
2,ten,no,32,38
2,ten,no,32,43
2,ten,no,32,43
2,ten,no,32,37
2,ten,no,32,34
2,ten,no,32,45
2,ten,no,32,41
2,ten,no,32,36
2,ten,no,32,38
2,ten,no,32,36
2,ten,no,32,38
2,ten,no,32,42
2,ten,no,32,41
2,ten,no,32,36
2,ten,no,32,42
2,ten,no,32,38
2,ten,no,32,37
2,ten,no,32,42
2,ten,no,32,36
2,ten,no,32,39
2,ten,no,32,37
2,ten,no,32,44
2,ten,no,32,36
2,ten,no,32,35
2,ten,no,32,37
2,ten,no,32,40
2,ten,no,32,40
2,ten,no,32,38
2,ten,no,32,44
2,ten,no,32,40
2,ten,no,32,40
2,ten,no,32,38
2,ten,no,32,38
2,ten,no,32,35
2,ten,no,32,39
2,ten,no,32,37
2,ten,no,32,37
2,ten,no,32,37
2,ten,no,32,38
2,ten,no,32,36
2,ten,no,32,33
2,ten,no,32,41
2,ten,no,32,37
2,ten,no,32,41
2,ten,no,32,35
2,ten,no,32,38
2,ten,no,32,41
2,ten,no,32,38
2,ten,no,32,39
2,ten,no,32,40
2,ten,no,32,40
2,ten,no,32,41
2,ten,no,32,39
2,ten,no,33,37
2,ten,no,33,40
2,ten,no,33,39
2,ten,no,33,40
2,ten,no,33,38
2,ten,no,33,40
2,ten,no,33,38
2,ten,no,33,40
2,ten,no,33,34
2,ten,no,33,38
2,ten,no,33,38
2,ten,no,33,37
2,ten,no,33,41
2,ten,no,33,39
2,ten,no,33,41
2,ten,no,33,37
2,ten,no,33,40
2,ten,no,33,41
2,ten,no,33,39
2,ten,no,33,37
2,ten,no,33,38
2,ten,no,33,42
2,ten,no,33,40
2,ten,no,33,34
2,ten,no,33,38
2,ten,no,33,44
2,ten,no,33,37
2,ten,no,33,37
2,ten,no,33,34
2,ten,no,33,39
2,ten,no,33,33
2,ten,no,33,39
2,ten,no,33,37
2,ten,no,33,40
2,ten,no,33,40
2,ten,no,33,37
2,ten,no,33,38
2,ten,no,33,39
2,ten,no,33,44
2,ten,no,33,40
2,ten,no,33,39
2,ten,no,33,38
2,ten,no,33,33
2,ten,no,33,38
2,ten,no,33,36
2,ten,no,33,39
2,ten,no,33,37
2,ten,no,33,40
2,ten,no,33,38
2,ten,no,33,41
2,ten,no,33,40
2,ten,no,33,37
2,ten,no,33,37
2,ten,no,33,39
2,ten,no,33,38
2,ten,no,33,36
2,ten,no,33,35
2,ten,no,33,40
2,ten,no,33,37
2,ten,no,33,39
2,ten,no,33,42
2,ten,no,33,39
2,ten,no,33,36
2,ten,no,33,41
2,ten,no,33,41
2,ten,no,33,41
2,ten,no,33,40
2,ten,no,33,42
2,ten,no,33,41
2,ten,no,33,38
2,ten,no,33,40
2,ten,no,33,36
2,ten,no,33,36
2,ten,no,33,41
2,ten,no,33,43
2,ten,no,33,42
2,ten,no,33,33
2,ten,no,33,38
2,ten,no,33,38
2,ten,no,33,38
2,ten,no,33,35
2,ten,no,33,37
2,ten,no,33,40
2,ten,no,33,39
2,ten,no,33,37
2,ten,no,33,37
2,ten,no,33,40
2,ten,no,33,36
2,ten,no,33,38
2,ten,no,33,37
2,ten,no,33,37
2,ten,no,33,37
2,ten,no,33,40
2,ten,no,33,39
2,ten,no,33,35
2,ten,no,33,35
2,ten,no,33,32
2,ten,no,33,39
2,ten,no,33,38
2,ten,no,33,40
2,ten,no,34,39
2,ten,no,34,44
2,ten,no,34,37
2,ten,no,34,39
2,ten,no,34,38
2,ten,no,34,39
2,ten,no,34,39
2,ten,no,34,38
2,ten,no,34,42
2,ten,no,34,39
2,ten,no,34,39
2,ten,no,34,38
2,ten,no,34,37
2,ten,no,34,36
2,ten,no,34,35
2,ten,no,34,38
2,ten,no,34,45
2,ten,no,34,41
2,ten,no,34,38
2,ten,no,34,41
2,ten,no,34,39
2,ten,no,34,42
2,ten,no,34,41
2,ten,no,34,42
2,ten,no,34,40
2,ten,no,34,33
2,ten,no,34,41
2,ten,no,34,39
2,ten,no,34,35
2,ten,no,34,36
2,ten,no,34,38
2,ten,no,34,43
2,ten,no,34,37
2,ten,no,34,39
2,ten,no,34,40
2,ten,no,34,39
2,ten,no,34,39
2,ten,no,34,39
2,ten,no,34,32
2,ten,no,34,35
2,ten,no,34,39
2,ten,no,34,38
2,ten,no,34,42
2,ten,no,34,39
2,ten,no,34,39
2,ten,no,34,43
2,ten,no,34,40
2,ten,no,34,39
2,ten,no,34,40
2,ten,no,34,35
2,ten,no,34,35
2,ten,no,34,37
2,ten,no,34,38
2,ten,no,34,33
2,ten,no,34,39
2,ten,no,34,40
2,ten,no,34,41
2,ten,no,34,34
2,ten,no,34,39
2,ten,no,34,38
2,ten,no,34,40
2,ten,no,34,43
2,ten,no,34,41
2,ten,no,34,38
2,ten,no,34,38
2,ten,no,34,41
2,ten,no,34,36
2,ten,no,34,41
2,ten,no,34,40
2,ten,no,34,37
2,ten,no,34,40
2,ten,no,34,35
2,ten,no,34,39
2,ten,no,34,40
2,ten,no,34,37
2,ten,no,34,39
2,ten,no,34,38
2,ten,no,34,39
2,ten,no,34,41
2,ten,no,34,42
2,ten,no,34,45
2,ten,no,34,31
2,ten,no,34,36
2,ten,no,34,37
2,ten,no,34,37
2,ten,no,34,39
2,ten,no,34,35
2,ten,no,34,40
2,ten,no,34,38
2,ten,no,34,38
2,ten,no,34,40
2,ten,no,34,44
2,ten,no,34,39
2,ten,no,34,40
2,ten,no,34,40
2,ten,no,34,40
2,ten,no,34,41
2,ten,no,34,41
2,ten,no,34,37
2,ten,no,34,37
2,ten,no,36,38
2,ten,no,36,39
2,ten,no,36,34
2,ten,no,36,38
2,ten,no,36,38
2,ten,no,36,39
2,ten,no,36,40
2,ten,no,36,34
2,ten,no,36,40
2,ten,no,36,38
2,ten,no,36,34
2,ten,no,36,40
2,ten,no,36,40
2,ten,no,36,42
2,ten,no,36,36
2,ten,no,36,38
2,ten,no,36,34
2,ten,no,36,44
2,ten,no,36,41
2,ten,no,36,42
2,ten,no,36,40
2,ten,no,36,39
2,ten,no,36,39
2,ten,no,36,45
2,ten,no,36,31
2,ten,no,36,39
2,ten,no,36,33
2,ten,no,36,41
2,ten,no,36,34
2,ten,no,36,38
2,ten,no,36,36
2,ten,no,36,43
2,ten,no,36,42
2,ten,no,36,42
2,ten,no,36,39
2,ten,no,36,38
2,ten,no,36,40
2,ten,no,36,39
2,ten,no,36,43
2,ten,no,36,40
2,ten,no,36,36
2,ten,no,36,39
2,ten,no,36,43
2,ten,no,36,38
2,ten,no,36,37
2,ten,no,36,37
2,ten,no,36,36
2,ten,no,36,39
2,ten,no,36,33
2,ten,no,36,38
2,ten,no,36,35
2,ten,no,36,39
2,ten,no,36,38
2,ten,no,36,35
2,ten,no,36,38
2,ten,no,36,42
2,ten,no,36,37
2,ten,no,36,36
2,ten,no,36,44
2,ten,no,36,36
2,ten,no,36,36
2,ten,no,36,38
2,ten,no,36,41
2,ten,no,36,40
2,ten,no,36,44
2,ten,no,36,42
2,ten,no,36,41
2,ten,no,36,35
2,ten,no,36,41
2,ten,no,36,37
2,ten,no,36,43
2,ten,no,36,38
2,ten,no,36,45
2,ten,no,36,39
2,ten,no,36,36
2,ten,no,36,40
2,ten,no,36,38
2,ten,no,36,41
2,ten,no,36,41
2,ten,no,36,41
2,ten,no,36,39
2,ten,no,36,38
2,ten,no,36,40
2,ten,no,36,38
2,ten,no,36,40
2,ten,no,36,38
2,ten,no,36,42
2,ten,no,36,36
2,ten,no,36,40
2,ten,no,36,35
2,ten,no,36,33
2,ten,no,36,36
2,ten,no,36,40
2,ten,no,36,42
2,ten,no,36,40
2,ten,no,36,35
2,ten,no,36,37
2,ten,no,36,43
2,ten,no,36,35
2,ten,no,36,39
2,ten,no,37,37
2,ten,no,37,36
2,ten,no,37,35
2,ten,no,37,39
2,ten,no,37,39
2,ten,no,37,37
2,ten,no,37,41
2,ten,no,37,40
2,ten,no,37,36
2,ten,no,37,41
2,ten,no,37,38
2,ten,no,37,38
2,ten,no,37,32
2,ten,no,37,37
2,ten,no,37,35
2,ten,no,37,40
2,ten,no,37,37
2,ten,no,37,40
2,ten,no,37,42
2,ten,no,37,43
2,ten,no,37,38
2,ten,no,37,38
2,ten,no,37,43
2,ten,no,37,40
2,ten,no,37,39
2,ten,no,37,42
2,ten,no,37,36
2,ten,no,37,35
2,ten,no,37,40
2,ten,no,37,40
2,ten,no,37,40
2,ten,no,37,40
2,ten,no,37,43
2,ten,no,37,41
2,ten,no,37,39
2,ten,no,37,43
2,ten,no,37,40
2,ten,no,37,37
2,ten,no,37,43
2,ten,no,37,41
2,ten,no,37,37
2,ten,no,37,40
2,ten,no,37,41
2,ten,no,37,38
2,ten,no,37,40
2,ten,no,37,37
2,ten,no,37,40
2,ten,no,37,39
2,ten,no,37,41
2,ten,no,37,38
2,ten,no,37,42
2,ten,no,37,41
2,ten,no,37,41
2,ten,no,37,36
2,ten,no,37,33
2,ten,no,37,39
2,ten,no,37,38
2,ten,no,37,42
2,ten,no,37,39
2,ten,no,37,41
2,ten,no,37,38
2,ten,no,37,40
2,ten,no,37,43
2,ten,no,37,36
2,ten,no,37,39
2,ten,no,37,38
2,ten,no,37,37
2,ten,no,37,38
2,ten,no,37,37
2,ten,no,37,37
2,ten,no,37,39
2,ten,no,37,42
2,ten,no,37,39
2,ten,no,37,41
2,ten,no,37,37
2,ten,no,37,40
2,ten,no,37,40
2,ten,no,37,37
2,ten,no,37,41
2,ten,no,37,43
2,ten,no,37,44
2,ten,no,37,38
2,ten,no,37,40
2,ten,no,37,36
2,ten,no,37,42
2,ten,no,37,40
2,ten,no,37,38
2,ten,no,37,40
2,ten,no,37,41
2,ten,no,37,35
2,ten,no,37,38
2,ten,no,37,40
2,ten,no,37,44
2,ten,no,37,39
2,ten,no,37,41
2,ten,no,37,38
2,ten,no,37,44
2,ten,no,37,40
2,ten,no,37,39
2,ten,no,37,38
2,ten,no,38,35
2,ten,no,38,42
2,ten,no,38,40
2,ten,no,38,40
2,ten,no,38,35
2,ten,no,38,36
2,ten,no,38,45
2,ten,no,38,32
2,ten,no,38,42
2,ten,no,38,34
2,ten,no,38,39
2,ten,no,38,38
2,ten,no,38,39
2,ten,no,38,38
2,ten,no,38,42
2,ten,no,38,34
2,ten,no,38,38
2,ten,no,38,43
2,ten,no,38,39
2,ten,no,38,40
2,ten,no,38,39
2,ten,no,38,39
2,ten,no,38,41
2,ten,no,38,41
2,ten,no,38,40
2,ten,no,38,44
2,ten,no,38,42
2,ten,no,38,39
2,ten,no,38,42
2,ten,no,38,37
2,ten,no,38,35
2,ten,no,38,27
2,ten,no,38,35
2,ten,no,38,36
2,ten,no,38,45
2,ten,no,38,39
2,ten,no,38,35
2,ten,no,38,46
2,ten,no,38,39
2,ten,no,38,41
2,ten,no,38,48
2,ten,no,38,36
2,ten,no,38,39
2,ten,no,38,40
2,ten,no,38,41
2,ten,no,38,37
2,ten,no,38,38
2,ten,no,38,38
2,ten,no,38,41
2,ten,no,38,43
2,ten,no,38,34
2,ten,no,38,37
2,ten,no,38,38
2,ten,no,38,37
2,ten,no,38,37
2,ten,no,38,45
2,ten,no,38,39
2,ten,no,38,38
2,ten,no,38,40
2,ten,no,38,36
2,ten,no,38,41
2,ten,no,38,39
2,ten,no,38,41
2,ten,no,38,37
2,ten,no,38,39
2,ten,no,38,42
2,ten,no,38,38
2,ten,no,38,40
2,ten,no,38,37
2,ten,no,38,40
2,ten,no,38,43
2,ten,no,38,38
2,ten,no,38,40
